ids,sentences
4.1.49-52.2,bhavāyaikāṁ bhava-cchide
4.1.49-52.3,śraddhā maitrī dayā śāntis
4.1.49-52.4,tuṣṭiḥ puṣṭiḥ kriyonnatiḥ
4.1.53.1,yayor janmany ado viśvam
4.1.53.2,abhyanandat sunirvṛtam
4.1.53.3,manāṁsi kakubho vātāḥ
4.1.53.4,praseduḥ sarito ’drayaḥ
4.1.54-55.1,divy avādyanta tūryāṇi
4.1.54-55.2,petuḥ kusuma-vṛṣṭayaḥ
4.1.54-55.3,munayas tuṣṭuvus tuṣṭā
4.1.54-55.4,jagur gandharva-kinnarāḥ
4.1.56.1,devā ūcuḥ
4.1.57.1,so ’yaṁ sthiti-vyatikaropaśamāya sṛṣṭān
4.1.57.2,sattvena naḥ sura-gaṇān anumeya-tattvaḥ
4.1.57.3,dṛśyād adabhra-karuṇena vilokanena
4.1.57.4,yac chrī-niketam amalaṁ kṣipatāravindam
4.1.58.1,evaṁ sura-gaṇais tāta
4.1.58.2,bhagavantāv abhiṣṭutau
4.1.58.3,labdhāvalokair yayatur
4.1.58.4,arcitau gandhamādanam
4.1.59.1,tāv imau vai bhagavato
4.1.59.2,harer aṁśāv ihāgatau
4.1.59.3,bhāra-vyayāya ca bhuvaḥ
4.1.59.4,kṛṣṇau yadu-kurūdvahau
4.1.60.1,svāhābhimāninaś cāgner
4.1.60.2,ātmajāṁs trīn ajījanat
4.1.60.3,pāvakaṁ pavamānaṁ ca
4.1.60.4,śuciṁ ca huta-bhojanam
4.1.61.1,tebhyo ’gnayaḥ samabhavan
4.1.61.2,catvāriṁśac ca pañca ca
4.1.61.3,ta evaikonapañcāśat
4.1.61.4,sākaṁ pitṛ-pitāmahaiḥ
4.1.62.1,vaitānike karmaṇi yan-
4.1.62.2,nāmabhir brahma-vādibhiḥ
4.1.62.3,āgneyya iṣṭayo yajñe
4.1.62.4,nirūpyante ’gnayas tu te
4.1.63.1,agniṣvāttā barhiṣadaḥ
4.1.63.2,saumyāḥ pitara ājyapāḥ
4.1.63.3,sāgnayo ’nagnayas teṣāṁ
4.1.63.4,patnī dākṣāyaṇī svadhā
4.1.64.1,tebhyo dadhāra kanye dve
4.1.64.2,vayunāṁ dhāriṇīṁ svadhā
4.1.64.3,ubhe te brahma-vādinyau
4.1.64.4,jñāna-vijñāna-pārage
4.1.65.1,bhavasya patnī tu satī
4.1.65.2,bhavaṁ devam anuvratā
4.1.65.3,ātmanaḥ sadṛśaṁ putraṁ
4.1.65.4,na lebhe guṇa-śīlataḥ
4.1.66.1,pitary apratirūpe sve
4.1.66.2,bhavāyānāgase ruṣā
4.1.66.3,aprauḍhaivātmanātmānam
4.1.66.4,ajahād yoga-saṁyutā
4.2.1.1,vidura uvāca
4.2.2.1,kas taṁ carācara-guruṁ
4.2.2.2,nirvairaṁ śānta-vigraham
4.2.2.3,ātmārāmaṁ kathaṁ dveṣṭi
4.2.2.4,jagato daivataṁ mahat
4.2.3.1,etad ākhyāhi me brahman
4.2.3.2,jāmātuḥ śvaśurasya ca
4.2.3.3,vidveṣas tu yataḥ prāṇāṁs
4.2.3.4,tatyaje dustyajān satī
4.2.4.1,maitreya uvāca
4.2.5.1,tatra praviṣṭam ṛṣayo
4.2.5.2,dṛṣṭvārkam iva rociṣā
4.2.5.3,bhrājamānaṁ vitimiraṁ
4.2.5.4,kurvantaṁ tan mahat sadaḥ
4.2.6.1,udatiṣṭhan sadasyās te
4.2.6.2,sva-dhiṣṇyebhyaḥ sahāgnayaḥ
4.2.6.3,ṛte viriñcāṁ śarvaṁ ca
4.2.6.4,tad-bhāsākṣipta-cetasaḥ
4.2.7.1,sadasas-patibhir dakṣo
4.2.7.2,bhagavān sādhu sat-kṛtaḥ
4.2.7.3,ajaṁ loka-guruṁ natvā
4.2.7.4,niṣasāda tad-ājñayā
4.2.8.1,prāṅ-niṣaṇṇaṁ mṛḍaṁ dṛṣṭvā
4.2.8.2,nāmṛṣyat tad-anādṛtaḥ
4.2.8.3,uvāca vāmaṁ cakṣurbhyām
4.2.8.4,abhivīkṣya dahann iva
4.2.9.1,śrūyatāṁ brahmarṣayo me
4.2.9.2,saha-devāḥ sahāgnayaḥ
4.2.9.3,sādhūnāṁ bruvato vṛttaṁ
4.2.9.4,nājñānān na ca matsarāt
4.2.10.1,ayaṁ tu loka-pālānāṁ
4.2.10.2,yaśo-ghno nirapatrapaḥ
4.2.10.3,sadbhir ācaritaḥ panthā
4.2.10.4,yena stabdhena dūṣitaḥ
4.2.11.1,eṣa me śiṣyatāṁ prāpto
4.2.11.2,yan me duhitur agrahīt
4.2.11.3,pāṇiṁ viprāgni-mukhataḥ
4.2.11.4,sāvitryā iva sādhuvat
4.2.12.1,gṛhītvā mṛga-śāvākṣyāḥ
4.2.12.2,pāṇiṁ markaṭa-locanaḥ
4.2.12.3,pratyutthānābhivādārhe
4.2.12.4,vācāpy akṛta nocitam
4.2.13.1,lupta-kriyāyāśucaye
4.2.13.2,mānine bhinna-setave
4.2.13.3,anicchann apy adāṁ bālāṁ
4.2.13.4,śūdrāyevośatīṁ giram
4.2.14-15.1,pretāvāseṣu ghoreṣu
4.2.14-15.2,pretair bhūta-gaṇair vṛtaḥ
4.2.14-15.3,aṭaty unmattavan nagno
4.2.14-15.4,vyupta-keśo hasan rudan
4.2.16.1,tasmā unmāda-nāthāya
4.2.16.2,naṣṭa-śaucāya durhṛde
4.2.16.3,dattā bata mayā sādhvī
4.2.16.4,codite parameṣṭhinā
4.2.17.1,maitreya uvāca
4.2.18.1,ayaṁ tu deva-yajana
4.2.18.2,indropendrādibhir bhavaḥ
4.2.18.3,saha bhāgaṁ na labhatāṁ
4.2.18.4,devair deva-gaṇādhamaḥ
4.2.19.1,niṣidhyamānaḥ sa sadasya-mukhyair
4.2.19.2,dakṣo giritrāya visṛjya śāpam
4.2.19.3,tasmād viniṣkramya vivṛddha-manyur
4.2.19.4,jagāma kauravya nijaṁ niketanam
4.2.20.1,vijñāya śāpaṁ giriśānugāgraṇīr
4.2.20.2,nandīśvaro roṣa-kaṣāya-dūṣitaḥ
4.2.20.3,dakṣāya śāpaṁ visasarja dāruṇaṁ
4.2.20.4,ye cānvamodaṁs tad-avācyatāṁ dvijāḥ
4.2.21.1,ya etan martyam uddiśya
4.2.21.2,bhagavaty apratidruhi
4.2.21.3,druhyaty ajñaḥ pṛthag-dṛṣṭis
4.2.21.4,tattvato vimukho bhavet
4.2.22.1,gṛheṣu kūṭa-dharmeṣu
4.2.22.2,sakto grāmya-sukhecchayā
4.2.22.3,karma-tantraṁ vitanute
4.2.22.4,veda-vāda-vipanna-dhīḥ
4.2.23.1,buddhyā parābhidhyāyinyā
4.2.23.2,vismṛtātma-gatiḥ paśuḥ
4.2.23.3,strī-kāmaḥ so ’stv atitarāṁ
4.2.23.4,dakṣo basta-mukho ’cirāt
4.2.24.1,vidyā-buddhir avidyāyāṁ
4.2.24.2,karmamayyām asau jaḍaḥ
4.2.24.3,saṁsarantv iha ye cāmum
4.2.24.4,anu śarvāvamāninam
4.2.25.1,giraḥ śrutāyāḥ puṣpiṇyā
4.2.25.2,madhu-gandhena bhūriṇā
4.2.25.3,mathnā conmathitātmānaḥ
4.2.25.4,sammuhyantu hara-dviṣaḥ
4.2.26.1,sarva-bhakṣā dvijā vṛttyai
4.2.26.2,dhṛta-vidyā-tapo-vratāḥ
4.2.26.3,vitta-dehendriyārāmā
4.2.26.4,yācakā vicarantv iha
4.2.27.1,tasyaivaṁ vadataḥ śāpaṁ
4.2.27.2,śrutvā dvija-kulāya vai
4.2.27.3,bhṛguḥ pratyasṛjac chāpaṁ
4.2.27.4,brahma-daṇḍaṁ duratyayam
4.2.28.1,bhava-vrata-dharā ye ca
4.2.28.2,ye ca tān samanuvratāḥ
4.2.28.3,pāṣaṇḍinas te bhavantu
4.2.28.4,sac-chāstra-paripanthinaḥ
4.2.29.1,naṣṭa-śaucā mūḍha-dhiyo
4.2.29.2,jaṭā-bhasmāsthi-dhāriṇaḥ
4.2.29.3,viśantu śiva-dīkṣāyāṁ
4.2.29.4,yatra daivaṁ surāsavam
4.2.30.1,brahma ca brāhmaṇāṁś caiva
4.2.30.2,yad yūyaṁ parinindatha
4.2.30.3,setuṁ vidhāraṇaṁ puṁsām
4.2.30.4,ataḥ pāṣaṇḍam āśritāḥ
4.2.31.1,eṣa eva hi lokānāṁ
4.2.31.2,śivaḥ panthāḥ sanātanaḥ
4.2.31.3,yaṁ pūrve cānusantasthur
4.2.31.4,yat-pramāṇaṁ janārdanaḥ
4.2.32.1,tad brahma paramaṁ śuddhaṁ
4.2.32.2,satāṁ vartma sanātanam
4.2.32.3,vigarhya yāta pāṣaṇḍaṁ
4.2.32.4,daivaṁ vo yatra bhūta-rāṭ
4.2.33.1,maitreya uvāca
4.2.34.1,te ’pi viśva-sṛjaḥ satraṁ
4.2.34.2,sahasra-parivatsarān
4.2.34.3,saṁvidhāya maheṣvāsa
4.2.34.4,yatrejya ṛṣabho hariḥ
4.2.35.1,āplutyāvabhṛthaṁ yatra
4.2.35.2,gaṅgā yamunayānvitā
4.2.35.3,virajenātmanā sarve
4.2.35.4,svaṁ svaṁ dhāma yayus tataḥ
4.3.1.1,maitreya uvāca
4.3.2.1,yadābhiṣikto dakṣas tu
4.3.2.2,brahmaṇā parameṣṭhinā
4.3.2.3,prajāpatīnāṁ sarveṣām
4.3.2.4,ādhipatye smayo ’bhavat
4.3.3.1,iṣṭvā sa vājapeyena
4.3.3.2,brahmiṣṭhān abhibhūya ca
4.3.3.3,bṛhaspati-savaṁ nāma
4.3.3.4,samārebhe kratūttamam
4.3.4.1,tasmin brahmarṣayaḥ sarve
4.3.4.2,devarṣi-pitṛ-devatāḥ
4.3.4.3,āsan kṛta-svastyayanās
4.3.4.4,tat-patnyaś ca sa-bhartṛkāḥ
4.3.5-7.1,tad upaśrutya nabhasi
4.3.5-7.2,khe-carāṇāṁ prajalpatām
4.3.5-7.3,satī dākṣāyaṇī devī
4.3.5-7.4,pitṛ-yajña-mahotsavam
4.3.8.1,saty uvāca
4.3.9.1,tasmin bhaginyo mama bhartṛbhiḥ svakair
4.3.9.2,dhruvaṁ gamiṣyanti suhṛd-didṛkṣavaḥ
4.3.9.3,ahaṁ ca tasmin bhavatābhikāmaye
4.3.9.4,sahopanītaṁ paribarham arhitum
4.3.10.1,tatra svasṝr me nanu bhartṛ-sammitā
4.3.10.2,mātṛ-ṣvasṝḥ klinna-dhiyaṁ ca mātaram
4.3.10.3,drakṣye cirotkaṇṭha-manā maharṣibhir
4.3.10.4,unnīyamānaṁ ca mṛḍādhvara-dhvajam
4.3.11.1,tvayy etad āścaryam ajātma-māyayā
4.3.11.2,vinirmitaṁ bhāti guṇa-trayātmakam
4.3.11.3,tathāpy ahaṁ yoṣid atattva-vic ca te
4.3.11.4,dīnā didṛkṣe bhava me bhava-kṣitim
4.3.12.1,paśya prayāntīr abhavānya-yoṣito
4.3.12.2,’py alaṅkṛtāḥ kānta-sakhā varūthaśaḥ
4.3.12.3,yāsāṁ vrajadbhiḥ śiti-kaṇṭha maṇḍitaṁ
4.3.12.4,nabho vimānaiḥ kala-haṁsa-pāṇḍubhiḥ
4.3.13.1,kathaṁ sutāyāḥ pitṛ-geha-kautukaṁ
4.3.13.2,niśamya dehaḥ sura-varya neṅgate
4.3.13.3,anāhutā apy abhiyanti sauhṛdaṁ
4.3.13.4,bhartur guror deha-kṛtaś ca ketanam
4.3.14.1,tan me prasīdedam amartya vāñchitaṁ
4.3.14.2,kartuṁ bhavān kāruṇiko batārhati
4.3.14.3,tvayātmano ’rdhe ’ham adabhra-cakṣuṣā
4.3.14.4,nirūpitā mānugṛhāṇa yācitaḥ
4.3.15.1,ṛṣir uvāca
4.3.16.1,śrī-bhagavān uvāca
4.3.17.1,vidyā-tapo-vitta-vapur-vayaḥ-kulaiḥ
4.3.17.2,satāṁ guṇaiḥ ṣaḍbhir asattametaraiḥ
4.3.17.3,smṛtau hatāyāṁ bhṛta-māna-durdṛśaḥ
4.3.17.4,stabdhā na paśyanti hi dhāma bhūyasām
4.3.18.1,naitādṛśānāṁ sva-jana-vyapekṣayā
4.3.18.2,gṛhān pratīyād anavasthitātmanām
4.3.18.3,ye ’bhyāgatān vakra-dhiyābhicakṣate
4.3.18.4,āropita-bhrūbhir amarṣaṇākṣibhiḥ
4.3.19.1,tathāribhir na vyathate śilīmukhaiḥ
4.3.19.2,śete ’rditāṅgo hṛdayena dūyatā
4.3.19.3,svānāṁ yathā vakra-dhiyāṁ duruktibhir
4.3.19.4,divā-niśaṁ tapyati marma-tāḍitaḥ
4.3.20.1,vyaktaṁ tvam utkṛṣṭa-gateḥ prajāpateḥ
4.3.20.2,priyātmajānām asi subhru me matā
4.3.20.3,tathāpi mānaṁ na pituḥ prapatsyase
4.3.20.4,mad-āśrayāt kaḥ paritapyate yataḥ
4.3.21.1,pāpacyamānena hṛdāturendriyaḥ
4.3.21.2,samṛddhibhiḥ pūruṣa-buddhi-sākṣiṇām
4.3.21.3,akalpa eṣām adhiroḍhum añjasā
4.3.21.4,paraṁ padaṁ dveṣṭi yathāsurā harim
4.3.22.1,pratyudgama-praśrayaṇābhivādanaṁ
4.3.22.2,vidhīyate sādhu mithaḥ sumadhyame
4.3.22.3,prājñaiḥ parasmai puruṣāya cetasā
4.3.22.4,guhā-śayāyaiva na deha-mānine
4.3.23.1,sattvaṁ viśuddhaṁ vasudeva-śabditaṁ
4.3.23.2,yad īyate tatra pumān apāvṛtaḥ
4.3.23.3,sattve ca tasmin bhagavān vāsudevo
4.3.23.4,hy adhokṣajo me namasā vidhīyate
4.3.24.1,tat te nirīkṣyo na pitāpi deha-kṛd
4.3.24.2,dakṣo mama dviṭ tad-anuvratāś ca ye
4.3.24.3,yo viśvasṛg-yajña-gataṁ varoru mām
4.3.24.4,anāgasaṁ durvacasākarot tiraḥ
4.3.25.1,yadi vrajiṣyasy atihāya mad-vaco
4.3.25.2,bhadraṁ bhavatyā na tato bhaviṣyati
4.3.25.3,sambhāvitasya sva-janāt parābhavo
4.3.25.4,yadā sa sadyo maraṇāya kalpate
4.4.1.1,maitreya uvāca
4.4.2.1,suhṛd-didṛkṣā-pratighāta-durmanāḥ
4.4.2.2,snehād rudaty aśru-kalātivihvalā
4.4.2.3,bhavaṁ bhavāny apratipūruṣaṁ ruṣā
4.4.2.4,pradhakṣyatīvaikṣata jāta-vepathuḥ
4.4.3.1,tato viniḥśvasya satī vihāya taṁ
4.4.3.2,śokena roṣeṇa ca dūyatā hṛdā
4.4.3.3,pitror agāt straiṇa-vimūḍha-dhīr gṛhān
4.4.3.4,premṇātmano yo ’rdham adāt satāṁ priyaḥ
4.4.4.1,tām anvagacchan druta-vikramāṁ satīm
4.4.4.2,ekāṁ tri-netrānucarāḥ sahasraśaḥ
4.4.4.3,sa-pārṣada-yakṣā maṇiman-madādayaḥ
4.4.4.4,puro-vṛṣendrās tarasā gata-vyathāḥ
4.4.5.1,tāṁ sārikā-kanduka-darpaṇāmbuja-
4.4.5.2,śvetātapatra-vyajana-srag-ādibhiḥ
4.4.5.3,gītāyanair dundubhi-śaṅkha-veṇubhir
4.4.5.4,vṛṣendram āropya viṭaṅkitā yayuḥ
4.4.6.1,ābrahma-ghoṣorjita-yajña-vaiśasaṁ
4.4.6.2,viprarṣi-juṣṭaṁ vibudhaiś ca sarvaśaḥ
4.4.6.3,mṛd-dārv-ayaḥ-kāñcana-darbha-carmabhir
4.4.6.4,nisṛṣṭa-bhāṇḍaṁ yajanaṁ samāviśat
4.4.7.1,tām āgatāṁ tatra na kaścanādriyad
4.4.7.2,vimānitāṁ yajña-kṛto bhayāj janaḥ
4.4.7.3,ṛte svasṝr vai jananīṁ ca sādarāḥ
4.4.7.4,premāśru-kaṇṭhyaḥ pariṣasvajur mudā
4.4.8.1,saudarya-sampraśna-samartha-vārtayā
4.4.8.2,mātrā ca mātṛ-ṣvasṛbhiś ca sādaram
4.4.8.3,dattāṁ saparyāṁ varam āsanaṁ ca sā
4.4.8.4,nādatta pitrāpratinanditā satī
4.4.9.1,arudra-bhāgaṁ tam avekṣya cādhvaraṁ
4.4.9.2,pitrā ca deve kṛta-helanaṁ vibhau
4.4.9.3,anādṛtā yajña-sadasy adhīśvarī
4.4.9.4,cukopa lokān iva dhakṣyatī ruṣā
4.4.10.1,jagarha sāmarṣa-vipannayā girā
4.4.10.2,śiva-dviṣaṁ dhūma-patha-śrama-smayam
4.4.10.3,sva-tejasā bhūta-gaṇān samutthitān
4.4.10.4,nigṛhya devī jagato ’bhiśṛṇvataḥ
4.4.11.1,devy uvāca
4.4.12.1,doṣān pareṣāṁ hi guṇeṣu sādhavo
4.4.12.2,gṛhṇanti kecin na bhavādṛśo dvija
4.4.12.3,guṇāṁś ca phalgūn bahulī-kariṣṇavo
4.4.12.4,mahattamās teṣv avidad bhavān agham
4.4.13.1,nāścaryam etad yad asatsu sarvadā
4.4.13.2,mahad-vinindā kuṇapātma-vādiṣu
4.4.13.3,serṣyaṁ mahāpūruṣa-pāda-pāṁsubhir
4.4.13.4,nirasta-tejaḥsu tad eva śobhanam
4.4.14.1,yad dvy-akṣaraṁ nāma gireritaṁ nṛṇāṁ
4.4.14.2,sakṛt prasaṅgād agham āśu hanti tat
4.4.14.3,pavitra-kīrtiṁ tam alaṅghya-śāsanaṁ
4.4.14.4,bhavān aho dveṣṭi śivaṁ śivetaraḥ
4.4.15.1,yat-pāda-padmaṁ mahatāṁ mano-’libhir
4.4.15.2,niṣevitaṁ brahma-rasāsavārthibhiḥ
4.4.15.3,lokasya yad varṣati cāśiṣo ’rthinas
4.4.15.4,tasmai bhavān druhyati viśva-bandhave
4.4.16.1,kiṁ vā śivākhyam aśivaṁ na vidus tvad anye
4.4.16.2,brahmādayas tam avakīrya jaṭāḥ śmaśāne
4.4.16.3,tan-mālya-bhasma-nṛkapāly avasat piśācair
4.4.16.4,ye mūrdhabhir dadhati tac-caraṇāvasṛṣṭam
4.4.17.1,karṇau pidhāya nirayād yad akalpa īśe
4.4.17.2,dharmāvitary asṛṇibhir nṛbhir asyamāne
4.4.17.3,chindyāt prasahya ruśatīm asatīṁ prabhuś cej
4.4.17.4,jihvām asūn api tato visṛjet sa dharmaḥ
4.4.18.1,atas tavotpannam idaṁ kalevaraṁ
4.4.18.2,na dhārayiṣye śiti-kaṇṭha-garhiṇaḥ
4.4.18.3,jagdhasya mohād dhi viśuddhim andhaso
4.4.18.4,jugupsitasyoddharaṇaṁ pracakṣate
4.4.19.1,na veda-vādān anuvartate matiḥ
4.4.19.2,sva eva loke ramato mahā-muneḥ
4.4.19.3,yathā gatir deva-manuṣyayoḥ pṛthak
4.4.19.4,sva eva dharme na paraṁ kṣipet sthitaḥ
4.4.20.1,karma pravṛttaṁ ca nivṛttam apy ṛtaṁ
4.4.20.2,vede vivicyobhaya-liṅgam āśritam
4.4.20.3,virodhi tad yaugapadaika-kartari
4.4.20.4,dvayaṁ tathā brahmaṇi karma narcchati
4.4.21.1,mā vaḥ padavyaḥ pitar asmad-āsthitā
4.4.21.2,yā yajña-śālāsu na dhūma-vartmabhiḥ
4.4.21.3,tad-anna-tṛptair asu-bhṛdbhir īḍitā
4.4.21.4,avyakta-liṅgā avadhūta-sevitāḥ
4.4.22.1,naitena dehena hare kṛtāgaso
