ids,sentences
7.2.7-8.1,tasya tyakta-svabhāvasya
7.2.7-8.2,ghṛṇer māyā-vanaukasaḥ
7.2.7-8.3,bhajantaṁ bhajamānasya
7.2.7-8.4,bālasyevāsthirātmanaḥ
7.2.9.1,tasmin kūṭe ’hite naṣṭe
7.2.9.2,kṛtta-mūle vanas-patau
7.2.9.3,viṭapā iva śuṣyanti
7.2.9.4,viṣṇu-prāṇā divaukasaḥ
7.2.10.1,tāvad yāta bhuvaṁ yūyaṁ
7.2.10.2,brahma-kṣatra-samedhitām
7.2.10.3,sūdayadhvaṁ tapo-yajña-
7.2.10.4,svādhyāya-vrata-dāninaḥ
7.2.11.1,viṣṇur dvija-kriyā-mūlo
7.2.11.2,yajño dharmamayaḥ pumān
7.2.11.3,devarṣi-pitṛ-bhūtānāṁ
7.2.11.4,dharmasya ca parāyaṇam
7.2.12.1,yatra yatra dvijā gāvo
7.2.12.2,vedā varṇāśrama-kriyāḥ
7.2.12.3,taṁ taṁ janapadaṁ yāta
7.2.12.4,sandīpayata vṛścata
7.2.13.1,iti te bhartṛ-nirdeśam
7.2.13.2,ādāya śirasādṛtāḥ
7.2.13.3,tathā prajānāṁ kadanaṁ
7.2.13.4,vidadhuḥ kadana-priyāḥ
7.2.14.1,pura-grāma-vrajodyāna-
7.2.14.2,kṣetrārāmāśramākarān
7.2.14.3,kheṭa-kharvaṭa-ghoṣāṁś ca
7.2.14.4,dadahuḥ pattanāni ca
7.2.15.1,kecit khanitrair bibhiduḥ
7.2.15.2,setu-prākāra-gopurān
7.2.15.3,ājīvyāṁś cicchidur vṛkṣān
7.2.15.4,kecit paraśu-pāṇayaḥ
7.2.15.5,prādahañ śaraṇāny eke
7.2.15.6,prajānāṁ jvalitolmukaiḥ
7.2.16.1,evaṁ viprakṛte loke
7.2.16.2,daityendrānucarair muhuḥ
7.2.16.3,divaṁ devāḥ parityajya
7.2.16.4,bhuvi cerur alakṣitāḥ
7.2.17.1,hiraṇyakaśipur bhrātuḥ
7.2.17.2,samparetasya duḥkhitaḥ
7.2.17.3,kṛtvā kaṭodakādīni
7.2.17.4,bhrātṛ-putrān asāntvayat
7.2.18-19.1,śakuniṁ śambaraṁ dhṛṣṭiṁ
7.2.18-19.2,bhūtasantāpanaṁ vṛkam
7.2.18-19.3,kālanābhaṁ mahānābhaṁ
7.2.18-19.4,hariśmaśrum athotkacam
7.2.20.1,śrī-hiraṇyakaśipur uvāca
7.2.21.1,bhūtānām iha saṁvāsaḥ
7.2.21.2,prapāyām iva suvrate
7.2.21.3,daivenaikatra nītānām
7.2.21.4,unnītānāṁ sva-karmabhiḥ
7.2.22.1,nitya ātmāvyayaḥ śuddhaḥ
7.2.22.2,sarvagaḥ sarva-vit paraḥ
7.2.22.3,dhatte ’sāv ātmano liṅgaṁ
7.2.22.4,māyayā visṛjan guṇān
7.2.23.1,yathāmbhasā pracalatā
7.2.23.2,taravo ’pi calā iva
7.2.23.3,cakṣuṣā bhrāmyamāṇena
7.2.23.4,dṛśyate calatīva bhūḥ
7.2.24.1,evaṁ guṇair bhrāmyamāṇe
7.2.24.2,manasy avikalaḥ pumān
7.2.24.3,yāti tat-sāmyatāṁ bhadre
7.2.24.4,hy aliṅgo liṅgavān iva
7.2.25-26.1,eṣa ātma-viparyāso
7.2.25-26.2,hy aliṅge liṅga-bhāvanā
7.2.25-26.3,eṣa priyāpriyair yogo
7.2.25-26.4,viyogaḥ karma-saṁsṛtiḥ
7.2.27.1,atrāpy udāharantīmam
7.2.27.2,itihāsaṁ purātanam
7.2.27.3,yamasya preta-bandhūnāṁ
7.2.27.4,saṁvādaṁ taṁ nibodhata
7.2.28.1,uśīnareṣv abhūd rājā
7.2.28.2,suyajña iti viśrutaḥ
7.2.28.3,sapatnair nihato yuddhe
7.2.28.4,jñātayas tam upāsata
7.2.29-31.1,viśīrṇa-ratna-kavacaṁ
7.2.29-31.2,vibhraṣṭābharaṇa-srajam
7.2.29-31.3,śara-nirbhinna-hṛdayaṁ
7.2.29-31.4,śayānam asṛg-āvilam
7.2.32.1,rudatya uccair dayitāṅghri-paṅkajaṁ
7.2.32.2,siñcantya asraiḥ kuca-kuṅkumāruṇaiḥ
7.2.32.3,visrasta-keśābharaṇāḥ śucaṁ nṛṇāṁ
7.2.32.4,sṛjantya ākrandanayā vilepire
7.2.33.1,aho vidhātrākaruṇena naḥ prabho
7.2.33.2,bhavān praṇīto dṛg-agocarāṁ daśām
7.2.33.3,uśīnarāṇām asi vṛttidaḥ purā
7.2.33.4,kṛto ’dhunā yena śucāṁ vivardhanaḥ
7.2.34.1,tvayā kṛtajñena vayaṁ mahī-pate
7.2.34.2,kathaṁ vinā syāma suhṛttamena te
7.2.34.3,tatrānuyānaṁ tava vīra pādayoḥ
7.2.34.4,śuśrūṣatīnāṁ diśa yatra yāsyasi
7.2.35.1,evaṁ vilapatīnāṁ vai
7.2.35.2,parigṛhya mṛtaṁ patim
7.2.35.3,anicchatīnāṁ nirhāram
7.2.35.4,arko ’staṁ sannyavartata
7.2.36.1,tatra ha preta-bandhūnām
7.2.36.2,āśrutya paridevitam
7.2.36.3,āha tān bālako bhūtvā
7.2.36.4,yamaḥ svayam upāgataḥ
7.2.37.1,śrī-yama uvāca
7.2.38.1,aho vayaṁ dhanyatamā yad atra
7.2.38.2,tyaktāḥ pitṛbhyāṁ na vicintayāmaḥ
7.2.38.3,abhakṣyamāṇā abalā vṛkādibhiḥ
7.2.38.4,sa rakṣitā rakṣati yo hi garbhe
7.2.39.1,ya icchayeśaḥ sṛjatīdam avyayo
7.2.39.2,ya eva rakṣaty avalumpate ca yaḥ
7.2.39.3,tasyābalāḥ krīḍanam āhur īśituś
7.2.39.4,carācaraṁ nigraha-saṅgrahe prabhuḥ
7.2.40.1,pathi cyutaṁ tiṣṭhati diṣṭa-rakṣitaṁ
7.2.40.2,gṛhe sthitaṁ tad-vihataṁ vinaśyati
7.2.40.3,jīvaty anātho ’pi tad-īkṣito vane
7.2.40.4,gṛhe ’bhigupto ’sya hato na jīvati
7.2.41.1,bhūtāni tais tair nija-yoni-karmabhir
7.2.41.2,bhavanti kāle na bhavanti sarvaśaḥ
7.2.41.3,na tatra hātmā prakṛtāv api sthitas
7.2.41.4,tasyā guṇair anyatamo hi badhyate
7.2.42.1,idaṁ śarīraṁ puruṣasya mohajaṁ
7.2.42.2,yathā pṛthag bhautikam īyate gṛham
7.2.42.3,yathaudakaiḥ pārthiva-taijasair janaḥ
7.2.42.4,kālena jāto vikṛto vinaśyati
7.2.43.1,yathānalo dāruṣu bhinna īyate
7.2.43.2,yathānilo deha-gataḥ pṛthak sthitaḥ
7.2.43.3,yathā nabhaḥ sarva-gataṁ na sajjate
7.2.43.4,tathā pumān sarva-guṇāśrayaḥ paraḥ
7.2.44.1,suyajño nanv ayaṁ śete
7.2.44.2,mūḍhā yam anuśocatha
7.2.44.3,yaḥ śrotā yo ’nuvakteha
7.2.44.4,sa na dṛśyeta karhicit
7.2.45.1,na śrotā nānuvaktāyaṁ
7.2.45.2,mukhyo ’py atra mahān asuḥ
7.2.45.3,yas tv ihendriyavān ātmā
7.2.45.4,sa cānyaḥ prāṇa-dehayoḥ
7.2.46.1,bhūtendriya-mano-liṅgān
7.2.46.2,dehān uccāvacān vibhuḥ
7.2.46.3,bhajaty utsṛjati hy anyas
7.2.46.4,tac cāpi svena tejasā
7.2.47.1,yāval liṅgānvito hy ātmā
7.2.47.2,tāvat karma-nibandhanam
7.2.47.3,tato viparyayaḥ kleśo
7.2.47.4,māyā-yogo ’nuvartate
7.2.48.1,vitathābhiniveśo ’yaṁ
7.2.48.2,yad guṇeṣv artha-dṛg-vacaḥ
7.2.48.3,yathā manorathaḥ svapnaḥ
7.2.48.4,sarvam aindriyakaṁ mṛṣā
7.2.49.1,atha nityam anityaṁ vā
7.2.49.2,neha śocanti tad-vidaḥ
7.2.49.3,nānyathā śakyate kartuṁ
7.2.49.4,sva-bhāvaḥ śocatām iti
7.2.50.1,lubdhako vipine kaścit
7.2.50.2,pakṣiṇāṁ nirmito ’ntakaḥ
7.2.50.3,vitatya jālaṁ vidadhe
7.2.50.4,tatra tatra pralobhayan
7.2.51.1,kuliṅga-mithunaṁ tatra
7.2.51.2,vicarat samadṛśyata
7.2.51.3,tayoḥ kuliṅgī sahasā
7.2.51.4,lubdhakena pralobhitā
7.2.52.1,sāsajjata sicas tantryāṁ
7.2.52.2,mahiṣyaḥ kāla-yantritā
7.2.52.3,kuliṅgas tāṁ tathāpannāṁ
7.2.52.4,nirīkṣya bhṛśa-duḥkhitaḥ
7.2.52.5,snehād akalpaḥ kṛpaṇaḥ
7.2.52.6,kṛpaṇāṁ paryadevayat
7.2.53.1,aho akaruṇo devaḥ
7.2.53.2,striyākaruṇayā vibhuḥ
7.2.53.3,kṛpaṇaṁ mām anuśocantyā
7.2.53.4,dīnayā kiṁ kariṣyati
7.2.54.1,kāmaṁ nayatu māṁ devaḥ
7.2.54.2,kim ardhenātmano hi me
7.2.54.3,dīnena jīvatā duḥkham
7.2.54.4,anena vidhurāyuṣā
7.2.55.1,kathaṁ tv ajāta-pakṣāṁs tān
7.2.55.2,mātṛ-hīnān bibharmy aham
7.2.55.3,manda-bhāgyāḥ pratīkṣante
7.2.55.4,nīḍe me mātaraṁ prajāḥ
7.2.56.1,evaṁ kuliṅgaṁ vilapantam ārāt
7.2.56.2,priyā-viyogāturam aśru-kaṇṭham
7.2.56.3,sa eva taṁ śākunikaḥ śareṇa
7.2.56.4,vivyādha kāla-prahito vilīnaḥ
7.2.57.1,evaṁ yūyam apaśyantya
7.2.57.2,ātmāpāyam abuddhayaḥ
7.2.57.3,nainaṁ prāpsyatha śocantyaḥ
7.2.57.4,patiṁ varṣa-śatair api
7.2.58.1,śrī-hiraṇyakaśipur uvāca
7.2.59.1,yama etad upākhyāya
7.2.59.2,tatraivāntaradhīyata
7.2.59.3,jñātayo hi suyajñasya
7.2.59.4,cakrur yat sāmparāyikam
7.2.60.1,ataḥ śocata mā yūyaṁ
7.2.60.2,paraṁ cātmānam eva vā
7.2.60.3,ka ātmā kaḥ paro vātra
7.2.60.4,svīyaḥ pārakya eva vā
7.2.60.5,sva-parābhiniveśena
7.2.60.6,vinājñānena dehinām
7.2.61.1,śrī-nārada uvāca
7.3.1.1,śrī-nārada uvāca
7.3.2.1,sa tepe mandara-droṇyāṁ
7.3.2.2,tapaḥ parama-dāruṇam
7.3.2.3,ūrdhva-bāhur nabho-dṛṣṭiḥ
7.3.2.4,pādāṅguṣṭhāśritāvaniḥ
7.3.3.1,jaṭā-dīdhitibhī reje
7.3.3.2,saṁvartārka ivāṁśubhiḥ
7.3.3.3,tasmiṁs tapas tapyamāne
7.3.3.4,devāḥ sthānāni bhejire
7.3.4.1,tasya mūrdhnaḥ samudbhūtaḥ
7.3.4.2,sadhūmo ’gnis tapomayaḥ
7.3.4.3,tīryag ūrdhvam adho lokān
7.3.4.4,prātapad viṣvag īritaḥ
7.3.5.1,cukṣubhur nady-udanvantaḥ
7.3.5.2,sadvīpādriś cacāla bhūḥ
7.3.5.3,nipetuḥ sagrahās tārā
7.3.5.4,jajvaluś ca diśo daśa
7.3.6.1,tena taptā divaṁ tyaktvā
7.3.6.2,brahmalokaṁ yayuḥ surāḥ
7.3.6.3,dhātre vijñāpayām āsur
7.3.6.4,deva-deva jagat-pate
7.3.6.5,daityendra-tapasā taptā
7.3.6.6,divi sthātuṁ na śaknumaḥ
7.3.7.1,tasya copaśamaṁ bhūman
7.3.7.2,vidhehi yadi manyase
7.3.7.3,lokā na yāvan naṅkṣyanti
7.3.7.4,bali-hārās tavābhibhūḥ
7.3.8.1,tasyāyaṁ kila saṅkalpaś
7.3.8.2,carato duścaraṁ tapaḥ
7.3.8.3,śrūyatāṁ kiṁ na viditas
7.3.8.4,tavāthāpi niveditam
7.3.9-10.1,sṛṣṭvā carācaram idaṁ
7.3.9-10.2,tapo-yoga-samādhinā
7.3.9-10.3,adhyāste sarva-dhiṣṇyebhyaḥ
7.3.9-10.4,parameṣṭhī nijāsanam
7.3.11.1,anyathedaṁ vidhāsye ’ham
7.3.11.2,ayathā pūrvam ojasā
7.3.11.3,kim anyaiḥ kāla-nirdhūtaiḥ
7.3.11.4,kalpānte vaiṣṇavādibhiḥ
7.3.12.1,iti śuśruma nirbandhaṁ
7.3.12.2,tapaḥ paramam āsthitaḥ
7.3.12.3,vidhatsvānantaraṁ yuktaṁ
7.3.12.4,svayaṁ tri-bhuvaneśvara
7.3.13.1,tavāsanaṁ dvija-gavāṁ
7.3.13.2,pārameṣṭhyaṁ jagat-pate
7.3.13.3,bhavāya śreyase bhūtyai
7.3.13.4,kṣemāya vijayāya ca
7.3.14.1,iti vijñāpito devair
7.3.14.2,bhagavān ātmabhūr nṛpa
7.3.14.3,parito bhṛgu-dakṣādyair
7.3.14.4,yayau daityeśvarāśramam
7.3.15-16.1,na dadarśa praticchannaṁ
7.3.15-16.2,valmīka-tṛṇa-kīcakaiḥ
7.3.15-16.3,pipīlikābhir ācīrṇaṁ
7.3.15-16.4,medas-tvaṅ-māṁsa-śoṇitam
7.3.17.1,śrī-brahmovāca
7.3.18.1,adrākṣam aham etaṁ te
7.3.18.2,hṛt-sāraṁ mahad-adbhutam
7.3.18.3,daṁśa-bhakṣita-dehasya
7.3.18.4,prāṇā hy asthiṣu śerate
7.3.19.1,naitat pūrvarṣayaś cakrur
7.3.19.2,na kariṣyanti cāpare
7.3.19.3,nirambur dhārayet prāṇān
7.3.19.4,ko vai divya-samāḥ śatam
7.3.20.1,vyavasāyena te ’nena
7.3.20.2,duṣkareṇa manasvinām
7.3.20.3,tapo-niṣṭhena bhavatā
7.3.20.4,jito ’haṁ diti-nandana
7.3.21.1,tatas ta āśiṣaḥ sarvā
7.3.21.2,dadāmy asura-puṅgava
7.3.21.3,martasya te hy amartasya
7.3.21.4,darśanaṁ nāphalaṁ mama
7.3.22.1,śrī-nārada uvāca
7.3.23.1,sa tat kīcaka-valmīkāt
7.3.23.2,saha-ojo-balānvitaḥ
7.3.23.3,sarvāvayava-sampanno
7.3.23.4,vajra-saṁhanano yuvā
7.3.23.5,utthitas tapta-hemābho
7.3.23.6,vibhāvasur ivaidhasaḥ
7.3.24.1,sa nirīkṣyāmbare devaṁ
7.3.24.2,haṁsa-vāham upasthitam
7.3.24.3,nanāma śirasā bhūmau
7.3.24.4,tad-darśana-mahotsavaḥ
7.3.25.1,utthāya prāñjaliḥ prahva
7.3.25.2,īkṣamāṇo dṛśā vibhum
7.3.25.3,harṣāśru-pulakodbhedo
7.3.25.4,girā gadgadayāgṛṇāt
7.3.26-27.1,śrī-hiraṇyakaśipur uvāca
7.3.28.1,nama ādyāya bījāya
7.3.28.2,jñāna-vijñāna-mūrtaye
7.3.28.3,prāṇendriya-mano-buddhi-
7.3.28.4,vikārair vyaktim īyuṣe
7.3.29.1,tvam īśiṣe jagatas tasthuṣaś ca
7.3.29.2,prāṇena mukhyena patiḥ prajānām
7.3.29.3,cittasya cittair mana-indriyāṇāṁ
7.3.29.4,patir mahān bhūta-guṇāśayeśaḥ
7.3.30.1,tvaṁ sapta-tantūn vitanoṣi tanvā
7.3.30.2,trayyā catur-hotraka-vidyayā ca
7.3.30.3,tvam eka ātmātmavatām anādir
7.3.30.4,ananta-pāraḥ kavir antarātmā
7.3.31.1,tvam eva kālo ’nimiṣo janānām
7.3.31.2,āyur lavādy-avayavaiḥ kṣiṇoṣi
7.3.31.3,kūṭa-stha ātmā parameṣṭhy ajo mahāṁs
7.3.31.4,tvaṁ jīva-lokasya ca jīva ātmā
7.3.32.1,tvattaḥ paraṁ nāparam apy anejad
7.3.32.2,ejac ca kiñcid vyatiriktam asti
7.3.32.3,vidyāḥ kalās te tanavaś ca sarvā
7.3.32.4,hiraṇyagarbho ’si bṛhat tri-pṛṣṭhaḥ
7.3.33.1,vyaktaṁ vibho sthūlam idaṁ śarīraṁ
7.3.33.2,yenendriya-prāṇa-mano-guṇāṁs tvam
7.3.33.3,bhuṅkṣe sthito dhāmani pārameṣṭhye
7.3.33.4,avyakta ātmā puruṣaḥ purāṇaḥ
7.3.34.1,anantāvyakta-rūpeṇa
7.3.34.2,yenedam akhilaṁ tatam
7.3.34.3,cid-acic-chakti-yuktāya
7.3.34.4,tasmai bhagavate namaḥ
7.3.35.1,yadi dāsyasy abhimatān
7.3.35.2,varān me varadottama
7.3.35.3,bhūtebhyas tvad-visṛṣṭebhyo
7.3.35.4,mṛtyur mā bhūn mama prabho
7.3.36.1,nāntar bahir divā naktam
7.3.36.2,anyasmād api cāyudhaiḥ
7.3.36.3,na bhūmau nāmbare mṛtyur
7.3.36.4,na narair na mṛgair api
7.3.37-38.1,vyasubhir vāsumadbhir vā
7.3.37-38.2,surāsura-mahoragaiḥ
7.3.37-38.3,apratidvandvatāṁ yuddhe
7.3.37-38.4,aika-patyaṁ ca dehinām
7.4.1.1,śrī-nārada uvāca
7.4.2.1,śrī-brahmovāca
7.4.3.1,tato jagāma bhagavān
7.4.3.2,amoghānugraho vibhuḥ
7.4.3.3,pūjito ’sura-varyeṇa
7.4.3.4,stūyamānaḥ prajeśvaraiḥ
7.4.4.1,evaṁ labdha-varo daityo
7.4.4.2,bibhrad dhemamayaṁ vapuḥ
7.4.4.3,bhagavaty akarod dveṣaṁ
7.4.4.4,bhrātur vadham anusmaran
7.4.5-7.1,sa vijitya diśaḥ sarvā
7.4.5-7.2,lokāṁś ca trīn mahāsuraḥ
7.4.5-7.3,devāsura-manuṣyendra-
7.4.5-7.4,gandharva-garuḍoragān
7.4.8.1,devodyāna-śriyā juṣṭam
7.4.8.2,adhyāste sma tri-piṣṭapam
7.4.8.3,mahendra-bhavanaṁ sākṣān
7.4.8.4,nirmitaṁ viśvakarmaṇā
7.4.8.5,trailokya-lakṣmy-āyatanam
7.4.8.6,adhyuvāsākhilarddhimat
7.4.9-12.1,yatra vidruma-sopānā
7.4.9-12.2,mahā-mārakatā bhuvaḥ
7.4.9-12.3,yatra sphāṭika-kuḍyāni
7.4.9-12.4,vaidūrya-stambha-paṅktayaḥ
7.4.13.1,tam aṅga mattaṁ madhunoru-gandhinā
7.4.13.2,vivṛtta-tāmrākṣam aśeṣa-dhiṣṇya-pāḥ
7.4.13.3,upāsatopāyana-pāṇibhir vinā
7.4.13.4,tribhis tapo-yoga-balaujasāṁ padam
7.4.14.1,jagur mahendrāsanam ojasā sthitaṁ
7.4.14.2,viśvāvasus tumburur asmad-ādayaḥ
7.4.14.3,gandharva-siddhā ṛṣayo ’stuvan muhur
7.4.14.4,vidyādharāś cāpsarasaś ca pāṇḍava
7.4.15.1,sa eva varṇāśramibhiḥ
