ids,sentences
3.1.22.3,tīrthaṁ sudāsasya gavāṁ guhasya
3.1.22.4,yac chrāddhadevasya sa āsiṣeve
3.1.23.1,anyāni ceha dvija-deva-devaiḥ
3.1.23.2,kṛtāni nānāyatanāni viṣṇoḥ
3.1.23.3,pratyaṅga-mukhyāṅkita-mandirāṇi
3.1.23.4,yad-darśanāt kṛṣṇam anusmaranti
3.1.24.1,tatas tv ativrajya surāṣṭram ṛddhaṁ
3.1.24.2,sauvīra-matsyān kurujāṅgalāṁś ca
3.1.24.3,kālena tāvad yamunām upetya
3.1.24.4,tatroddhavaṁ bhāgavataṁ dadarśa
3.1.25.1,sa vāsudevānucaraṁ praśāntaṁ
3.1.25.2,bṛhaspateḥ prāk tanayaṁ pratītam
3.1.25.3,āliṅgya gāḍhaṁ praṇayena bhadraṁ
3.1.25.4,svānām apṛcchad bhagavat-prajānām
3.1.26.1,kaccit purāṇau puruṣau svanābhya-
3.1.26.2,pādmānuvṛttyeha kilāvatīrṇau
3.1.26.3,āsāta urvyāḥ kuśalaṁ vidhāya
3.1.26.4,kṛta-kṣaṇau kuśalaṁ śūra-gehe
3.1.27.1,kaccit kurūṇāṁ paramaḥ suhṛn no
3.1.27.2,bhāmaḥ sa āste sukham aṅga śauriḥ
3.1.27.3,yo vai svasṝṇāṁ pitṛvad dadāti
3.1.27.4,varān vadānyo vara-tarpaṇena
3.1.28.1,kaccid varūthādhipatir yadūnāṁ
3.1.28.2,pradyumna āste sukham aṅga vīraḥ
3.1.28.3,yaṁ rukmiṇī bhagavato ’bhilebhe
3.1.28.4,ārādhya viprān smaram ādi-sarge
3.1.29.1,kaccit sukhaṁ sātvata-vṛṣṇi-bhoja-
3.1.29.2,dāśārhakāṇām adhipaḥ sa āste
3.1.29.3,yam abhyaṣiñcac chata-patra-netro
3.1.29.4,nṛpāsanāśāṁ parihṛtya dūrāt
3.1.30.1,kaccid dhareḥ saumya sutaḥ sadṛkṣa
3.1.30.2,āste ’graṇī rathināṁ sādhu sāmbaḥ
3.1.30.3,asūta yaṁ jāmbavatī vratāḍhyā
3.1.30.4,devaṁ guhaṁ yo ’mbikayā dhṛto ’gre
3.1.31.1,kṣemaṁ sa kaccid yuyudhāna āste
3.1.31.2,yaḥ phālgunāl labdha-dhanū-rahasyaḥ
3.1.31.3,lebhe ’ñjasādhokṣaja-sevayaiva
3.1.31.4,gatiṁ tadīyāṁ yatibhir durāpām
3.1.32.1,kaccid budhaḥ svasty anamīva āste
3.1.32.2,śvaphalka-putro bhagavat-prapannaḥ
3.1.32.3,yaḥ kṛṣṇa-pādāṅkita-mārga-pāṁsuṣv
3.1.32.4,aceṣṭata prema-vibhinna-dhairyaḥ
3.1.33.1,kaccic chivaṁ devaka-bhoja-putryā
3.1.33.2,viṣṇu-prajāyā iva deva-mātuḥ
3.1.33.3,yā vai sva-garbheṇa dadhāra devaṁ
3.1.33.4,trayī yathā yajña-vitānam artham
3.1.34.1,apisvid āste bhagavān sukhaṁ vo
3.1.34.2,yaḥ sātvatāṁ kāma-dugho ’niruddhaḥ
3.1.34.3,yam āmananti sma hi śabda-yoniṁ
3.1.34.4,mano-mayaṁ sattva-turīya-tattvam
3.1.35.1,apisvid anye ca nijātma-daivam
3.1.35.2,ananya-vṛttyā samanuvratā ye
3.1.35.3,hṛdīka-satyātmaja-cārudeṣṇa-
3.1.35.4,gadādayaḥ svasti caranti saumya
3.1.36.1,api sva-dorbhyāṁ vijayācyutābhyāṁ
3.1.36.2,dharmeṇa dharmaḥ paripāti setum
3.1.36.3,duryodhano ’tapyata yat-sabhāyāṁ
3.1.36.4,sāmrājya-lakṣmyā vijayānuvṛttyā
3.1.37.1,kiṁ vā kṛtāgheṣv agham atyamarṣī
3.1.37.2,bhīmo ’hivad dīrghatamaṁ vyamuñcat
3.1.37.3,yasyāṅghri-pātaṁ raṇa-bhūr na sehe
3.1.37.4,mārgaṁ gadāyāś carato vicitram
3.1.38.1,kaccid yaśodhā ratha-yūthapānāṁ
3.1.38.2,gāṇḍīva-dhanvoparatārir āste
3.1.38.3,alakṣito yac-chara-kūṭa-gūḍho
3.1.38.4,māyā-kirāto giriśas tutoṣa
3.1.39.1,yamāv utasvit tanayau pṛthāyāḥ
3.1.39.2,pārthair vṛtau pakṣmabhir akṣiṇīva
3.1.39.3,remāta uddāya mṛdhe sva-rikthaṁ
3.1.39.4,parāt suparṇāv iva vajri-vaktrāt
3.1.40.1,aho pṛthāpi dhriyate ’rbhakārthe
3.1.40.2,rājarṣi-varyeṇa vināpi tena
3.1.40.3,yas tv eka-vīro ’dhiratho vijigye
3.1.40.4,dhanur dvitīyaḥ kakubhaś catasraḥ
3.1.41.1,saumyānuśoce tam adhaḥ-patantaṁ
3.1.41.2,bhrātre paretāya vidudruhe yaḥ
3.1.41.3,niryāpito yena suhṛt sva-puryā
3.1.41.4,ahaṁ sva-putrān samanuvratena
3.1.42.1,so ’haṁ harer martya-viḍambanena
3.1.42.2,dṛśo nṛṇāṁ cālayato vidhātuḥ
3.1.42.3,nānyopalakṣyaḥ padavīṁ prasādāc
3.1.42.4,carāmi paśyan gata-vismayo ’tra
3.1.43.1,nūnaṁ nṛpāṇāṁ tri-madotpathānāṁ
3.1.43.2,mahīṁ muhuś cālayatāṁ camūbhiḥ
3.1.43.3,vadhāt prapannārti-jihīrṣayeśo
3.1.43.4,’py upaikṣatāghaṁ bhagavān kurūṇām
3.1.44.1,ajasya janmotpatha-nāśanāya
3.1.44.2,karmāṇy akartur grahaṇāya puṁsām
3.1.44.3,nanv anyathā ko ’rhati deha-yogaṁ
3.1.44.4,paro guṇānām uta karma-tantram
3.1.45.1,tasya prapannākhila-lokapānām
3.1.45.2,avasthitānām anuśāsane sve
3.1.45.3,arthāya jātasya yaduṣv ajasya
3.1.45.4,vārtāṁ sakhe kīrtaya tīrtha-kīrteḥ
3.2.1.1,śrī-śuka uvāca
3.2.2.1,yaḥ pañca-hāyano mātrā
3.2.2.2,prātar-āśāya yācitaḥ
3.2.2.3,tan naicchad racayan yasya
3.2.2.4,saparyāṁ bāla-līlayā
3.2.3.1,sa kathaṁ sevayā tasya
3.2.3.2,kālena jarasaṁ gataḥ
3.2.3.3,pṛṣṭo vārtāṁ pratibrūyād
3.2.3.4,bhartuḥ pādāv anusmaran
3.2.4.1,sa muhūrtam abhūt tūṣṇīṁ
3.2.4.2,kṛṣṇāṅghri-sudhayā bhṛśam
3.2.4.3,tīvreṇa bhakti-yogena
3.2.4.4,nimagnaḥ sādhu nirvṛtaḥ
3.2.5.1,pulakodbhinna-sarvāṅgo
3.2.5.2,muñcan mīlad-dṛśā śucaḥ
3.2.5.3,pūrṇārtho lakṣitas tena
3.2.5.4,sneha-prasara-samplutaḥ
3.2.6.1,śanakair bhagaval-lokān
3.2.6.2,nṛlokaṁ punar āgataḥ
3.2.6.3,vimṛjya netre viduraṁ
3.2.6.4,prītyāhoddhava utsmayan
3.2.7.1,uddhava uvāca
3.2.8.1,durbhago bata loko ’yaṁ
3.2.8.2,yadavo nitarām api
3.2.8.3,ye saṁvasanto na vidur
3.2.8.4,hariṁ mīnā ivoḍupam
3.2.9.1,iṅgita-jñāḥ puru-prauḍhā
3.2.9.2,ekārāmāś ca sātvatāḥ
3.2.9.3,sātvatām ṛṣabhaṁ sarve
3.2.9.4,bhūtāvāsam amaṁsata
3.2.10.1,devasya māyayā spṛṣṭā
3.2.10.2,ye cānyad asad-āśritāḥ
3.2.10.3,bhrāmyate dhīr na tad-vākyair
3.2.10.4,ātmany uptātmano harau
3.2.11.1,pradarśyātapta-tapasām
3.2.11.2,avitṛpta-dṛśāṁ nṛṇām
3.2.11.3,ādāyāntar adhād yas tu
3.2.11.4,sva-bimbaṁ loka-locanam
3.2.12.1,yan martya-līlaupayikaṁ sva-yoga-
3.2.12.2,māyā-balaṁ darśayatā gṛhītam
3.2.12.3,vismāpanaṁ svasya ca saubhagarddheḥ
3.2.12.4,paraṁ padaṁ bhūṣaṇa-bhūṣaṇāṅgam
3.2.13.1,yad dharma-sūnor bata rājasūye
3.2.13.2,nirīkṣya dṛk-svastyayanaṁ tri-lokaḥ
3.2.13.3,kārtsnyena cādyeha gataṁ vidhātur
3.2.13.4,arvāk-sṛtau kauśalam ity amanyata
3.2.14.1,yasyānurāga-pluta-hāsa-rāsa-
3.2.14.2,līlāvaloka-pratilabdha-mānāḥ
3.2.14.3,vraja-striyo dṛgbhir anupravṛtta-
3.2.14.4,dhiyo ’vatasthuḥ kila kṛtya-śeṣāḥ
3.2.15.1,sva-śānta-rūpeṣv itaraiḥ sva-rūpair
3.2.15.2,abhyardyamāneṣv anukampitātmā
3.2.15.3,parāvareśo mahad-aṁśa-yukto
3.2.15.4,hy ajo ’pi jāto bhagavān yathāgniḥ
3.2.16.1,māṁ khedayaty etad ajasya janma-
3.2.16.2,viḍambanaṁ yad vasudeva-gehe
3.2.16.3,vraje ca vāso ’ri-bhayād iva svayaṁ
3.2.16.4,purād vyavātsīd yad-ananta-vīryaḥ
3.2.17.1,dunoti cetaḥ smarato mamaitad
3.2.17.2,yad āha pādāv abhivandya pitroḥ
3.2.17.3,tātāmba kaṁsād uru-śaṅkitānāṁ
3.2.17.4,prasīdataṁ no ’kṛta-niṣkṛtīnām
3.2.18.1,ko vā amuṣyāṅghri-saroja-reṇuṁ
3.2.18.2,vismartum īśīta pumān vijighran
3.2.18.3,yo visphurad-bhrū-viṭapena bhūmer
3.2.18.4,bhāraṁ kṛtāntena tiraścakāra
3.2.19.1,dṛṣṭā bhavadbhir nanu rājasūye
3.2.19.2,caidyasya kṛṣṇaṁ dviṣato ’pi siddhiḥ
3.2.19.3,yāṁ yoginaḥ saṁspṛhayanti samyag
3.2.19.4,yogena kas tad-virahaṁ saheta
3.2.20.1,tathaiva cānye nara-loka-vīrā
3.2.20.2,ya āhave kṛṣṇa-mukhāravindam
3.2.20.3,netraiḥ pibanto nayanābhirāmaṁ
3.2.20.4,pārthāstra-pūtaḥ padam āpur asya
3.2.21.1,svayaṁ tv asāmyātiśayas tryadhīśaḥ
3.2.21.2,svārājya-lakṣmy-āpta-samasta-kāmaḥ
3.2.21.3,baliṁ haradbhiś cira-loka-pālaiḥ
3.2.21.4,kirīṭa-koṭyeḍita-pāda-pīṭhaḥ
3.2.22.1,tat tasya kaiṅkaryam alaṁ bhṛtān no
3.2.22.2,viglāpayaty aṅga yad ugrasenam
3.2.22.3,tiṣṭhan niṣaṇṇaṁ parameṣṭhi-dhiṣṇye
3.2.22.4,nyabodhayad deva nidhārayeti
3.2.23.1,aho bakī yaṁ stana-kāla-kūṭaṁ
3.2.23.2,jighāṁsayāpāyayad apy asādhvī
3.2.23.3,lebhe gatiṁ dhātry-ucitāṁ tato ’nyaṁ
3.2.23.4,kaṁ vā dayāluṁ śaraṇaṁ vrajema
3.2.24.1,manye ’surān bhāgavatāṁs tryadhīśe
3.2.24.2,saṁrambha-mārgābhiniviṣṭa-cittān
3.2.24.3,ye saṁyuge ’cakṣata tārkṣya-putram
3.2.24.4,aṁse sunābhāyudham āpatantam
3.2.25.1,vasudevasya devakyāṁ
3.2.25.2,jāto bhojendra-bandhane
3.2.25.3,cikīrṣur bhagavān asyāḥ
3.2.25.4,śam ajenābhiyācitaḥ
3.2.26.1,tato nanda-vrajam itaḥ
3.2.26.2,pitrā kaṁsād vibibhyatā
3.2.26.3,ekādaśa samās tatra
3.2.26.4,gūḍhārciḥ sa-balo ’vasat
3.2.27.1,parīto vatsapair vatsāṁś
3.2.27.2,cārayan vyaharad vibhuḥ
3.2.27.3,yamunopavane kūjad-
3.2.27.4,dvija-saṅkulitāṅghripe
3.2.28.1,kaumārīṁ darśayaṁś ceṣṭāṁ
3.2.28.2,prekṣaṇīyāṁ vrajaukasām
3.2.28.3,rudann iva hasan mugdha-
3.2.28.4,bāla-siṁhāvalokanaḥ
3.2.29.1,sa eva go-dhanaṁ lakṣmyā
3.2.29.2,niketaṁ sita-go-vṛṣam
3.2.29.3,cārayann anugān gopān
3.2.29.4,raṇad-veṇur arīramat
3.2.30.1,prayuktān bhoja-rājena
3.2.30.2,māyinaḥ kāma-rūpiṇaḥ
3.2.30.3,līlayā vyanudat tāṁs tān
3.2.30.4,bālaḥ krīḍanakān iva
3.2.31.1,vipannān viṣa-pānena
3.2.31.2,nigṛhya bhujagādhipam
3.2.31.3,utthāpyāpāyayad gāvas
3.2.31.4,tat toyaṁ prakṛti-sthitam
3.2.32.1,ayājayad go-savena
3.2.32.2,gopa-rājaṁ dvijottamaiḥ
3.2.32.3,vittasya coru-bhārasya
3.2.32.4,cikīrṣan sad-vyayaṁ vibhuḥ
3.2.33.1,varṣatīndre vrajaḥ kopād
3.2.33.2,bhagnamāne ’tivihvalaḥ
3.2.33.3,gotra-līlātapatreṇa
3.2.33.4,trāto bhadrānugṛhṇatā
3.2.34.1,śarac-chaśi-karair mṛṣṭaṁ
3.2.34.2,mānayan rajanī-mukham
3.2.34.3,gāyan kala-padaṁ reme
3.2.34.4,strīṇāṁ maṇḍala-maṇḍanaḥ
3.3.1.1,uddhava uvāca
3.3.2.1,sāndīpaneḥ sakṛt proktaṁ
3.3.2.2,brahmādhītya sa-vistaram
3.3.2.3,tasmai prādād varaṁ putraṁ
3.3.2.4,mṛtaṁ pañca-janodarāt
3.3.3.1,samāhutā bhīṣmaka-kanyayā ye
3.3.3.2,śriyaḥ savarṇena bubhūṣayaiṣām
3.3.3.3,gāndharva-vṛttyā miṣatāṁ sva-bhāgaṁ
3.3.3.4,jahre padaṁ mūrdhni dadhat suparṇaḥ
3.3.4.1,kakudmino ’viddha-naso damitvā
3.3.4.2,svayaṁvare nāgnajitīm uvāha
3.3.4.3,tad-bhagnamānān api gṛdhyato ’jñāñ
3.3.4.4,jaghne ’kṣataḥ śastra-bhṛtaḥ sva-śastraiḥ
3.3.5.1,priyaṁ prabhur grāmya iva priyāyā
3.3.5.2,vidhitsur ārcchad dyutaruṁ yad-arthe
3.3.5.3,vajry ādravat taṁ sa-gaṇo ruṣāndhaḥ
3.3.5.4,krīḍā-mṛgo nūnam ayaṁ vadhūnām
3.3.6.1,sutaṁ mṛdhe khaṁ vapuṣā grasantaṁ
3.3.6.2,dṛṣṭvā sunābhonmathitaṁ dharitryā
3.3.6.3,āmantritas tat-tanayāya śeṣaṁ
3.3.6.4,dattvā tad-antaḥ-puram āviveśa
3.3.7.1,tatrāhṛtās tā nara-deva-kanyāḥ
3.3.7.2,kujena dṛṣṭvā harim ārta-bandhum
3.3.7.3,utthāya sadyo jagṛhuḥ praharṣa-
3.3.7.4,vrīḍānurāga-prahitāvalokaiḥ
3.3.8.1,āsāṁ muhūrta ekasmin
3.3.8.2,nānāgāreṣu yoṣitām
3.3.8.3,sa-vidhaṁ jagṛhe pāṇīn
3.3.8.4,anurūpaḥ sva-māyayā
3.3.9.1,tāsv apatyāny ajanayad
3.3.9.2,ātma-tulyāni sarvataḥ
3.3.9.3,ekaikasyāṁ daśa daśa
3.3.9.4,prakṛter vibubhūṣayā
3.3.10.1,kāla-māgadha-śālvādīn
3.3.10.2,anīkai rundhataḥ puram
3.3.10.3,ajīghanat svayaṁ divyaṁ
3.3.10.4,sva-puṁsāṁ teja ādiśat
3.3.11.1,śambaraṁ dvividaṁ bāṇaṁ
3.3.11.2,muraṁ balvalam eva ca
3.3.11.3,anyāṁś ca dantavakrādīn
3.3.11.4,avadhīt kāṁś ca ghātayat
3.3.12.1,atha te bhrātṛ-putrāṇāṁ
3.3.12.2,pakṣayoḥ patitān nṛpān
3.3.12.3,cacāla bhūḥ kurukṣetraṁ
3.3.12.4,yeṣām āpatatāṁ balaiḥ
3.3.13.1,sa karṇa-duḥśāsana-saubalānāṁ
3.3.13.2,kumantra-pākena hata-śriyāyuṣam
3.3.13.3,suyodhanaṁ sānucaraṁ śayānaṁ
3.3.13.4,bhagnorum ūrvyāṁ na nananda paśyan
3.3.14.1,kiyān bhuvo ’yaṁ kṣapitoru-bhāro
3.3.14.2,yad droṇa-bhīṣmārjuna-bhīma-mūlaiḥ
3.3.14.3,aṣṭādaśākṣauhiṇiko mad-aṁśair
3.3.14.4,āste balaṁ durviṣahaṁ yadūnām
3.3.15.1,mitho yadaiṣāṁ bhavitā vivādo
3.3.15.2,madhv-āmadātāmra-vilocanānām
3.3.15.3,naiṣāṁ vadhopāya iyān ato ’nyo
3.3.15.4,mayy udyate ’ntardadhate svayaṁ sma
3.3.16.1,evaṁ sañcintya bhagavān
3.3.16.2,sva-rājye sthāpya dharmajam
3.3.16.3,nandayām āsa suhṛdaḥ
3.3.16.4,sādhūnāṁ vartma darśayan
3.3.17.1,uttarāyāṁ dhṛtaḥ pūror
3.3.17.2,vaṁśaḥ sādhv-abhimanyunā
3.3.17.3,sa vai drauṇy-astra-sampluṣṭaḥ
3.3.17.4,punar bhagavatā dhṛtaḥ
3.3.18.1,ayājayad dharma-sutam
3.3.18.2,aśvamedhais tribhir vibhuḥ
3.3.18.3,so ’pi kṣmām anujai rakṣan
3.3.18.4,reme kṛṣṇam anuvrataḥ
3.3.19.1,bhagavān api viśvātmā
3.3.19.2,loka-veda-pathānugaḥ
3.3.19.3,kāmān siṣeve dvārvatyām
3.3.19.4,asaktaḥ sāṅkhyam āsthitaḥ
3.3.20.1,snigdha-smitāvalokena
3.3.20.2,vācā pīyūṣa-kalpayā
3.3.20.3,caritreṇānavadyena
3.3.20.4,śrī-niketena cātmanā
3.3.21.1,imaṁ lokam amuṁ caiva
3.3.21.2,ramayan sutarāṁ yadūn
3.3.21.3,reme kṣaṇadayā datta-
3.3.21.4,kṣaṇa-strī-kṣaṇa-sauhṛdaḥ
3.3.22.1,tasyaivaṁ ramamāṇasya
3.3.22.2,saṁvatsara-gaṇān bahūn
3.3.22.3,gṛhamedheṣu yogeṣu
3.3.22.4,virāgaḥ samajāyata
3.3.23.1,daivādhīneṣu kāmeṣu
3.3.23.2,daivādhīnaḥ svayaṁ pumān
3.3.23.3,ko viśrambheta yogena
3.3.23.4,yogeśvaram anuvrataḥ
3.3.24.1,puryāṁ kadācit krīḍadbhir
3.3.24.2,yadu-bhoja-kumārakaiḥ
3.3.24.3,kopitā munayaḥ śepur
3.3.24.4,bhagavan-mata-kovidāḥ
3.3.25.1,tataḥ katipayair māsair
3.3.25.2,vṛṣṇi-bhojāndhakādayaḥ
3.3.25.3,yayuḥ prabhāsaṁ saṁhṛṣṭā
3.3.25.4,rathair deva-vimohitāḥ
3.3.26.1,tatra snātvā pitṝn devān
3.3.26.2,ṛṣīṁś caiva tad-ambhasā
3.3.26.3,tarpayitvātha viprebhyo
3.3.26.4,gāvo bahu-guṇā daduḥ
3.3.27.1,hiraṇyaṁ rajataṁ śayyāṁ
3.3.27.2,vāsāṁsy ajina-kambalān
3.3.27.3,yānaṁ rathān ibhān kanyā
3.3.27.4,dharāṁ vṛtti-karīm api
3.3.28.1,annaṁ coru-rasaṁ tebhyo
3.3.28.2,dattvā bhagavad-arpaṇam
3.3.28.3,go-viprārthāsavaḥ śūrāḥ
3.3.28.4,praṇemur bhuvi mūrdhabhiḥ
3.4.1.1,uddhava uvāca
3.4.2.1,teṣāṁ maireya-doṣeṇa
3.4.2.2,viṣamīkṛta-cetasām
3.4.2.3,nimlocati ravāv āsīd
3.4.2.4,veṇūnām iva mardanam
3.4.3.1,bhagavān svātma-māyāyā
3.4.3.2,gatiṁ tām avalokya saḥ
3.4.3.3,sarasvatīm upaspṛśya
3.4.3.4,vṛkṣa-mūlam upāviśat
3.4.4.1,ahaṁ cokto bhagavatā
3.4.4.2,prapannārti-hareṇa ha
3.4.4.3,badarīṁ tvaṁ prayāhīti
3.4.4.4,sva-kulaṁ sañjihīrṣuṇā
3.4.5.1,tathāpi tad-abhipretaṁ
3.4.5.2,jānann aham arindama
3.4.5.3,pṛṣṭhato ’nvagamaṁ bhartuḥ
3.4.5.4,pāda-viśleṣaṇākṣamaḥ
3.4.6.1,adrākṣam ekam āsīnaṁ
3.4.6.2,vicinvan dayitaṁ patim
3.4.6.3,śrī-niketaṁ sarasvatyāṁ
3.4.6.4,kṛta-ketam aketanam
3.4.7.1,śyāmāvadātaṁ virajaṁ
3.4.7.2,praśāntāruṇa-locanam
3.4.7.3,dorbhiś caturbhir viditaṁ
3.4.7.4,pīta-kauśāmbareṇa ca
3.4.8.1,vāma ūrāv adhiśritya
3.4.8.2,dakṣiṇāṅghri-saroruham
3.4.8.3,apāśritārbhakāśvattham
3.4.8.4,akṛśaṁ tyakta-pippalam
3.4.9.1,tasmin mahā-bhāgavato
3.4.9.2,dvaipāyana-suhṛt-sakhā
3.4.9.3,lokān anucaran siddha
3.4.9.4,āsasāda yadṛcchayā
3.4.10.1,tasyānuraktasya muner mukundaḥ
3.4.10.2,pramoda-bhāvānata-kandharasya
3.4.10.3,āśṛṇvato mām anurāga-hāsa-
3.4.10.4,samīkṣayā viśramayann uvāca
3.4.11.1,śrī-bhagavān uvāca
3.4.12.1,sa eṣa sādho caramo bhavānām
3.4.12.2,āsāditas te mad-anugraho yat
3.4.12.3,yan māṁ nṛlokān raha utsṛjantaṁ
3.4.12.4,diṣṭyā dadṛśvān viśadānuvṛttyā
3.4.13.1,purā mayā proktam ajāya nābhye
3.4.13.2,padme niṣaṇṇāya mamādi-sarge
3.4.13.3,jñānaṁ paraṁ man-mahimāvabhāsaṁ
3.4.13.4,yat sūrayo bhāgavataṁ vadanti
3.4.14.1,ity ādṛtoktaḥ paramasya puṁsaḥ
3.4.14.2,pratikṣaṇānugraha-bhājano ’ham
3.4.14.3,snehottha-romā skhalitākṣaras taṁ
3.4.14.4,muñcañ chucaḥ prāñjalir ābabhāṣe
3.4.15.1,ko nv īśa te pāda-saroja-bhājāṁ
3.4.15.2,sudurlabho ’rtheṣu caturṣv apīha
3.4.15.3,tathāpi nāhaṁ pravṛṇomi bhūman
3.4.15.4,bhavat-padāmbhoja-niṣevaṇotsukaḥ
3.4.16.1,karmāṇy anīhasya bhavo ’bhavasya te
3.4.16.2,durgāśrayo ’thāri-bhayāt palāyanam
3.4.16.3,kālātmano yat pramadā-yutāśramaḥ
3.4.16.4,svātman-rateḥ khidyati dhīr vidām iha
3.4.17.1,mantreṣu māṁ vā upahūya yat tvam
3.4.17.2,akuṇṭhitākhaṇḍa-sadātma-bodhaḥ
3.4.17.3,pṛccheḥ prabho mugdha ivāpramattas
3.4.17.4,tan no mano mohayatīva deva
3.4.18.1,jñānaṁ paraṁ svātma-rahaḥ-prakāśaṁ
3.4.18.2,provāca kasmai bhagavān samagram
3.4.18.3,api kṣamaṁ no grahaṇāya bhartar
3.4.18.4,vadāñjasā yad vṛjinaṁ tarema
3.4.19.1,ity āvedita-hārdāya
3.4.19.2,mahyaṁ sa bhagavān paraḥ
3.4.19.3,ādideśāravindākṣa
3.4.19.4,ātmanaḥ paramāṁ sthitim
3.4.20.1,sa evam ārādhita-pāda-tīrthād
3.4.20.2,adhīta-tattvātma-vibodha-mārgaḥ
3.4.20.3,praṇamya pādau parivṛtya devam
3.4.20.4,ihāgato ’haṁ virahāturātmā
3.4.21.1,so ’haṁ tad-darśanāhlāda-
3.4.21.2,viyogārti-yutaḥ prabho
3.4.21.3,gamiṣye dayitaṁ tasya
3.4.21.4,badaryāśrama-maṇḍalam
3.4.22.1,yatra nārāyaṇo devo
