ids,sentences
9.1.16.1,hotus tad-vyabhicāreṇa
9.1.16.2,kanyelā nāma sābhavat
9.1.16.3,tāṁ vilokya manuḥ prāha
9.1.16.4,nātituṣṭamanā gurum
9.1.17.1,bhagavan kim idaṁ jātaṁ
9.1.17.2,karma vo brahma-vādinām
9.1.17.3,viparyayam aho kaṣṭaṁ
9.1.17.4,maivaṁ syād brahma-vikriyā
9.1.18.1,yūyaṁ brahma-vido yuktās
9.1.18.2,tapasā dagdha-kilbiṣāḥ
9.1.18.3,kutaḥ saṅkalpa-vaiṣamyam
9.1.18.4,anṛtaṁ vibudheṣv iva
9.1.19.1,niśamya tad vacas tasya
9.1.19.2,bhagavān prapitāmahaḥ
9.1.19.3,hotur vyatikramaṁ jñātvā
9.1.19.4,babhāṣe ravi-nandanam
9.1.20.1,etat saṅkalpa-vaiṣamyaṁ
9.1.20.2,hotus te vyabhicārataḥ
9.1.20.3,tathāpi sādhayiṣye te
9.1.20.4,suprajāstvaṁ sva-tejasā
9.1.21.1,evaṁ vyavasito rājan
9.1.21.2,bhagavān sa mahā-yaśāḥ
9.1.21.3,astauṣīd ādi-puruṣam
9.1.21.4,ilāyāḥ puṁstva-kāmyayā
9.1.22.1,tasmai kāma-varaṁ tuṣṭo
9.1.22.2,bhagavān harir īśvaraḥ
9.1.22.3,dadāv ilābhavat tena
9.1.22.4,sudyumnaḥ puruṣarṣabhaḥ
9.1.23-24.1,sa ekadā mahārāja
9.1.23-24.2,vicaran mṛgayāṁ vane
9.1.23-24.3,vṛtaḥ katipayāmātyair
9.1.23-24.4,aśvam āruhya saindhavam
9.1.25.1,sukumāra-vanaṁ meror
9.1.25.2,adhastāt praviveśa ha
9.1.25.3,yatrāste bhagavāñ charvo
9.1.25.4,ramamāṇaḥ sahomayā
9.1.26.1,tasmin praviṣṭa evāsau
9.1.26.2,sudyumnaḥ para-vīra-hā
9.1.26.3,apaśyat striyam ātmānam
9.1.26.4,aśvaṁ ca vaḍavāṁ nṛpa
9.1.27.1,tathā tad-anugāḥ sarve
9.1.27.2,ātma-liṅga-viparyayam
9.1.27.3,dṛṣṭvā vimanaso ’bhūvan
9.1.27.4,vīkṣamāṇāḥ parasparam
9.1.28.1,śrī-rājovāca
9.1.29.1,śrī-śuka uvāca
9.1.30.1,tān vilokyāmbikā devī
9.1.30.2,vivāsā vrīḍitā bhṛśam
9.1.30.3,bhartur aṅkāt samutthāya
9.1.30.4,nīvīm āśv atha paryadhāt
9.1.31.1,ṛṣayo ’pi tayor vīkṣya
9.1.31.2,prasaṅgaṁ ramamāṇayoḥ
9.1.31.3,nivṛttāḥ prayayus tasmān
9.1.31.4,nara-nārāyaṇāśramam
9.1.32.1,tad idaṁ bhagavān āha
9.1.32.2,priyāyāḥ priya-kāmyayā
9.1.32.3,sthānaṁ yaḥ praviśed etat
9.1.32.4,sa vai yoṣid bhaved iti
9.1.33.1,tata ūrdhvaṁ vanaṁ tad vai
9.1.33.2,puruṣā varjayanti hi
9.1.33.3,sā cānucara-saṁyuktā
9.1.33.4,vicacāra vanād vanam
9.1.34.1,atha tām āśramābhyāśe
9.1.34.2,carantīṁ pramadottamām
9.1.34.3,strībhiḥ parivṛtāṁ vīkṣya
9.1.34.4,cakame bhagavān budhaḥ
9.1.35.1,sāpi taṁ cakame subhrūḥ
9.1.35.2,somarāja-sutaṁ patim
9.1.35.3,sa tasyāṁ janayām āsa
9.1.35.4,purūravasam ātmajam
9.1.36.1,evaṁ strītvam anuprāptaḥ
9.1.36.2,sudyumno mānavo nṛpaḥ
9.1.36.3,sasmāra sa kulācāryaṁ
9.1.36.4,vasiṣṭham iti śuśruma
9.1.37.1,sa tasya tāṁ daśāṁ dṛṣṭvā
9.1.37.2,kṛpayā bhṛśa-pīḍitaḥ
9.1.37.3,sudyumnasyāśayan puṁstvam
9.1.37.4,upādhāvata śaṅkaram
9.1.38-39.1,tuṣṭas tasmai sa bhagavān
9.1.38-39.2,ṛṣaye priyam āvahan
9.1.38-39.3,svāṁ ca vācam ṛtāṁ kurvann
9.1.38-39.4,idam āha viśāmpate
9.1.40.1,ācāryānugrahāt kāmaṁ
9.1.40.2,labdhvā puṁstvaṁ vyavasthayā
9.1.40.3,pālayām āsa jagatīṁ
9.1.40.4,nābhyanandan sma taṁ prajāḥ
9.1.41.1,tasyotkalo gayo rājan
9.1.41.2,vimalaś ca trayaḥ sutāḥ
9.1.41.3,dakṣiṇā-patha-rājāno
9.1.41.4,babhūvur dharma-vatsalāḥ
9.1.42.1,tataḥ pariṇate kāle
9.1.42.2,pratiṣṭhāna-patiḥ prabhuḥ
9.1.42.3,purūravasa utsṛjya
9.1.42.4,gāṁ putrāya gato vanam
9.2.1.1,śrī-śuka uvāca
9.2.2.1,tato ’yajan manur devam
9.2.2.2,apatyārthaṁ hariṁ prabhum
9.2.2.3,ikṣvāku-pūrvajān putrān
9.2.2.4,lebhe sva-sadṛśān daśa
9.2.3.1,pṛṣadhras tu manoḥ putro
9.2.3.2,go-pālo guruṇā kṛtaḥ
9.2.3.3,pālayām āsa gā yatto
9.2.3.4,rātryāṁ vīrāsana-vrataḥ
9.2.4.1,ekadā prāviśad goṣṭhaṁ
9.2.4.2,śārdūlo niśi varṣati
9.2.4.3,śayānā gāva utthāya
9.2.4.4,bhītās tā babhramur vraje
9.2.5-6.1,ekāṁ jagrāha balavān
9.2.5-6.2,sā cukrośa bhayāturā
9.2.5-6.3,tasyās tu kranditaṁ śrutvā
9.2.5-6.4,pṛṣadhro ’nusasāra ha
9.2.7.1,vyāghro ’pi vṛkṇa-śravaṇo
9.2.7.2,nistriṁśāgrāhatas tataḥ
9.2.7.3,niścakrāma bhṛśaṁ bhīto
9.2.7.4,raktaṁ pathi samutsṛjan
9.2.8.1,manyamāno hataṁ vyāghraṁ
9.2.8.2,pṛṣadhraḥ para-vīra-hā
9.2.8.3,adrākṣīt sva-hatāṁ babhruṁ
9.2.8.4,vyuṣṭāyāṁ niśi duḥkhitaḥ
9.2.9.1,taṁ śaśāpa kulācāryaḥ
9.2.9.2,kṛtāgasam akāmataḥ
9.2.9.3,na kṣatra-bandhuḥ śūdras tvaṁ
9.2.9.4,karmaṇā bhavitāmunā
9.2.10.1,evaṁ śaptas tu guruṇā
9.2.10.2,pratyagṛhṇāt kṛtāñjaliḥ
9.2.10.3,adhārayad vrataṁ vīra
9.2.10.4,ūrdhva-retā muni-priyam
9.2.11-13.1,vāsudeve bhagavati
9.2.11-13.2,sarvātmani pare ’male
9.2.11-13.3,ekāntitvaṁ gato bhaktyā
9.2.11-13.4,sarva-bhūta-suhṛt samaḥ
9.2.14.1,evaṁ vṛtto vanaṁ gatvā
9.2.14.2,dṛṣṭvā dāvāgnim utthitam
9.2.14.3,tenopayukta-karaṇo
9.2.14.4,brahma prāpa paraṁ muniḥ
9.2.15.1,kaviḥ kanīyān viṣayeṣu niḥspṛho
9.2.15.2,visṛjya rājyaṁ saha bandhubhir vanam
9.2.15.3,niveśya citte puruṣaṁ sva-rociṣaṁ
9.2.15.4,viveśa kaiśora-vayāḥ paraṁ gataḥ
9.2.16.1,karūṣān mānavād āsan
9.2.16.2,kārūṣāḥ kṣatra-jātayaḥ
9.2.16.3,uttarā-patha-goptāro
9.2.16.4,brahmaṇyā dharma-vatsalāḥ
9.2.17.1,dhṛṣṭād dhārṣṭam abhūt kṣatraṁ
9.2.17.2,brahma-bhūyaṁ gataṁ kṣitau
9.2.17.3,nṛgasya vaṁśaḥ sumatir
9.2.17.4,bhūtajyotis tato vasuḥ
9.2.18.1,vasoḥ pratīkas tat-putra
9.2.18.2,oghavān oghavat-pitā
9.2.18.3,kanyā caughavatī nāma
9.2.18.4,sudarśana uvāha tām
9.2.19.1,citraseno nariṣyantād
9.2.19.2,ṛkṣas tasya suto ’bhavat
9.2.19.3,tasya mīḍhvāṁs tataḥ pūrṇa
9.2.19.4,indrasenas tu tat-sutaḥ
9.2.20.1,vītihotras tv indrasenāt
9.2.20.2,tasya satyaśravā abhūt
9.2.20.3,uruśravāḥ sutas tasya
9.2.20.4,devadattas tato ’bhavat
9.2.21.1,tato ’gniveśyo bhagavān
9.2.21.2,agniḥ svayam abhūt sutaḥ
9.2.21.3,kānīna iti vikhyāto
9.2.21.4,jātūkarṇyo mahān ṛṣiḥ
9.2.22.1,tato brahma-kulaṁ jātam
9.2.22.2,āgniveśyāyanaṁ nṛpa
9.2.22.3,nariṣyantānvayaḥ prokto
9.2.22.4,diṣṭa-vaṁśam ataḥ śṛṇu
9.2.23-24.1,nābhāgo diṣṭa-putro ’nyaḥ
9.2.23-24.2,karmaṇā vaiśyatāṁ gataḥ
9.2.23-24.3,bhalandanaḥ sutas tasya
9.2.23-24.4,vatsaprītir bhalandanāt
9.2.25.1,viviṁśateḥ suto rambhaḥ
9.2.25.2,khanīnetro ’sya dhārmikaḥ
9.2.25.3,karandhamo mahārāja
9.2.25.4,tasyāsīd ātmajo nṛpa
9.2.26.1,tasyāvīkṣit suto yasya
9.2.26.2,maruttaś cakravarty abhūt
9.2.26.3,saṁvarto ’yājayad yaṁ vai
9.2.26.4,mahā-yogy aṅgiraḥ-sutaḥ
9.2.27.1,maruttasya yathā yajño
9.2.27.2,na tathānyo ’sti kaścana
9.2.27.3,sarvaṁ hiraṇmayaṁ tv āsīd
9.2.27.4,yat kiñcic cāsya śobhanam
9.2.28.1,amādyad indraḥ somena
9.2.28.2,dakṣiṇābhir dvijātayaḥ
9.2.28.3,marutaḥ pariveṣṭāro
9.2.28.4,viśvedevāḥ sabhā-sadaḥ
9.2.29.1,maruttasya damaḥ putras
9.2.29.2,tasyāsīd rājyavardhanaḥ
9.2.29.3,sudhṛtis tat-suto jajñe
9.2.29.4,saudhṛteyo naraḥ sutaḥ
9.2.30.1,tat-sutaḥ kevalas tasmād
9.2.30.2,dhundhumān vegavāṁs tataḥ
9.2.30.3,budhas tasyābhavad yasya
9.2.30.4,tṛṇabindur mahīpatiḥ
9.2.31.1,taṁ bheje ’lambuṣā devī
9.2.31.2,bhajanīya-guṇālayam
9.2.31.3,varāpsarā yataḥ putrāḥ
9.2.31.4,kanyā celavilābhavat
9.2.32.1,yasyām utpādayām āsa
9.2.32.2,viśravā dhanadaṁ sutam
9.2.32.3,prādāya vidyāṁ paramām
9.2.32.4,ṛṣir yogeśvaraḥ pituḥ
9.2.33.1,viśālaḥ śūnyabandhuś ca
9.2.33.2,dhūmraketuś ca tat-sutāḥ
9.2.33.3,viśālo vaṁśa-kṛd rājā
9.2.33.4,vaiśālīṁ nirmame purīm
9.2.34.1,hemacandraḥ sutas tasya
9.2.34.2,dhūmrākṣas tasya cātmajaḥ
9.2.34.3,tat-putrāt saṁyamād āsīt
9.2.34.4,kṛśāśvaḥ saha-devajaḥ
9.2.35-36.1,kṛśāśvāt somadatto ’bhūd
9.2.35-36.2,yo ’śvamedhair iḍaspatim
9.2.35-36.3,iṣṭvā puruṣam āpāgryāṁ
9.2.35-36.4,gatiṁ yogeśvarāśritām
9.3.1.1,śrī-śuka uvāca
9.3.2.1,sukanyā nāma tasyāsīt
9.3.2.2,kanyā kamala-locanā
9.3.2.3,tayā sārdhaṁ vana-gato
9.3.2.4,hy agamac cyavanāśramam
9.3.3.1,sā sakhībhiḥ parivṛtā
9.3.3.2,vicinvanty aṅghripān vane
9.3.3.3,valmīka-randhre dadṛśe
9.3.3.4,khadyote iva jyotiṣī
9.3.4.1,te daiva-coditā bālā
9.3.4.2,jyotiṣī kaṇṭakena vai
9.3.4.3,avidhyan mugdha-bhāvena
9.3.4.4,susrāvāsṛk tato bahiḥ
9.3.5.1,śakṛn-mūtra-nirodho ’bhūt
9.3.5.2,sainikānāṁ ca tat-kṣaṇāt
9.3.5.3,rājarṣis tam upālakṣya
9.3.5.4,puruṣān vismito ’bravīt
9.3.6.1,apy abhadraṁ na yuṣmābhir
9.3.6.2,bhārgavasya viceṣṭitam
9.3.6.3,vyaktaṁ kenāpi nas tasya
9.3.6.4,kṛtam āśrama-dūṣaṇam
9.3.7.1,sukanyā prāha pitaraṁ
9.3.7.2,bhītā kiñcit kṛtaṁ mayā
9.3.7.3,dve jyotiṣī ajānantyā
9.3.7.4,nirbhinne kaṇṭakena vai
9.3.8.1,duhitus tad vacaḥ śrutvā
9.3.8.2,śaryātir jāta-sādhvasaḥ
9.3.8.3,muniṁ prasādayām āsa
9.3.8.4,valmīkāntarhitaṁ śanaiḥ
9.3.9.1,tad-abhiprāyam ājñāya
9.3.9.2,prādād duhitaraṁ muneḥ
9.3.9.3,kṛcchrān muktas tam āmantrya
9.3.9.4,puraṁ prāyāt samāhitaḥ
9.3.10.1,sukanyā cyavanaṁ prāpya
9.3.10.2,patiṁ parama-kopanam
9.3.10.3,prīṇayām āsa citta-jñā
9.3.10.4,apramattānuvṛttibhiḥ
9.3.11.1,kasyacit tv atha kālasya
9.3.11.2,nāsatyāv āśramāgatau
9.3.11.3,tau pūjayitvā provāca
9.3.11.4,vayo me dattam īśvarau
9.3.12.1,grahaṁ grahīṣye somasya
9.3.12.2,yajñe vām apy asoma-poḥ
9.3.12.3,kriyatāṁ me vayo-rūpaṁ
9.3.12.4,pramadānāṁ yad īpsitam
9.3.13.1,bāḍham ity ūcatur vipram
9.3.13.2,abhinandya bhiṣaktamau
9.3.13.3,nimajjatāṁ bhavān asmin
9.3.13.4,hrade siddha-vinirmite
9.3.14.1,ity ukto jarayā grasta-
9.3.14.2,deho dhamani-santataḥ
9.3.14.3,hradaṁ praveśito ’śvibhyāṁ
9.3.14.4,valī-palita-vigrahaḥ
9.3.15.1,puruṣās traya uttasthur
9.3.15.2,apīvyā vanitā-priyāḥ
9.3.15.3,padma-srajaḥ kuṇḍalinas
9.3.15.4,tulya-rūpāḥ suvāsasaḥ
9.3.16.1,tān nirīkṣya varārohā
9.3.16.2,sarūpān sūrya-varcasaḥ
9.3.16.3,ajānatī patiṁ sādhvī
9.3.16.4,aśvinau śaraṇaṁ yayau
9.3.17.1,darśayitvā patiṁ tasyai
9.3.17.2,pāti-vratyena toṣitau
9.3.17.3,ṛṣim āmantrya yayatur
9.3.17.4,vimānena triviṣṭapam
9.3.18.1,yakṣyamāṇo ’tha śaryātiś
9.3.18.2,cyavanasyāśramaṁ gataḥ
9.3.18.3,dadarśa duhituḥ pārśve
9.3.18.4,puruṣaṁ sūrya-varcasam
9.3.19.1,rājā duhitaraṁ prāha
9.3.19.2,kṛta-pādābhivandanām
9.3.19.3,āśiṣaś cāprayuñjāno
9.3.19.4,nātiprīti-manā iva
9.3.20.1,cikīrṣitaṁ te kim idaṁ patis tvayā
9.3.20.2,pralambhito loka-namaskṛto muniḥ
9.3.20.3,yat tvaṁ jarā-grastam asaty asammataṁ
9.3.20.4,vihāya jāraṁ bhajase ’mum adhvagam
9.3.21.1,kathaṁ matis te ’vagatānyathā satāṁ
9.3.21.2,kula-prasūte kula-dūṣaṇaṁ tv idam
9.3.21.3,bibharṣi jāraṁ yad apatrapā kulaṁ
9.3.21.4,pituś ca bhartuś ca nayasy adhas tamaḥ
9.3.22.1,evaṁ bruvāṇaṁ pitaraṁ
9.3.22.2,smayamānā śuci-smitā
9.3.22.3,uvāca tāta jāmātā
9.3.22.4,tavaiṣa bhṛgu-nandanaḥ
9.3.23.1,śaśaṁsa pitre tat sarvaṁ
9.3.23.2,vayo-rūpābhilambhanam
9.3.23.3,vismitaḥ parama-prītas
9.3.23.4,tanayāṁ pariṣasvaje
9.3.24.1,somena yājayan vīraṁ
9.3.24.2,grahaṁ somasya cāgrahīt
9.3.24.3,asoma-por apy aśvinoś
9.3.24.4,cyavanaḥ svena tejasā
9.3.25.1,hantuṁ tam ādade vajraṁ
9.3.25.2,sadyo manyur amarṣitaḥ
9.3.25.3,savajraṁ stambhayām āsa
9.3.25.4,bhujam indrasya bhārgavaḥ
9.3.26.1,anvajānaṁs tataḥ sarve
9.3.26.2,grahaṁ somasya cāśvinoḥ
9.3.26.3,bhiṣajāv iti yat pūrvaṁ
9.3.26.4,somāhutyā bahiṣ-kṛtau
9.3.27.1,uttānabarhir ānarto
9.3.27.2,bhūriṣeṇa iti trayaḥ
9.3.27.3,śaryāter abhavan putrā
9.3.27.4,ānartād revato ’bhavat
9.3.28.1,so ’ntaḥ-samudre nagarīṁ
9.3.28.2,vinirmāya kuśasthalīm
9.3.28.3,āsthito ’bhuṅkta viṣayān
9.3.28.4,ānartādīn arindama
9.3.28.5,tasya putra-śataṁ jajñe
9.3.28.6,kakudmi-jyeṣṭham uttamam
9.3.29.1,kakudmī revatīṁ kanyāṁ
9.3.29.2,svām ādāya vibhuṁ gataḥ
9.3.29.3,putryā varaṁ paripraṣṭuṁ
9.3.29.4,brahmalokam apāvṛtam
9.3.30.1,āvartamāne gāndharve
9.3.30.2,sthito ’labdha-kṣaṇaḥ kṣaṇam
9.3.30.3,tad-anta ādyam ānamya
9.3.30.4,svābhiprāyaṁ nyavedayat
9.3.31.1,tac chrutvā bhagavān brahmā
9.3.31.2,prahasya tam uvāca ha
9.3.31.3,aho rājan niruddhās te
9.3.31.4,kālena hṛdi ye kṛtāḥ
9.3.32.1,tat putra-pautra-naptṝṇāṁ
9.3.32.2,gotrāṇi ca na śṛṇmahe
9.3.32.3,kālo ’bhiyātas tri-ṇava-
9.3.32.4,catur-yuga-vikalpitaḥ
9.3.33.1,tad gaccha deva-devāṁśo
9.3.33.2,baladevo mahā-balaḥ
9.3.33.3,kanyā-ratnam idaṁ rājan
9.3.33.4,nara-ratnāya dehi bhoḥ
9.3.34.1,bhuvo bhārāvatārāya
9.3.34.2,bhagavān bhūta-bhāvanaḥ
9.3.34.3,avatīrṇo nijāṁśena
9.3.34.4,puṇya-śravaṇa-kīrtanaḥ
9.3.35.1,ity ādiṣṭo ’bhivandyājaṁ
9.3.35.2,nṛpaḥ sva-puram āgataḥ
9.3.35.3,tyaktaṁ puṇya-jana-trāsād
9.3.35.4,bhrātṛbhir dikṣv avasthitaiḥ
9.3.36.1,sutāṁ dattvānavadyāṅgīṁ
9.3.36.2,balāya bala-śāline
9.3.36.3,badary-ākhyaṁ gato rājā
9.3.36.4,taptuṁ nārāyaṇāśramam
9.4.1.1,śrī-śuka uvāca
9.4.2.1,bhrātaro ’bhāṅkta kiṁ mahyaṁ
9.4.2.2,bhajāma pitaraṁ tava
9.4.2.3,tvāṁ mamāryās tatābhāṅkṣur
9.4.2.4,mā putraka tad ādṛthāḥ
9.4.3.1,ime aṅgirasaḥ satram
9.4.3.2,āsate ’dya sumedhasaḥ
9.4.3.3,ṣaṣṭhaṁ ṣaṣṭham upetyāhaḥ
9.4.3.4,kave muhyanti karmaṇi
9.4.4-5.1,tāṁs tvaṁ śaṁsaya sūkte dve
9.4.4-5.2,vaiśvadeve mahātmanaḥ
9.4.4-5.3,te svar yanto dhanaṁ satra-
9.4.4-5.4,pariśeṣitam ātmanaḥ
9.4.6.1,taṁ kaścit svīkariṣyantaṁ
9.4.6.2,puruṣaḥ kṛṣṇa-darśanaḥ
9.4.6.3,uvācottarato ’bhyetya
9.4.6.4,mamedaṁ vāstukaṁ vasu
9.4.7.1,mamedam ṛṣibhir dattam
9.4.7.2,iti tarhi sma mānavaḥ
9.4.7.3,syān nau te pitari praśnaḥ
9.4.7.4,pṛṣṭavān pitaraṁ yathā
9.4.8.1,yajña-vāstu-gataṁ sarvam
9.4.8.2,ucchiṣṭam ṛṣayaḥ kvacit
9.4.8.3,cakrur hi bhāgaṁ rudrāya
9.4.8.4,sa devaḥ sarvam arhati
9.4.9.1,nābhāgas taṁ praṇamyāha
9.4.9.2,taveśa kila vāstukam
9.4.9.3,ity āha me pitā brahmañ
9.4.9.4,chirasā tvāṁ prasādaye
9.4.10.1,yat te pitāvadad dharmaṁ
9.4.10.2,tvaṁ ca satyaṁ prabhāṣase
9.4.10.3,dadāmi te mantra-dṛśo
9.4.10.4,jñānaṁ brahma sanātanam
9.4.11.1,gṛhāṇa draviṇaṁ dattaṁ
9.4.11.2,mat-satra-pariśeṣitam
9.4.11.3,ity uktvāntarhito rudro
9.4.11.4,bhagavān dharma-vatsalaḥ
9.4.12.1,ya etat saṁsmaret prātaḥ
9.4.12.2,sāyaṁ ca susamāhitaḥ
9.4.12.3,kavir bhavati mantra-jño
9.4.12.4,gatiṁ caiva tathātmanaḥ
9.4.13.1,nābhāgād ambarīṣo ’bhūn
9.4.13.2,mahā-bhāgavataḥ kṛtī
9.4.13.3,nāspṛśad brahma-śāpo ’pi
9.4.13.4,yaṁ na pratihataḥ kvacit
9.4.14.1,śrī-rājovāca
9.4.15-16.1,śrī-śuka uvāca
9.4.17.1,vāsudeve bhagavati
9.4.17.2,tad-bhakteṣu ca sādhuṣu
9.4.17.3,prāpto bhāvaṁ paraṁ viśvaṁ
9.4.17.4,yenedaṁ loṣṭravat smṛtam
9.4.18-20.1,sa vai manaḥ kṛṣṇa-padāravindayor
9.4.18-20.2,vacāṁsi vaikuṇṭha-guṇānuvarṇane
9.4.18-20.3,karau harer mandira-mārjanādiṣu
9.4.18-20.4,śrutiṁ cakārācyuta-sat-kathodaye
9.4.21.1,evaṁ sadā karma-kalāpam ātmanaḥ
9.4.21.2,pare ’dhiyajñe bhagavaty adhokṣaje
9.4.21.3,sarvātma-bhāvaṁ vidadhan mahīm imāṁ
9.4.21.4,tan-niṣṭha-viprābhihitaḥ śaśāsa ha
9.4.22.1,īje ’śvamedhair adhiyajñam īśvaraṁ
9.4.22.2,mahā-vibhūtyopacitāṅga-dakṣiṇaiḥ
9.4.22.3,tatair vasiṣṭhāsita-gautamādibhir
9.4.22.4,dhanvany abhisrotam asau sarasvatīm
9.4.23.1,yasya kratuṣu gīrvāṇaiḥ
9.4.23.2,sadasyā ṛtvijo janāḥ
9.4.23.3,tulya-rūpāś cānimiṣā
9.4.23.4,vyadṛśyanta suvāsasaḥ
9.4.24.1,svargo na prārthito yasya
9.4.24.2,manujair amara-priyaḥ
9.4.24.3,śṛṇvadbhir upagāyadbhir
9.4.24.4,uttamaśloka-ceṣṭitam
9.4.25.1,saṁvardhayanti yat kāmāḥ
9.4.25.2,svārājya-paribhāvitāḥ
9.4.25.3,durlabhā nāpi siddhānāṁ
9.4.25.4,mukundaṁ hṛdi paśyataḥ
9.4.26.1,sa itthaṁ bhakti-yogena
9.4.26.2,tapo-yuktena pārthivaḥ
9.4.26.3,sva-dharmeṇa hariṁ prīṇan
9.4.26.4,sarvān kāmān śanair jahau
9.4.27.1,gṛheṣu dāreṣu suteṣu bandhuṣu
9.4.27.2,dvipottama-syandana-vāji-vastuṣu
9.4.27.3,akṣayya-ratnābharaṇāmbarādiṣv
9.4.27.4,ananta-kośeṣv akarod asan-matim
9.4.28.1,tasmā adād dhariś cakraṁ
9.4.28.2,pratyanīka-bhayāvaham
9.4.28.3,ekānta-bhakti-bhāvena
9.4.28.4,prīto bhaktābhirakṣaṇam
9.4.29.1,ārirādhayiṣuḥ kṛṣṇaṁ
9.4.29.2,mahiṣyā tulya-śīlayā
9.4.29.3,yuktaḥ sāṁvatsaraṁ vīro
9.4.29.4,dadhāra dvādaśī-vratam
9.4.30.1,vratānte kārtike māsi
9.4.30.2,tri-rātraṁ samupoṣitaḥ
9.4.30.3,snātaḥ kadācit kālindyāṁ
9.4.30.4,hariṁ madhuvane ’rcayat
9.4.31-32.1,mahābhiṣeka-vidhinā
9.4.31-32.2,sarvopaskara-sampadā
9.4.31-32.3,abhiṣicyāmbarākalpair
9.4.31-32.4,gandha-mālyārhaṇādibhiḥ
9.4.33-35.1,gavāṁ rukma-viṣāṇīnāṁ
9.4.33-35.2,rūpyāṅghrīṇāṁ suvāsasām
9.4.33-35.3,payaḥśīla-vayo-rūpa-
9.4.33-35.4,vatsopaskara-sampadām
9.4.36.1,tam ānarcātithiṁ bhūpaḥ
9.4.36.2,pratyutthānāsanārhaṇaiḥ
9.4.36.3,yayāce ’bhyavahārāya
9.4.36.4,pāda-mūlam upāgataḥ
9.4.37.1,pratinandya sa tāṁ yācñāṁ
9.4.37.2,kartum āvaśyakaṁ gataḥ
9.4.37.3,nimamajja bṛhad dhyāyan
9.4.37.4,kālindī-salile śubhe
9.4.38.1,muhūrtārdhāvaśiṣṭāyāṁ
9.4.38.2,dvādaśyāṁ pāraṇaṁ prati
9.4.38.3,cintayām āsa dharma-jño
9.4.38.4,dvijais tad-dharma-saṅkaṭe
9.4.39-40.1,brāhmaṇātikrame doṣo
9.4.39-40.2,dvādaśyāṁ yad apāraṇe
9.4.39-40.3,yat kṛtvā sādhu me bhūyād
9.4.39-40.4,adharmo vā na māṁ spṛśet
9.4.41.1,ity apaḥ prāśya rājarṣiś
9.4.41.2,cintayan manasācyutam
9.4.41.3,pratyacaṣṭa kuru-śreṣṭha
9.4.41.4,dvijāgamanam eva saḥ
9.4.42.1,durvāsā yamunā-kūlāt
9.4.42.2,kṛtāvaśyaka āgataḥ
9.4.42.3,rājñābhinanditas tasya
9.4.42.4,bubudhe ceṣṭitaṁ dhiyā
9.4.43.1,manyunā pracalad-gātro
9.4.43.2,bhru-kuṭī-kuṭilānanaḥ
9.4.43.3,bubhukṣitaś ca sutarāṁ
9.4.43.4,kṛtāñjalim abhāṣata
9.4.44.1,aho asya nṛ-śaṁsasya
9.4.44.2,śriyonmattasya paśyata
9.4.44.3,dharma-vyatikramaṁ viṣṇor
9.4.44.4,abhaktasyeśa-māninaḥ
9.4.45.1,yo mām atithim āyātam
9.4.45.2,ātithyena nimantrya ca
9.4.45.3,adattvā bhuktavāṁs tasya
9.4.45.4,sadyas te darśaye phalam
