ids,sentences
11.1.13-15.3,upasaṅgṛhya papracchur
11.1.13-15.4,avinītā vinīta-vat
11.1.16.1,evaṁ pralabdhā munayas
11.1.16.2,tān ūcuḥ kupitā nṛpa
11.1.16.3,janayiṣyati vo mandā
11.1.16.4,muṣalaṁ kula-nāśanam
11.1.17.1,tac chrutvā te ’ti-santrastā
11.1.17.2,vimucya sahasodaram
11.1.17.3,sāmbasya dadṛśus tasmin
11.1.17.4,muṣalaṁ khalv ayasmayam
11.1.18.1,kiṁ kṛtaṁ manda-bhāgyair naḥ
11.1.18.2,kiṁ vadiṣyanti no janāḥ
11.1.18.3,iti vihvalitā gehān
11.1.18.4,ādāya muṣalaṁ yayuḥ
11.1.19.1,tac copanīya sadasi
11.1.19.2,parimlāna-mukha-śriyaḥ
11.1.19.3,rājña āvedayāṁ cakruḥ
11.1.19.4,sarva-yādava-sannidhau
11.1.20.1,śrutvāmoghaṁ vipra-śāpaṁ
11.1.20.2,dṛṣṭvā ca muṣalaṁ nṛpa
11.1.20.3,vismitā bhaya-santrastā
11.1.20.4,babhūvur dvārakaukasaḥ
11.1.21.1,tac cūrṇayitvā muṣalaṁ
11.1.21.2,yadu-rājaḥ sa āhukaḥ
11.1.21.3,samudra-salile prāsyal
11.1.21.4,lohaṁ cāsyāvaśeṣitam
11.1.22.1,kaścin matsyo ’grasīl lohaṁ
11.1.22.2,cūrṇāni taralais tataḥ
11.1.22.3,uhyamānāni velāyāṁ
11.1.22.4,lagnāny āsan kilairakāḥ
11.1.23.1,matsyo gṛhīto matsya-ghnair
11.1.23.2,jālenānyaiḥ sahārṇave
11.1.23.3,tasyodara-gataṁ lohaṁ
11.1.23.4,sa śalye lubdhako ’karot
11.1.24.1,bhagavān jñāta-sarvārtha
11.1.24.2,īśvaro ’pi tad-anyathā
11.1.24.3,kartuṁ naicchad vipra-śāpaṁ
11.1.24.4,kāla-rūpy anvamodata
11.2.1.1,śrī-śuka uvāca
11.2.2.1,ko nu rājann indriyavān
11.2.2.2,mukunda-caraṇāmbujam
11.2.2.3,na bhajet sarvato-mṛtyur
11.2.2.4,upāsyam amarottamaiḥ
11.2.3.1,tam ekadā tu devarṣiṁ
11.2.3.2,vasudevo gṛhāgatam
11.2.3.3,arcitaṁ sukham āsīnam
11.2.3.4,abhivādyedam abravīt
11.2.4.1,śrī-vasudeva uvāca
11.2.5.1,bhūtānāṁ deva-caritaṁ
11.2.5.2,duḥkhāya ca sukhāya ca
11.2.5.3,sukhāyaiva hi sādhūnāṁ
11.2.5.4,tvādṛśām acyutātmanām
11.2.6.1,bhajanti ye yathā devān
11.2.6.2,devā api tathaiva tān
11.2.6.3,chāyeva karma-sacivāḥ
11.2.6.4,sādhavo dīna-vatsalāḥ
11.2.7.1,brahmaṁs tathāpi pṛcchāmo
11.2.7.2,dharmān bhāgavatāṁs tava
11.2.7.3,yān śrutvā śraddhayā martyo
11.2.7.4,mucyate sarvato bhayāt
11.2.8.1,ahaṁ kila purānantaṁ
11.2.8.2,prajārtho bhuvi mukti-dam
11.2.8.3,apūjayaṁ na mokṣāya
11.2.8.4,mohito deva-māyayā
11.2.9.1,yathā vicitra-vyasanād
11.2.9.2,bhavadbhir viśvato-bhayāt
11.2.9.3,mucyema hy añjasaivāddhā
11.2.9.4,tathā naḥ śādhi su-vrata
11.2.10.1,śrī-śuka uvāca
11.2.11.1,śrī-nārada uvāca
11.2.12.1,śruto ’nupaṭhito dhyāta
11.2.12.2,ādṛto vānumoditaḥ
11.2.12.3,sadyaḥ punāti sad-dharmo
11.2.12.4,deva-viśva-druho ’pi hi
11.2.13.1,tvayā parama-kalyāṇaḥ
11.2.13.2,puṇya-śravaṇa-kīrtanaḥ
11.2.13.3,smārito bhagavān adya
11.2.13.4,devo nārāyaṇo mama
11.2.14.1,atrāpy udāharantīmam
11.2.14.2,itihāsaṁ purātanam
11.2.14.3,ārṣabhāṇāṁ ca saṁvādaṁ
11.2.14.4,videhasya mahātmanaḥ
11.2.15.1,priyavrato nāma suto
11.2.15.2,manoḥ svāyambhuvasya yaḥ
11.2.15.3,tasyāgnīdhras tato nābhir
11.2.15.4,ṛṣabhas tat-sutaḥ smṛtaḥ
11.2.16.1,tam āhur vāsudevāṁśaṁ
11.2.16.2,mokṣa-dharma-vivakṣayā
11.2.16.3,avatīrṇaṁ suta-śataṁ
11.2.16.4,tasyāsīd brahma-pāragam
11.2.17.1,teṣāṁ vai bharato jyeṣṭho
11.2.17.2,nārāyaṇa-parāyaṇaḥ
11.2.17.3,vikhyātaṁ varṣam etad yan-
11.2.17.4,nāmnā bhāratam adbhutam
11.2.18.1,sa bhukta-bhogāṁ tyaktvemāṁ
11.2.18.2,nirgatas tapasā harim
11.2.18.3,upāsīnas tat-padavīṁ
11.2.18.4,lebhe vai janmabhis tribhiḥ
11.2.19.1,teṣāṁ nava nava-dvīpa-
11.2.19.2,patayo ’sya samantataḥ
11.2.19.3,karma-tantra-praṇetāra
11.2.19.4,ekāśītir dvijātayaḥ
11.2.20-21.1,navābhavan mahā-bhāgā
11.2.20-21.2,munayo hy artha-śaṁsinaḥ
11.2.20-21.3,śramaṇā vāta-rasanā
11.2.20-21.4,ātma-vidyā-viśāradāḥ
11.2.22.1,ta ete bhagavad-rūpaṁ
11.2.22.2,viśvaṁ sad-asad-ātmakam
11.2.22.3,ātmano ’vyatirekeṇa
11.2.22.4,paśyanto vyacaran mahīm
11.2.23.1,avyāhateṣṭa-gatayaḥ sura-siddha-sādhya-
11.2.23.2,gandharva-yakṣa-nara-kinnara-nāga-lokān
11.2.23.3,muktāś caranti muni-cāraṇa-bhūtanātha-
11.2.23.4,vidyādhara-dvija-gavāṁ bhuvanāni kāmam
11.2.24.1,ta ekadā nimeḥ satram
11.2.24.2,upajagmur yadṛcchayā
11.2.24.3,vitāyamānam ṛṣibhir
11.2.24.4,ajanābhe mahātmanaḥ
11.2.25.1,tān dṛṣṭvā sūrya-saṅkāśān
11.2.25.2,mahā-bhāgavatān nṛpa
11.2.25.3,yajamāno ’gnayo viprāḥ
11.2.25.4,sarva evopatasthire
11.2.26.1,videhas tān abhipretya
11.2.26.2,nārāyaṇa-parāyaṇān
11.2.26.3,prītaḥ sampūjayāṁ cakre
11.2.26.4,āsana-sthān yathārhataḥ
11.2.27.1,tān rocamānān sva-rucā
11.2.27.2,brahma-putropamān nava
11.2.27.3,papraccha parama-prītaḥ
11.2.27.4,praśrayāvanato nṛpaḥ
11.2.28.1,śrī-videha uvāca
11.2.29.1,durlabho mānuṣo deho
11.2.29.2,dehināṁ kṣaṇa-bhaṅguraḥ
11.2.29.3,tatrāpi durlabhaṁ manye
11.2.29.4,vaikuṇṭha-priya-darśanam
11.2.30.1,ata ātyantikaṁ kṣemaṁ
11.2.30.2,pṛcchāmo bhavato ’naghāḥ
11.2.30.3,saṁsāre ’smin kṣaṇārdho ’pi
11.2.30.4,sat-saṅgaḥ śevadhir nṛṇām
11.2.31.1,dharmān bhāgavatān brūta
11.2.31.2,yadi naḥ śrutaye kṣamam
11.2.31.3,yaiḥ prasannaḥ prapannāya
11.2.31.4,dāsyaty ātmānam apy ajaḥ
11.2.32.1,śrī-nārada uvāca
11.2.33.1,śrī-kavir uvāca
11.2.34.1,ye vai bhagavatā proktā
11.2.34.2,upāyā hy ātma-labdhaye
11.2.34.3,añjaḥ puṁsām aviduṣāṁ
11.2.34.4,viddhi bhāgavatān hi tān
11.2.35.1,yān āsthāya naro rājan
11.2.35.2,na pramādyeta karhicit
11.2.35.3,dhāvan nimīlya vā netre
11.2.35.4,na skhalen na pated iha
11.2.36.1,kāyena vācā manasendriyair vā
11.2.36.2,buddhyātmanā vānusṛta-svabhāvāt
11.2.36.3,karoti yad yat sakalaṁ parasmai
11.2.36.4,nārāyaṇāyeti samarpayet tat
11.2.37.1,bhayaṁ dvitīyābhiniveśataḥ syād
11.2.37.2,īśād apetasya viparyayo ’smṛtiḥ
11.2.37.3,tan-māyayāto budha ābhajet taṁ
11.2.37.4,bhaktyaikayeśaṁ guru-devatātmā
11.2.38.1,avidyamāno ’py avabhāti hi dvayo
11.2.38.2,dhyātur dhiyā svapna-manorathau yathā
11.2.38.3,tat karma-saṅkalpa-vikalpakaṁ mano
11.2.38.4,budho nirundhyād abhayaṁ tataḥ syāt
11.2.39.1,śṛṇvan su-bhadrāṇi rathāṅga-pāṇer
11.2.39.2,janmāni karmāṇi ca yāni loke
11.2.39.3,gītāni nāmāni tad-arthakāni
11.2.39.4,gāyan vilajjo vicared asaṅgaḥ
11.2.40.1,evaṁ-vrataḥ sva-priya-nāma-kīrtyā
11.2.40.2,jātānurāgo druta-citta uccaiḥ
11.2.40.3,hasaty atho roditi rauti gāyaty
11.2.40.4,unmāda-van nṛtyati loka-bāhyaḥ
11.2.41.1,khaṁ vāyum agniṁ salilaṁ mahīṁ ca
11.2.41.2,jyotīṁṣi sattvāni diśo drumādīn
11.2.41.3,sarit-samudrāṁś ca hareḥ śarīraṁ
11.2.41.4,yat kiṁ ca bhūtaṁ praṇamed ananyaḥ
11.2.42.1,bhaktiḥ pareśānubhavo viraktir
11.2.42.2,anyatra caiṣa trika eka-kālaḥ
11.2.42.3,prapadyamānasya yathāśnataḥ syus
11.2.42.4,tuṣṭiḥ puṣṭiḥ kṣud-apāyo ’nu-ghāsam
11.2.43.1,ity acyutāṅghriṁ bhajato ’nuvṛttyā
11.2.43.2,bhaktir viraktir bhagavat-prabodhaḥ
11.2.43.3,bhavanti vai bhāgavatasya rājaṁs
11.2.43.4,tataḥ parāṁ śāntim upaiti sākṣāt
11.2.44.1,śrī-rājovāca
11.2.45.1,śrī-havir uvāca
11.2.46.1,īśvare tad-adhīneṣu
11.2.46.2,bāliśeṣu dviṣatsu ca
11.2.46.3,prema-maitrī-kṛpopekṣā
11.2.46.4,yaḥ karoti sa madhyamaḥ
11.2.47.1,arcāyām eva haraye
11.2.47.2,pūjāṁ yaḥ śraddhayehate
11.2.47.3,na tad-bhakteṣu cānyeṣu
11.2.47.4,sa bhaktaḥ prākṛtaḥ smṛtaḥ
11.2.48.1,gṛhītvāpīndriyair arthān
11.2.48.2,yo na dveṣṭi na hṛṣyati
11.2.48.3,viṣṇor māyām idaṁ paśyan
11.2.48.4,sa vai bhāgavatottamaḥ
11.2.49.1,dehendriya-prāṇa-mano-dhiyāṁ yo
11.2.49.2,janmāpyaya-kṣud-bhaya-tarṣa-kṛcchraiḥ
11.2.49.3,saṁsāra-dharmair avimuhyamānaḥ
11.2.49.4,smṛtyā harer bhāgavata-pradhānaḥ
11.2.50.1,na kāma-karma-bījānāṁ
11.2.50.2,yasya cetasi sambhavaḥ
11.2.50.3,vāsudevaika-nilayaḥ
11.2.50.4,sa vai bhāgavatottamaḥ
11.2.51.1,na yasya janma-karmabhyāṁ
11.2.51.2,na varṇāśrama-jātibhiḥ
11.2.51.3,sajjate ’sminn ahaṁ-bhāvo
11.2.51.4,dehe vai sa hareḥ priyaḥ
11.2.52.1,na yasya svaḥ para iti
11.2.52.2,vitteṣv ātmani vā bhidā
11.2.52.3,sarva-bhūta-samaḥ śāntaḥ
11.2.52.4,sa vai bhāgavatottamaḥ
11.2.53.1,tri-bhuvana-vibhava-hetave ’py akuṇṭha-
11.2.53.2,smṛtir ajitātma-surādibhir vimṛgyāt
11.2.53.3,na calati bhagavat-padāravindāl
11.2.53.4,lava-nimiṣārdham api yaḥ sa vaiṣṇavāgryaḥ
11.2.54.1,bhagavata uru-vikramāṅghri-śākhā-
11.2.54.2,nakha-maṇi-candrikayā nirasta-tāpe
11.2.54.3,hṛdi katham upasīdatāṁ punaḥ sa
11.2.54.4,prabhavati candra ivodite ’rka-tāpaḥ
11.2.55.1,visṛjati hṛdayaṁ na yasya sākṣād
11.2.55.2,dharir avaśābhihito ’py aghaugha-nāśaḥ
11.2.55.3,praṇaya-rasanayā dhṛtāṅghri-padmaḥ
11.2.55.4,sa bhavati bhāgavata-pradhāna uktaḥ
11.3.1.1,śrī-rājovāca
11.3.2.1,nānutṛpye juṣan yuṣmad-
11.3.2.2,vaco hari-kathāmṛtam
11.3.2.3,saṁsāra-tāpa-nistapto
11.3.2.4,martyas tat-tāpa-bheṣajam
11.3.3.1,śrī-antarīkṣa uvāca
11.3.4.1,evaṁ sṛṣṭāni bhūtāni
11.3.4.2,praviṣṭaḥ pañca-dhātubhiḥ
11.3.4.3,ekadhā daśadhātmānaṁ
11.3.4.4,vibhajan juṣate guṇān
11.3.5.1,guṇair guṇān sa bhuñjāna
11.3.5.2,ātma-pradyotitaiḥ prabhuḥ
11.3.5.3,manyamāna idaṁ sṛṣṭam
11.3.5.4,ātmānam iha sajjate
11.3.6.1,karmāṇi karmabhiḥ kurvan
11.3.6.2,sa-nimittāni deha-bhṛt
11.3.6.3,tat tat karma-phalaṁ gṛhṇan
11.3.6.4,bhramatīha sukhetaram
11.3.7.1,itthaṁ karma-gatīr gacchan
11.3.7.2,bahv-abhadra-vahāḥ pumān
11.3.7.3,ābhūta-samplavāt sarga-
11.3.7.4,pralayāv aśnute ’vaśaḥ
11.3.8.1,dhātūpaplava āsanne
11.3.8.2,vyaktaṁ dravya-guṇātmakam
11.3.8.3,anādi-nidhanaḥ kālo
11.3.8.4,hy avyaktāyāpakarṣati
11.3.9.1,śata-varṣā hy anāvṛṣṭir
11.3.9.2,bhaviṣyaty ulbaṇā bhuvi
11.3.9.3,tat-kālopacitoṣṇārko
11.3.9.4,lokāṁs trīn pratapiṣyati
11.3.10.1,pātāla-talam ārabhya
11.3.10.2,saṅkarṣaṇa-mukhānalaḥ
11.3.10.3,dahann ūrdhva-śikho viṣvag
11.3.10.4,vardhate vāyuneritaḥ
11.3.11.1,saṁvartako megha-gaṇo
11.3.11.2,varṣati sma śataṁ samāḥ
11.3.11.3,dhārābhir hasti-hastābhir
11.3.11.4,līyate salile virāṭ
11.3.12.1,tato virājam utsṛjya
11.3.12.2,vairājaḥ puruṣo nṛpa
11.3.12.3,avyaktaṁ viśate sūkṣmaṁ
11.3.12.4,nirindhana ivānalaḥ
11.3.13.1,vāyunā hṛta-gandhā bhūḥ
11.3.13.2,salilatvāya kalpate
11.3.13.3,salilaṁ tad-dhṛta-rasaṁ
11.3.13.4,jyotiṣṭvāyopakalpate
11.3.14.1,hṛta-rūpaṁ tu tamasā
11.3.14.2,vāyau jyotiḥ pralīyate
11.3.14.3,hṛta-sparśo ’vakāśena
11.3.14.4,vāyur nabhasi līyate
11.3.14.5,kālātmanā hṛta-guṇaṁ
11.3.14.6,nabha ātmani līyate
11.3.15.1,indriyāṇi mano buddhiḥ
11.3.15.2,saha vaikārikair nṛpa
11.3.15.3,praviśanti hy ahaṅkāraṁ
11.3.15.4,sva-guṇair aham ātmani
11.3.16.1,eṣā māyā bhagavataḥ
11.3.16.2,sarga-sthity-anta-kāriṇī
11.3.16.3,tri-varṇā varṇitāsmābhiḥ
11.3.16.4,kiṁ bhūyaḥ śrotum icchasi
11.3.17.1,śrī-rājovāca
11.3.18.1,śrī-prabuddha uvāca
11.3.19.1,nityārtidena vittena
11.3.19.2,durlabhenātma-mṛtyunā
11.3.19.3,gṛhāpatyāpta-paśubhiḥ
11.3.19.4,kā prītiḥ sādhitaiś calaiḥ
11.3.20.1,evaṁ lokaṁ paraṁ vidyān
11.3.20.2,naśvaraṁ karma-nirmitam
11.3.20.3,sa-tulyātiśaya-dhvaṁsaṁ
11.3.20.4,yathā maṇḍala-vartinām
11.3.21.1,tasmād guruṁ prapadyeta
11.3.21.2,jijñāsuḥ śreya uttamam
11.3.21.3,śābde pare ca niṣṇātaṁ
11.3.21.4,brahmaṇy upaśamāśrayam
11.3.22.1,tatra bhāgavatān dharmān
11.3.22.2,śikṣed gurv-ātma-daivataḥ
11.3.22.3,amāyayānuvṛttyā yais
11.3.22.4,tuṣyed ātmātma-do hariḥ
11.3.23.1,sarvato manaso ’saṅgam
11.3.23.2,ādau saṅgaṁ ca sādhuṣu
11.3.23.3,dayāṁ maitrīṁ praśrayaṁ ca
11.3.23.4,bhūteṣv addhā yathocitam
11.3.24.1,śaucaṁ tapas titikṣāṁ ca
11.3.24.2,maunaṁ svādhyāyam ārjavam
11.3.24.3,brahmacaryam ahiṁsāṁ ca
11.3.24.4,samatvaṁ dvandva-saṁjñayoḥ
11.3.25.1,sarvatrātmeśvarānvīkṣāṁ
11.3.25.2,kaivalyam aniketatām
11.3.25.3,vivikta-cīra-vasanaṁ
11.3.25.4,santoṣaṁ yena kenacit
11.3.26.1,śraddhāṁ bhāgavate śāstre
11.3.26.2,’nindām anyatra cāpi hi
11.3.26.3,mano-vāk-karma-daṇḍaṁ ca
11.3.26.4,satyaṁ śama-damāv api
11.3.27-28.1,śravaṇaṁ kīrtanaṁ dhyānaṁ
11.3.27-28.2,harer adbhuta-karmaṇaḥ
11.3.27-28.3,janma-karma-guṇānāṁ ca
11.3.27-28.4,tad-arthe ’khila-ceṣṭitam
11.3.29.1,evaṁ kṛṣṇātma-nātheṣu
11.3.29.2,manuṣyeṣu ca sauhṛdam
11.3.29.3,paricaryāṁ cobhayatra
11.3.29.4,mahatsu nṛṣu sādhuṣu
11.3.30.1,parasparānukathanaṁ
11.3.30.2,pāvanaṁ bhagavad-yaśaḥ
11.3.30.3,mitho ratir mithas tuṣṭir
11.3.30.4,nivṛttir mitha ātmanaḥ
11.3.31.1,smarantaḥ smārayantaś ca
11.3.31.2,mitho ’ghaugha-haraṁ harim
11.3.31.3,bhaktyā sañjātayā bhaktyā
11.3.31.4,bibhraty utpulakāṁ tanum
11.3.32.1,kvacid rudanty acyuta-cintayā kvacid
11.3.32.2,dhasanti nandanti vadanty alaukikāḥ
11.3.32.3,nṛtyanti gāyanty anuśīlayanty ajaṁ
11.3.32.4,bhavanti tūṣṇīṁ param etya nirvṛtāḥ
11.3.33.1,iti bhāgavatān dharmān
11.3.33.2,śikṣan bhaktyā tad-utthayā
11.3.33.3,nārāyaṇa-paro māyām
11.3.33.4,añjas tarati dustarām
11.3.34.1,śrī-rājovāca
11.3.35.1,śrī-pippalāyana uvāca
11.3.36.1,naitan mano viśati vāg uta cakṣur ātmā
11.3.36.2,prāṇendriyāṇi ca yathānalam arciṣaḥ svāḥ
11.3.36.3,śabdo ’pi bodhaka-niṣedhatayātma-mūlam
11.3.36.4,arthoktam āha yad-ṛte na niṣedha-siddhiḥ
11.3.37.1,sattvaṁ rajas tama iti tri-vṛd ekam ādau
11.3.37.2,sūtraṁ mahān aham iti pravadanti jīvam
11.3.37.3,jñāna-kriyārtha-phala-rūpatayoru-śakti
11.3.37.4,brahmaiva bhāti sad asac ca tayoḥ paraṁ yat
11.3.38.1,nātmā jajāna na mariṣyati naidhate ’sau
11.3.38.2,na kṣīyate savana-vid vyabhicāriṇāṁ hi
11.3.38.3,sarvatra śaśvad anapāyy upalabdhi-mātraṁ
11.3.38.4,prāṇo yathendriya-balena vikalpitaṁ sat
11.3.39.1,aṇḍeṣu peśiṣu taruṣv aviniściteṣu
11.3.39.2,prāṇo hi jīvam upadhāvati tatra tatra
11.3.39.3,sanne yad indriya-gaṇe ’hami ca prasupte
11.3.39.4,kūṭa-stha āśayam ṛte tad-anusmṛtir naḥ
11.3.40.1,yarhy abja-nābha-caraṇaiṣaṇayoru-bhaktyā
11.3.40.2,ceto-malāni vidhamed guṇa-karma-jāni
11.3.40.3,tasmin viśuddha upalabhyata ātma-tattvaṁ
11.3.40.4,śākṣād yathāmala-dṛśoḥ savitṛ-prakāśaḥ
11.3.41.1,śrī-rājovāca
11.3.42.1,evaṁ praśnam ṛṣīn pūrvam
11.3.42.2,apṛcchaṁ pitur antike
11.3.42.3,nābruvan brahmaṇaḥ putrās
11.3.42.4,tatra kāraṇam ucyatām
11.3.43.1,śrī-āvirhotra uvāca
11.3.44.1,parokṣa-vādo vedo ’yaṁ
11.3.44.2,bālānām anuśāsanam
11.3.44.3,karma-mokṣāya karmāṇi
11.3.44.4,vidhatte hy agadaṁ yathā
11.3.45.1,nācared yas tu vedoktaṁ
11.3.45.2,svayam ajño ’jitendriyaḥ
11.3.45.3,vikarmaṇā hy adharmeṇa
11.3.45.4,mṛtyor mṛtyum upaiti saḥ
11.3.46.1,vedoktam eva kurvāṇo
11.3.46.2,niḥsaṅgo ’rpitam īśvare
11.3.46.3,naiṣkarmyaṁ labhate siddhiṁ
11.3.46.4,rocanārthā phala-śrutiḥ
11.3.47.1,ya āśu hṛdaya-granthiṁ
11.3.47.2,nirjihīrṣuḥ parātmanaḥ
11.3.47.3,vidhinopacared devaṁ
11.3.47.4,tantroktena ca keśavam
11.3.48.1,labdhvānugraha ācāryāt
11.3.48.2,tena sandarśitāgamaḥ
11.3.48.3,mahā-puruṣam abhyarcen
11.3.48.4,mūrtyābhimatayātmanaḥ
11.3.49.1,śuciḥ sammukham āsīnaḥ
11.3.49.2,prāṇa-saṁyamanādibhiḥ
11.3.49.3,piṇḍaṁ viśodhya sannyāsa-
11.3.49.4,kṛta-rakṣo ’rcayed dharim
11.3.50-51.1,arcādau hṛdaye cāpi
11.3.50-51.2,yathā-labdhopacārakaiḥ
11.3.50-51.3,dravya-kṣity-ātma-liṅgāni
11.3.50-51.4,niṣpādya prokṣya cāsanam
11.3.52-53.1,sāṅgopāṅgāṁ sa-pārṣadāṁ
11.3.52-53.2,tāṁ tāṁ mūrtiṁ sva-mantrataḥ
11.3.52-53.3,pādyārghyācamanīyādyaiḥ
11.3.52-53.4,snāna-vāso-vibhūṣaṇaiḥ
11.3.54.1,ātmānam tan-mayam dhyāyan
11.3.54.2,mūrtiṁ sampūjayed dhareḥ
11.3.54.3,śeṣām ādhāya śirasā
11.3.54.4,sva-dhāmny udvāsya sat-kṛtam
11.3.55.1,evam agny-arka-toyādāv
11.3.55.2,atithau hṛdaye ca yaḥ
11.3.55.3,yajatīśvaram ātmānam
11.3.55.4,acirān mucyate hi saḥ
11.4.1.1,śrī-rājovāca
11.4.2.1,śrī-drumila uvāca
11.4.3.1,bhūtair yadā pañcabhir ātma-sṛṣṭaiḥ
11.4.3.2,puraṁ virājaṁ viracayya tasmin
11.4.3.3,svāṁśena viṣṭaḥ puruṣābhidhānam
11.4.3.4,avāpa nārāyaṇa ādi-devaḥ
11.4.4.1,yat-kāya eṣa bhuvana-traya-sanniveśo
11.4.4.2,yasyendriyais tanu-bhṛtām ubhayendriyāṇi
11.4.4.3,jñānaṁ svataḥ śvasanato balam oja īhā
11.4.4.4,sattvādibhiḥ sthiti-layodbhava ādi-kartā
11.4.5.1,ādāv abhūc chata-dhṛtī rajasāsya sarge
11.4.5.2,viṣṇuḥ sthitau kratu-patir dvija-dharma-setuḥ
11.4.5.3,rudro ’pyayāya tamasā puruṣaḥ sa ādya
11.4.5.4,ity udbhava-sthiti-layāḥ satataṁ prajāsu
11.4.6.1,dharmasya dakṣa-duhitary ajaniṣṭa mūrtyāṁ
11.4.6.2,nārāyaṇo nara ṛṣi-pravaraḥ praśāntaḥ
11.4.6.3,naiṣkarmya-lakṣaṇam uvāca cacāra karma
11.4.6.4,yo ’dyāpi cāsta ṛṣi-varya-niṣevitāṅghriḥ
11.4.7.1,indro viśaṅkya mama dhāma jighṛkṣatīti
11.4.7.2,kāmaṁ nyayuṅkta sa-gaṇaṁ sa badary-upākhyam
11.4.7.3,gatvāpsaro-gaṇa-vasanta-sumanda-vātaiḥ
11.4.7.4,strī-prekṣaṇeṣubhir avidhyad atan-mahi-jñaḥ
11.4.8.1,vijñāya śakra-kṛtam akramam ādi-devaḥ
11.4.8.2,prāha prahasya gata-vismaya ejamānān
11.4.8.3,mā bhair vibho madana māruta deva-vadhvo
11.4.8.4,gṛhṇīta no balim aśūnyam imaṁ kurudhvam
11.4.9.1,itthaṁ bruvaty abhaya-de nara-deva devāḥ
11.4.9.2,sa-vrīḍa-namra-śirasaḥ sa-ghṛṇaṁ tam ūcuḥ
11.4.9.3,naitad vibho tvayi pare ’vikṛte vicitraṁ
11.4.9.4,svārāma-dhīra-nikarānata-pāda-padme
11.4.10.1,tvāṁ sevatāṁ sura-kṛtā bahavo ’ntarāyāḥ
11.4.10.2,svauko vilaṅghya paramaṁ vrajatāṁ padaṁ te
11.4.10.3,nānyasya barhiṣi balīn dadataḥ sva-bhāgān
11.4.10.4,dhatte padaṁ tvam avitā yadi vighna-mūrdhni
11.4.11.1,kṣut-tṛṭ-tri-kāla-guṇa-māruta-jaihva-śaiṣṇān
11.4.11.2,asmān apāra-jaladhīn atitīrya kecit
11.4.11.3,krodhasya yānti viphalasya vaśaṁ pade gor
11.4.11.4,majjanti duścara-tapaś ca vṛthotsṛjanti
11.4.12.1,iti pragṛṇatāṁ teṣāṁ
11.4.12.2,striyo ’ty-adbhuta-darśanāḥ
11.4.12.3,darśayām āsa śuśrūṣāṁ
11.4.12.4,sv-arcitāḥ kurvatīr vibhuḥ
11.4.13.1,te devānucarā dṛṣṭvā
11.4.13.2,striyaḥ śrīr iva rūpiṇīḥ
11.4.13.3,gandhena mumuhus tāsāṁ
11.4.13.4,rūpaudārya-hata-śriyaḥ
11.4.14.1,tān āha deva-deveśaḥ
11.4.14.2,praṇatān prahasann iva
11.4.14.3,āsām ekatamāṁ vṛṅdhvaṁ
11.4.14.4,sa-varṇāṁ svarga-bhūṣaṇām
11.4.15.1,om ity ādeśam ādāya
11.4.15.2,natvā taṁ sura-vandinaḥ
11.4.15.3,urvaśīm apsaraḥ-śreṣṭhāṁ
11.4.15.4,puraskṛtya divaṁ yayuḥ
11.4.16.1,indrāyānamya sadasi
11.4.16.2,śṛṇvatāṁ tri-divaukasām
11.4.16.3,ūcur nārāyaṇa-balaṁ
11.4.16.4,śakras tatrāsa vismitaḥ
11.4.17.1,haṁsa-svarūpy avadad acyuta ātma-yogaṁ
