ids,sentences
8.5.25.1,tatrādṛṣṭa-svarūpāya
8.5.25.2,śruta-pūrvāya vai prabhuḥ
8.5.25.3,stutim abrūta daivībhir
8.5.25.4,gīrbhis tv avahitendriyaḥ
8.5.26.1,śrī-brahmovāca
8.5.27.1,vipaścitaṁ prāṇa-mano-dhiyātmanām
8.5.27.2,arthendriyābhāsam anidram avraṇam
8.5.27.3,chāyātapau yatra na gṛdhra-pakṣau
8.5.27.4,tam akṣaraṁ khaṁ tri-yugaṁ vrajāmahe
8.5.28.1,ajasya cakraṁ tv ajayeryamāṇaṁ
8.5.28.2,manomayaṁ pañcadaśāram āśu
8.5.28.3,tri-nābhi vidyuc-calam aṣṭa-nemi
8.5.28.4,yad-akṣam āhus tam ṛtaṁ prapadye
8.5.29.1,ya eka-varṇaṁ tamasaḥ paraṁ tad
8.5.29.2,alokam avyaktam ananta-pāram
8.5.29.3,āsāṁ cakāropasuparṇam enam
8.5.29.4,upāsate yoga-rathena dhīrāḥ
8.5.30.1,na yasya kaścātititarti māyāṁ
8.5.30.2,yayā jano muhyati veda nārtham
8.5.30.3,taṁ nirjitātmātma-guṇaṁ pareśaṁ
8.5.30.4,namāma bhūteṣu samaṁ carantam
8.5.31.1,ime vayaṁ yat-priyayaiva tanvā
8.5.31.2,sattvena sṛṣṭā bahir-antar-āviḥ
8.5.31.3,gatiṁ na sūkṣmām ṛṣayaś ca vidmahe
8.5.31.4,kuto ’surādyā itara-pradhānāḥ
8.5.32.1,pādau mahīyaṁ sva-kṛtaiva yasya
8.5.32.2,catur-vidho yatra hi bhūta-sargaḥ
8.5.32.3,sa vai mahā-pūruṣa ātma-tantraḥ
8.5.32.4,prasīdatāṁ brahma mahā-vibhūtiḥ
8.5.33.1,ambhas tu yad-reta udāra-vīryaṁ
8.5.33.2,sidhyanti jīvanty uta vardhamānāḥ
8.5.33.3,lokā yato ’thākhila-loka-pālāḥ
8.5.33.4,prasīdatāṁ naḥ sa mahā-vibhūtiḥ
8.5.34.1,somaṁ mano yasya samāmananti
8.5.34.2,divaukasāṁ yo balam andha āyuḥ
8.5.34.3,īśo nagānāṁ prajanaḥ prajānāṁ
8.5.34.4,prasīdatāṁ naḥ sa mahā-vibhūtiḥ
8.5.35.1,agnir mukhaṁ yasya tu jāta-vedā
8.5.35.2,jātaḥ kriyā-kāṇḍa-nimitta-janmā
8.5.35.3,antaḥ-samudre ’nupacan sva-dhātūn
8.5.35.4,prasīdatāṁ naḥ sa mahā-vibhūtiḥ
8.5.36.1,yac-cakṣur āsīt taraṇir deva-yānaṁ
8.5.36.2,trayīmayo brahmaṇa eṣa dhiṣṇyam
8.5.36.3,dvāraṁ ca mukter amṛtaṁ ca mṛtyuḥ
8.5.36.4,prasīdatāṁ naḥ sa mahā-vibhūtiḥ
8.5.37.1,prāṇād abhūd yasya carācarāṇāṁ
8.5.37.2,prāṇaḥ saho balam ojaś ca vāyuḥ
8.5.37.3,anvāsma samrājam ivānugā vayaṁ
8.5.37.4,prasīdatāṁ naḥ sa mahā-vibhūtiḥ
8.5.38.1,śrotrād diśo yasya hṛdaś ca khāni
8.5.38.2,prajajñire khaṁ puruṣasya nābhyāḥ
8.5.38.3,prāṇendriyātmāsu-śarīra-ketaḥ
8.5.38.4,prasīdatāṁ naḥ sa mahā-vibhūtiḥ
8.5.39.1,balān mahendras tri-daśāḥ prasādān
8.5.39.2,manyor girīśo dhiṣaṇād viriñcaḥ
8.5.39.3,khebhyas tu chandāṁsy ṛṣayo meḍhrataḥ kaḥ
8.5.39.4,prasīdatāṁ naḥ sa mahā-vibhūtiḥ
8.5.40.1,śrīr vakṣasaḥ pitaraś chāyayāsan
8.5.40.2,dharmaḥ stanād itaraḥ pṛṣṭhato ’bhūt
8.5.40.3,dyaur yasya śīrṣṇo ’psaraso vihārāt
8.5.40.4,prasīdatāṁ naḥ sa mahā-vibhūtiḥ
8.5.41.1,vipro mukhād brahma ca yasya guhyaṁ
