ids,sentences
1.1.14.2,yan-nāma vivaśo gṛṇan
1.1.14.3,tataḥ sadyo vimucyeta
1.1.14.4,yad bibheti svayaṁ bhayam
1.1.15.1,yat-pāda-saṁśrayāḥ sūta
1.1.15.2,munayaḥ praśamāyanāḥ
1.1.15.3,sadyaḥ punanty upaspṛṣṭāḥ
1.1.15.4,svardhuny-āpo ’nusevayā
1.1.16.1,ko vā bhagavatas tasya
1.1.16.2,puṇya-ślokeḍya-karmaṇaḥ
1.1.16.3,śuddhi-kāmo na śṛṇuyād
1.1.16.4,yaśaḥ kali-malāpaham
1.1.17.1,tasya karmāṇy udārāṇi
1.1.17.2,parigītāni sūribhiḥ
1.1.17.3,brūhi naḥ śraddadhānānāṁ
1.1.17.4,līlayā dadhataḥ kalāḥ
1.1.18.1,athākhyāhi harer dhīmann
1.1.18.2,avatāra-kathāḥ śubhāḥ
1.1.18.3,līlā vidadhataḥ svairam
1.1.18.4,īśvarasyātma-māyayā
1.1.19.1,vayaṁ tu na vitṛpyāma
1.1.19.2,uttama-śloka-vikrame
1.1.19.3,yac-chṛṇvatāṁ rasa-jñānāṁ
1.1.19.4,svādu svādu pade pade
1.1.20.1,kṛtavān kila karmāṇi
1.1.20.2,saha rāmeṇa keśavaḥ
1.1.20.3,atimartyāni bhagavān
1.1.20.4,gūḍhaḥ kapaṭa-mānuṣaḥ
1.1.21.1,kalim āgatam ājñāya
1.1.21.2,kṣetre ’smin vaiṣṇave vayam
1.1.21.3,āsīnā dīrgha-satreṇa
1.1.21.4,kathāyāṁ sakṣaṇā hareḥ
1.1.22.1,tvaṁ naḥ sandarśito dhātrā
1.1.22.2,dustaraṁ nistitīrṣatām
1.1.22.3,kaliṁ sattva-haraṁ puṁsāṁ
1.1.22.4,karṇa-dhāra ivārṇavam
1.1.23.1,brūhi yogeśvare kṛṣṇe
1.1.23.2,brahmaṇye dharma-varmaṇi
1.1.23.3,svāṁ kāṣṭhām adhunopete
1.1.23.4,dharmaḥ kaṁ śaraṇaṁ gataḥ
1.2.1.1,vyāsa uvāca
1.2.2.1,sūta uvāca
1.2.3.1,yaḥ svānubhāvam akhila-śruti-sāram ekam
1.2.3.2,adhyātma-dīpam atititīrṣatāṁ tamo ’ndham
1.2.3.3,saṁsāriṇāṁ karuṇayāha purāṇa-guhyaṁ
1.2.3.4,taṁ vyāsa-sūnum upayāmi guruṁ munīnām
1.2.4.1,nārāyaṇaṁ namaskṛtya
1.2.4.2,naraṁ caiva narottamam
1.2.4.3,devīṁ sarasvatīṁ vyāsaṁ
1.2.4.4,tato jayam udīrayet
1.2.5.1,munayaḥ sādhu pṛṣṭo ’haṁ
1.2.5.2,bhavadbhir loka-maṅgalam
1.2.5.3,yat kṛtaḥ kṛṣṇa-sampraśno
1.2.5.4,yenātmā suprasīdati
1.2.6.1,sa vai puṁsāṁ paro dharmo
1.2.6.2,yato bhaktir adhokṣaje
1.2.6.3,ahaituky apratihatā
1.2.6.4,yayātmā suprasīdati
1.2.7.1,vāsudeve bhagavati
1.2.7.2,bhakti-yogaḥ prayojitaḥ
1.2.7.3,janayaty āśu vairāgyaṁ
1.2.7.4,jñānaṁ ca yad ahaitukam
1.2.8.1,dharmaḥ svanuṣṭhitaḥ puṁsāṁ
1.2.8.2,viṣvaksena-kathāsu yaḥ
1.2.8.3,notpādayed yadi ratiṁ
1.2.8.4,śrama eva hi kevalam
1.2.9.1,dharmasya hy āpavargyasya
1.2.9.2,nārtho ’rthāyopakalpate
1.2.9.3,nārthasya dharmaikāntasya
1.2.9.4,kāmo lābhāya hi smṛtaḥ
1.2.10.1,kāmasya nendriya-prītir
1.2.10.2,lābho jīveta yāvatā
1.2.10.3,jīvasya tattva-jijñāsā
1.2.10.4,nārtho yaś ceha karmabhiḥ
1.2.11.1,vadanti tat tattva-vidas
1.2.11.2,tattvaṁ yaj jñānam advayam
1.2.11.3,brahmeti paramātmeti
1.2.11.4,bhagavān iti śabdyate
1.2.12.1,tac chraddadhānā munayo
1.2.12.2,jñāna-vairāgya-yuktayā
1.2.12.3,paśyanty ātmani cātmānaṁ
1.2.12.4,bhaktyā śruta-gṛhītayā
1.2.13.1,ataḥ pumbhir dvija-śreṣṭhā
1.2.13.2,varṇāśrama-vibhāgaśaḥ
1.2.13.3,svanuṣṭhitasya dharmasya
1.2.13.4,saṁsiddhir hari-toṣaṇam
1.2.14.1,tasmād ekena manasā
1.2.14.2,bhagavān sātvatāṁ patiḥ
1.2.14.3,śrotavyaḥ kīrtitavyaś ca
1.2.14.4,dhyeyaḥ pūjyaś ca nityadā
1.2.15.1,yad-anudhyāsinā yuktāḥ
1.2.15.2,karma-granthi-nibandhanam
1.2.15.3,chindanti kovidās tasya
1.2.15.4,ko na kuryāt kathā-ratim
1.2.16.1,śuśrūṣoḥ śraddadhānasya
1.2.16.2,vāsudeva-kathā-ruciḥ
1.2.16.3,syān mahat-sevayā viprāḥ
1.2.16.4,puṇya-tīrtha-niṣevaṇāt
1.2.17.1,śṛṇvatāṁ sva-kathāḥ kṛṣṇaḥ
1.2.17.2,puṇya-śravaṇa-kīrtanaḥ
1.2.17.3,hṛdy antaḥ stho hy abhadrāṇi
1.2.17.4,vidhunoti suhṛt satām
1.2.18.1,naṣṭa-prāyeṣv abhadreṣu
1.2.18.2,nityaṁ bhāgavata-sevayā
1.2.18.3,bhagavaty uttama-śloke
1.2.18.4,bhaktir bhavati naiṣṭhikī
1.2.19.1,tadā rajas-tamo-bhāvāḥ
1.2.19.2,kāma-lobhādayaś ca ye
1.2.19.3,ceta etair anāviddhaṁ
1.2.19.4,sthitaṁ sattve prasīdati
1.2.20.1,evaṁ prasanna-manaso
1.2.20.2,bhagavad-bhakti-yogataḥ
1.2.20.3,bhagavat-tattva-vijñānaṁ
1.2.20.4,mukta-saṅgasya jāyate
1.2.21.1,bhidyate hṛdaya-granthiś
1.2.21.2,chidyante sarva-saṁśayāḥ
1.2.21.3,kṣīyante cāsya karmāṇi
1.2.21.4,dṛṣṭa evātmanīśvare
1.2.22.1,ato vai kavayo nityaṁ
1.2.22.2,bhaktiṁ paramayā mudā
1.2.22.3,vāsudeve bhagavati
1.2.22.4,kurvanty ātma-prasādanīm
1.2.23.1,sattvaṁ rajas tama iti prakṛter guṇās tair
1.2.23.2,yuktaḥ paraḥ puruṣa eka ihāsya dhatte
1.2.23.3,sthity-ādaye hari-viriñci-hareti saṁjñāḥ
1.2.23.4,śreyāṁsi tatra khalu sattva-tanor nṛṇāṁ syuḥ
1.2.24.1,pārthivād dāruṇo dhūmas
1.2.24.2,tasmād agnis trayīmayaḥ
1.2.24.3,tamasas tu rajas tasmāt
1.2.24.4,sattvaṁ yad brahma-darśanam
1.2.25.1,bhejire munayo ’thāgre
1.2.25.2,bhagavantam adhokṣajam
1.2.25.3,sattvaṁ viśuddhaṁ kṣemāya
1.2.25.4,kalpante ye ’nu tān iha
1.2.26.1,mumukṣavo ghora-rūpān
1.2.26.2,hitvā bhūta-patīn atha
1.2.26.3,nārāyaṇa-kalāḥ śāntā
1.2.26.4,bhajanti hy anasūyavaḥ
1.2.27.1,rajas-tamaḥ-prakṛtayaḥ
1.2.27.2,sama-śīlā bhajanti vai
1.2.27.3,pitṛ-bhūta-prajeśādīn
1.2.27.4,śriyaiśvarya-prajepsavaḥ
1.2.28-29.1,vāsudeva-parā vedā
1.2.28-29.2,vāsudeva-parā makhāḥ
1.2.28-29.3,vāsudeva-parā yogā
1.2.28-29.4,vāsudeva-parāḥ kriyāḥ
1.2.30.1,sa evedaṁ sasarjāgre
1.2.30.2,bhagavān ātma-māyayā
1.2.30.3,sad-asad-rūpayā cāsau
1.2.30.4,guṇamayāguṇo vibhuḥ
1.2.31.1,tayā vilasiteṣv eṣu
1.2.31.2,guṇeṣu guṇavān iva
1.2.31.3,antaḥ-praviṣṭa ābhāti
1.2.31.4,vijñānena vijṛmbhitaḥ
1.2.32.1,yathā hy avahito vahnir
1.2.32.2,dāruṣv ekaḥ sva-yoniṣu
1.2.32.3,nāneva bhāti viśvātmā
1.2.32.4,bhūteṣu ca tathā pumān
1.2.33.1,asau guṇamayair bhāvair
1.2.33.2,bhūta-sūkṣmendriyātmabhiḥ
1.2.33.3,sva-nirmiteṣu nirviṣṭo
1.2.33.4,bhuṅkte bhūteṣu tad-guṇān
1.2.34.1,bhāvayaty eṣa sattvena
1.2.34.2,lokān vai loka-bhāvanaḥ
1.2.34.3,līlāvatārānurato
1.2.34.4,deva-tiryaṅ-narādiṣu
1.3.1.1,sūta uvāca
1.3.2.1,yasyāmbhasi śayānasya
1.3.2.2,yoga-nidrāṁ vitanvataḥ
1.3.2.3,nābhi-hradāmbujād āsīd
1.3.2.4,brahmā viśva-sṛjāṁ patiḥ
1.3.3.1,yasyāvayava-saṁsthānaiḥ
1.3.3.2,kalpito loka-vistaraḥ
1.3.3.3,tad vai bhagavato rūpaṁ
1.3.3.4,viśuddhaṁ sattvam ūrjitam
1.3.4.1,paśyanty ado rūpam adabhra-cakṣuṣā
1.3.4.2,sahasra-pādoru-bhujānanādbhutam
1.3.4.3,sahasra-mūrdha-śravaṇākṣi-nāsikaṁ
1.3.4.4,sahasra-mauly-ambara-kuṇḍalollasat
1.3.5.1,etan nānāvatārāṇāṁ
1.3.5.2,nidhānaṁ bījam avyayam
1.3.5.3,yasyāṁśāṁśena sṛjyante
1.3.5.4,deva-tiryaṅ-narādayaḥ
1.3.6.1,sa eva prathamaṁ devaḥ
1.3.6.2,kaumāraṁ sargam āśritaḥ
1.3.6.3,cacāra duścaraṁ brahmā
1.3.6.4,brahmacaryam akhaṇḍitam
1.3.7.1,dvitīyaṁ tu bhavāyāsya
1.3.7.2,rasātala-gatāṁ mahīm
1.3.7.3,uddhariṣyann upādatta
1.3.7.4,yajñeśaḥ saukaraṁ vapuḥ
1.3.8.1,tṛtīyam ṛṣi-sargaṁ vai
1.3.8.2,devarṣitvam upetya saḥ
1.3.8.3,tantraṁ sātvatam ācaṣṭa
1.3.8.4,naiṣkarmyaṁ karmaṇāṁ yataḥ
1.3.9.1,turye dharma-kalā-sarge
1.3.9.2,nara-nārāyaṇāv ṛṣī
1.3.9.3,bhūtvātmopaśamopetam
1.3.9.4,akarot duścaraṁ tapaḥ
1.3.10.1,pañcamaḥ kapilo nāma
1.3.10.2,siddheśaḥ kāla-viplutam
1.3.10.3,provācāsuraye sāṅkhyaṁ
1.3.10.4,tattva-grāma-vinirṇayam
1.3.11.1,ṣaṣṭham atrer apatyatvaṁ
1.3.11.2,vṛtaḥ prāpto ’nasūyayā
1.3.11.3,ānvīkṣikīm alarkāya
1.3.11.4,prahlādādibhya ūcivān
1.3.12.1,tataḥ saptama ākūtyāṁ
1.3.12.2,rucer yajño ’bhyajāyata
1.3.12.3,sa yāmādyaiḥ sura-gaṇair
1.3.12.4,apāt svāyambhuvāntaram
1.3.13.1,aṣṭame merudevyāṁ tu
1.3.13.2,nābher jāta urukramaḥ
1.3.13.3,darśayan vartma dhīrāṇāṁ
1.3.13.4,sarvāśrama-namaskṛtam
1.3.14.1,ṛṣibhir yācito bheje
1.3.14.2,navamaṁ pārthivaṁ vapuḥ
1.3.14.3,dugdhemām oṣadhīr viprās
1.3.14.4,tenāyaṁ sa uśattamaḥ
1.3.15.1,rūpaṁ sa jagṛhe mātsyaṁ
1.3.15.2,cākṣuṣodadhi-samplave
1.3.15.3,nāvy āropya mahī-mayyām
1.3.15.4,apād vaivasvataṁ manum
1.3.16.1,surāsurāṇām udadhiṁ
1.3.16.2,mathnatāṁ mandarācalam
1.3.16.3,dadhre kamaṭha-rūpeṇa
1.3.16.4,pṛṣṭha ekādaśe vibhuḥ
1.3.17.1,dhānvantaraṁ dvādaśamaṁ
1.3.17.2,trayodaśamam eva ca
1.3.17.3,apāyayat surān anyān
1.3.17.4,mohinyā mohayan striyā
1.3.18.1,caturdaśaṁ nārasiṁhaṁ
1.3.18.2,bibhrad daityendram ūrjitam
1.3.18.3,dadāra karajair ūrāv
1.3.18.4,erakāṁ kaṭa-kṛd yathā
1.3.19.1,pañcadaśaṁ vāmanakaṁ
1.3.19.2,kṛtvāgād adhvaraṁ baleḥ
1.3.19.3,pada-trayaṁ yācamānaḥ
1.3.19.4,pratyāditsus tri-piṣṭapam
1.3.20.1,avatāre ṣoḍaśame
1.3.20.2,paśyan brahma-druho nṛpān
1.3.20.3,triḥ-sapta-kṛtvaḥ kupito
1.3.20.4,niḥ-kṣatrām akaron mahīm
1.3.21.1,tataḥ saptadaśe jātaḥ
1.3.21.2,satyavatyāṁ parāśarāt
1.3.21.3,cakre veda-taroḥ śākhā
1.3.21.4,dṛṣṭvā puṁso ’lpa-medhasaḥ
1.3.22.1,nara-devatvam āpannaḥ
1.3.22.2,sura-kārya-cikīrṣayā
1.3.22.3,samudra-nigrahādīni
1.3.22.4,cakre vīryāṇy ataḥ param
1.3.23.1,ekonaviṁśe viṁśatime
1.3.23.2,vṛṣṇiṣu prāpya janmanī
1.3.23.3,rāma-kṛṣṇāv iti bhuvo
1.3.23.4,bhagavān aharad bharam
1.3.24.1,tataḥ kalau sampravṛtte
1.3.24.2,sammohāya sura-dviṣām
1.3.24.3,buddho nāmnāñjana-sutaḥ
1.3.24.4,kīkaṭeṣu bhaviṣyati
1.3.25.1,athāsau yuga-sandhyāyāṁ
1.3.25.2,dasyu-prāyeṣu rājasu
1.3.25.3,janitā viṣṇu-yaśaso
1.3.25.4,nāmnā kalkir jagat-patiḥ
1.3.26.1,avatārā hy asaṅkhyeyā
1.3.26.2,hareḥ sattva-nidher dvijāḥ
1.3.26.3,yathāvidāsinaḥ kulyāḥ
1.3.26.4,sarasaḥ syuḥ sahasraśaḥ
1.3.27.1,ṛṣayo manavo devā
1.3.27.2,manu-putrā mahaujasaḥ
1.3.27.3,kalāḥ sarve harer eva
1.3.27.4,saprajāpatayaḥ smṛtāḥ
1.3.28.1,ete cāṁśa-kalāḥ puṁsaḥ
1.3.28.2,kṛṣṇas tu bhagavān svayam
1.3.28.3,indrāri-vyākulaṁ lokaṁ
1.3.28.4,mṛḍayanti yuge yuge
1.3.29.1,janma guhyaṁ bhagavato
1.3.29.2,ya etat prayato naraḥ
1.3.29.3,sāyaṁ prātar gṛṇan bhaktyā
1.3.29.4,duḥkha-grāmād vimucyate
1.3.30.1,etad rūpaṁ bhagavato
1.3.30.2,hy arūpasya cid-ātmanaḥ
1.3.30.3,māyā-guṇair viracitaṁ
1.3.30.4,mahadādibhir ātmani
1.3.31.1,yathā nabhasi meghaugho
1.3.31.2,reṇur vā pārthivo ’nile
1.3.31.3,evaṁ draṣṭari dṛśyatvam
1.3.31.4,āropitam abuddhibhiḥ
1.3.32.1,ataḥ paraṁ yad avyaktam
1.3.32.2,avyūḍha-guṇa-bṛṁhitam
1.3.32.3,adṛṣṭāśruta-vastutvāt
1.3.32.4,sa jīvo yat punar-bhavaḥ
1.3.33.1,yatreme sad-asad-rūpe
1.3.33.2,pratiṣiddhe sva-saṁvidā
1.3.33.3,avidyayātmani kṛte
1.3.33.4,iti tad brahma-darśanam
1.3.34.1,yady eṣoparatā devī
1.3.34.2,māyā vaiśāradī matiḥ
1.3.34.3,sampanna eveti vidur
1.3.34.4,mahimni sve mahīyate
1.3.35.1,evaṁ janmāni karmāṇi
1.3.35.2,hy akartur ajanasya ca
1.3.35.3,varṇayanti sma kavayo
1.3.35.4,veda-guhyāni hṛt-pateḥ
1.3.36.1,sa vā idaṁ viśvam amogha-līlaḥ
1.3.36.2,sṛjaty avaty atti na sajjate ’smin
1.3.36.3,bhūteṣu cāntarhita ātma-tantraḥ
1.3.36.4,ṣāḍ-vargikaṁ jighrati ṣaḍ-guṇeśaḥ
1.3.37.1,na cāsya kaścin nipuṇena dhātur
1.3.37.2,avaiti jantuḥ kumanīṣa ūtīḥ
1.3.37.3,nāmāni rūpāṇi mano-vacobhiḥ
1.3.37.4,santanvato naṭa-caryām ivājñaḥ
1.3.38.1,sa veda dhātuḥ padavīṁ parasya
1.3.38.2,duranta-vīryasya rathāṅga-pāṇeḥ
1.3.38.3,yo ’māyayā santatayānuvṛttyā
1.3.38.4,bhajeta tat-pāda-saroja-gandham
1.3.39.1,atheha dhanyā bhagavanta itthaṁ
1.3.39.2,yad vāsudeve ’khila-loka-nāthe
1.3.39.3,kurvanti sarvātmakam ātma-bhāvaṁ
1.3.39.4,na yatra bhūyaḥ parivarta ugraḥ
1.3.40.1,idaṁ bhāgavataṁ nāma
1.3.40.2,purāṇaṁ brahma-sammitam
1.3.40.3,uttama-śloka-caritaṁ
1.3.40.4,cakāra bhagavān ṛṣiḥ
1.3.40.5,niḥśreyasāya lokasya
1.3.40.6,dhanyaṁ svasty-ayanaṁ mahat
1.3.41.1,tad idaṁ grāhayām āsa
1.3.41.2,sutam ātmavatāṁ varam
1.3.41.3,sarva-vedetihāsānāṁ
1.3.41.4,sāraṁ sāraṁ samuddhṛtam
1.3.42.1,sa tu saṁśrāvayām āsa
1.3.42.2,mahārājaṁ parīkṣitam
1.3.42.3,prāyopaviṣṭaṁ gaṅgāyāṁ
1.3.42.4,parītaṁ paramarṣibhiḥ
1.3.43.1,kṛṣṇe sva-dhāmopagate
1.3.43.2,dharma-jñānādibhiḥ saha
1.3.43.3,kalau naṣṭa-dṛśām eṣa
1.3.43.4,purāṇārko ’dhunoditaḥ
1.3.44.1,tatra kīrtayato viprā
1.3.44.2,viprarṣer bhūri-tejasaḥ
1.3.44.3,ahaṁ cādhyagamaṁ tatra
1.3.44.4,niviṣṭas tad-anugrahāt
1.3.44.5,so ’haṁ vaḥ śrāvayiṣyāmi
1.3.44.6,yathādhītaṁ yathā-mati
1.4.1.1,vyāsa uvāca
1.4.2.1,śaunaka uvāca
1.4.3.1,kasmin yuge pravṛtteyaṁ
1.4.3.2,sthāne vā kena hetunā
1.4.3.3,kutaḥ sañcoditaḥ kṛṣṇaḥ
1.4.3.4,kṛtavān saṁhitāṁ muniḥ
1.4.4.1,tasya putro mahā-yogī
1.4.4.2,sama-dṛṅ nirvikalpakaḥ
1.4.4.3,ekānta-matir unnidro
1.4.4.4,gūḍho mūḍha iveyate
1.4.5.1,dṛṣṭvānuyāntam ṛṣim ātmajam apy anagnaṁ
1.4.5.2,devyo hriyā paridadhur na sutasya citram
1.4.5.3,tad vīkṣya pṛcchati munau jagadus tavāsti
1.4.5.4,strī-pum-bhidā na tu sutasya vivikta-dṛṣṭeḥ
1.4.6.1,katham ālakṣitaḥ pauraiḥ
1.4.6.2,samprāptaḥ kuru-jāṅgalān
1.4.6.3,unmatta-mūka-jaḍavad
1.4.6.4,vicaran gaja-sāhvaye
1.4.7.1,kathaṁ vā pāṇḍaveyasya
1.4.7.2,rājarṣer muninā saha
1.4.7.3,saṁvādaḥ samabhūt tāta
1.4.7.4,yatraiṣā sātvatī śrutiḥ
1.4.8.1,sa go-dohana-mātraṁ hi
1.4.8.2,gṛheṣu gṛha-medhinām
1.4.8.3,avekṣate mahā-bhāgas
1.4.8.4,tīrthī-kurvaṁs tad āśramam
1.4.9.1,abhimanyu-sutaṁ sūta
1.4.9.2,prāhur bhāgavatottamam
1.4.9.3,tasya janma mahāścaryaṁ
1.4.9.4,karmāṇi ca gṛṇīhi naḥ
1.4.10.1,sa samrāṭ kasya vā hetoḥ
1.4.10.2,pāṇḍūnāṁ māna-vardhanaḥ
1.4.10.3,prāyopaviṣṭo gaṅgāyām
1.4.10.4,anādṛtyādhirāṭ-śriyam
1.4.11.1,namanti yat-pāda-niketam ātmanaḥ
1.4.11.2,śivāya hānīya dhanāni śatravaḥ
1.4.11.3,kathaṁ sa vīraḥ śriyam aṅga dustyajāṁ
1.4.11.4,yuvaiṣatotsraṣṭum aho sahāsubhiḥ
1.4.12.1,śivāya lokasya bhavāya bhūtaye
1.4.12.2,ya uttama-śloka-parāyaṇā janāḥ
1.4.12.3,jīvanti nātmārtham asau parāśrayaṁ
1.4.12.4,mumoca nirvidya kutaḥ kalevaram
1.4.13.1,tat sarvaṁ naḥ samācakṣva
1.4.13.2,pṛṣṭo yad iha kiñcana
1.4.13.3,manye tvāṁ viṣaye vācāṁ
1.4.13.4,snātam anyatra chāndasāt
1.4.14.1,sūta uvāca
1.4.15.1,sa kadācit sarasvatyā
1.4.15.2,upaspṛśya jalaṁ śuciḥ
1.4.15.3,vivikta eka āsīna
1.4.15.4,udite ravi-maṇḍale
1.4.16.1,parāvara-jñaḥ sa ṛṣiḥ
1.4.16.2,kālenāvyakta-raṁhasā
1.4.16.3,yuga-dharma-vyatikaraṁ
1.4.16.4,prāptaṁ bhuvi yuge yuge
1.4.17-18.1,bhautikānāṁ ca bhāvānāṁ
1.4.17-18.2,śakti-hrāsaṁ ca tat-kṛtam
1.4.17-18.3,aśraddadhānān niḥsattvān
1.4.17-18.4,durmedhān hrasitāyuṣaḥ
1.4.19.1,cātur-hotraṁ karma śuddhaṁ
1.4.19.2,prajānāṁ vīkṣya vaidikam
1.4.19.3,vyadadhād yajña-santatyai
1.4.19.4,vedam ekaṁ catur-vidham
1.4.20.1,ṛg-yajuḥ-sāmātharvākhyā
1.4.20.2,vedāś catvāra uddhṛtāḥ
1.4.20.3,itihāsa-purāṇaṁ ca
1.4.20.4,pañcamo veda ucyate
1.4.21.1,tatrarg-veda-dharaḥ pailaḥ
1.4.21.2,sāmago jaiminiḥ kaviḥ
1.4.21.3,vaiśampāyana evaiko
1.4.21.4,niṣṇāto yajuṣām uta
1.4.22.1,atharvāṅgirasām āsīt
1.4.22.2,sumantur dāruṇo muniḥ
1.4.22.3,itihāsa-purāṇānāṁ
1.4.22.4,pitā me romaharṣaṇaḥ
1.4.23.1,ta eta ṛṣayo vedaṁ
1.4.23.2,svaṁ svaṁ vyasyann anekadhā
1.4.23.3,śiṣyaiḥ praśiṣyais tac-chiṣyair
1.4.23.4,vedās te śākhino ’bhavan
1.4.24.1,ta eva vedā durmedhair
1.4.24.2,dhāryante puruṣair yathā
1.4.24.3,evaṁ cakāra bhagavān
1.4.24.4,vyāsaḥ kṛpaṇa-vatsalaḥ
1.4.25.1,strī-śūdra-dvijabandhūnāṁ
1.4.25.2,trayī na śruti-gocarā
1.4.25.3,karma-śreyasi mūḍhānāṁ
1.4.25.4,śreya evaṁ bhaved iha
1.4.25.5,iti bhāratam ākhyānaṁ
1.4.25.6,kṛpayā muninā kṛtam
1.4.26.1,evaṁ pravṛttasya sadā
1.4.26.2,bhūtānāṁ śreyasi dvijāḥ
1.4.26.3,sarvātmakenāpi yadā
1.4.26.4,nātuṣyad dhṛdayaṁ tataḥ
1.4.27.1,nātiprasīdad-dhṛdayaḥ
1.4.27.2,sarasvatyās taṭe śucau
1.4.27.3,vitarkayan vivikta-stha
1.4.27.4,idaṁ covāca dharma-vit
1.4.28-29.1,dhṛta-vratena hi mayā
1.4.28-29.2,chandāṁsi guravo ’gnayaḥ
1.4.28-29.3,mānitā nirvyalīkena
1.4.28-29.4,gṛhītaṁ cānuśāsanam
1.4.30.1,tathāpi bata me daihyo
1.4.30.2,hy ātmā caivātmanā vibhuḥ
1.4.30.3,asampanna ivābhāti
1.4.30.4,brahma-varcasya sattamaḥ
1.4.31.1,kiṁ vā bhāgavatā dharmā
1.4.31.2,na prāyeṇa nirūpitāḥ
1.4.31.3,priyāḥ paramahaṁsānāṁ
1.4.31.4,ta eva hy acyuta-priyāḥ
1.4.32.1,tasyaivaṁ khilam ātmānaṁ
1.4.32.2,manyamānasya khidyataḥ
1.4.32.3,kṛṣṇasya nārado ’bhyāgād
1.4.32.4,āśramaṁ prāg udāhṛtam
1.4.33.1,tam abhijñāya sahasā
1.4.33.2,pratyutthāyāgataṁ muniḥ
1.4.33.3,pūjayām āsa vidhivan
1.4.33.4,nāradaṁ sura-pūjitam
1.5.1.1,sūta uvāca
1.5.2.1,nārada uvāca
1.5.3.1,jijñāsitaṁ susampannam
1.5.3.2,api te mahad-adbhutam
1.5.3.3,kṛtavān bhārataṁ yas tvaṁ
1.5.3.4,sarvārtha-paribṛṁhitam
1.5.4.1,jijñāsitam adhītaṁ ca
1.5.4.2,brahma yat tat sanātanam
1.5.4.3,tathāpi śocasy ātmānam
1.5.4.4,akṛtārtha iva prabho
1.5.5.1,vyāsa uvāca
1.5.6.1,sa vai bhavān veda samasta-guhyam
1.5.6.2,upāsito yat puruṣaḥ purāṇaḥ
1.5.6.3,parāvareśo manasaiva viśvaṁ
1.5.6.4,sṛjaty avaty atti guṇair asaṅgaḥ
1.5.7.1,tvaṁ paryaṭann arka iva tri-lokīm
1.5.7.2,antaś-caro vāyur ivātma-sākṣī
1.5.7.3,parāvare brahmaṇi dharmato vrataiḥ
1.5.7.4,snātasya me nyūnam alaṁ vicakṣva
1.5.8.1,śrī-nārada uvāca
1.5.9.1,yathā dharmādayaś cārthā
1.5.9.2,muni-varyānukīrtitāḥ
1.5.9.3,na tathā vāsudevasya
1.5.9.4,mahimā hy anuvarṇitaḥ
1.5.10.1,na yad vacaś citra-padaṁ harer yaśo
1.5.10.2,jagat-pavitraṁ pragṛṇīta karhicit
