ids,sentences
10.2.28.3,tvan-māyayā saṁvṛta-cetasas tvāṁ
10.2.28.4,paśyanti nānā na vipaścito ye
10.2.29.1,bibharṣi rūpāṇy avabodha ātmā
10.2.29.2,kṣemāya lokasya carācarasya
10.2.29.3,sattvopapannāni sukhāvahāni
10.2.29.4,satām abhadrāṇi muhuḥ khalānām
10.2.30.1,tvayy ambujākṣākhila-sattva-dhāmni
10.2.30.2,samādhināveśita-cetasaike
10.2.30.3,tvat-pāda-potena mahat-kṛtena
10.2.30.4,kurvanti govatsa-padaṁ bhavābdhim
10.2.31.1,svayaṁ samuttīrya sudustaraṁ dyuman
10.2.31.2,bhavārṇavaṁ bhīmam adabhra-sauhṛdāḥ
10.2.31.3,bhavat-padāmbhoruha-nāvam atra te
10.2.31.4,nidhāya yātāḥ sad-anugraho bhavān
10.2.32.1,ye ’nye ’ravindākṣa vimukta-māninas
10.2.32.2,tvayy asta-bhāvād aviśuddha-buddhayaḥ
10.2.32.3,āruhya kṛcchreṇa paraṁ padaṁ tataḥ
10.2.32.4,patanty adho ’nādṛta-yuṣmad-aṅghrayaḥ
10.2.33.1,tathā na te mādhava tāvakāḥ kvacid
10.2.33.2,bhraśyanti mārgāt tvayi baddha-sauhṛdāḥ
10.2.33.3,tvayābhiguptā vicaranti nirbhayā
10.2.33.4,vināyakānīkapa-mūrdhasu prabho
10.2.34.1,sattvaṁ viśuddhaṁ śrayate bhavān sthitau
10.2.34.2,śarīriṇāṁ śreya-upāyanaṁ vapuḥ
10.2.34.3,veda-kriyā-yoga-tapaḥ-samādhibhis
10.2.34.4,tavārhaṇaṁ yena janaḥ samīhate
10.2.35.1,sattvaṁ na ced dhātar idaṁ nijaṁ bhaved
10.2.35.2,vijñānam ajñāna-bhidāpamārjanam
10.2.35.3,guṇa-prakāśair anumīyate bhavān
10.2.35.4,prakāśate yasya ca yena vā guṇaḥ
10.2.36.1,na nāma-rūpe guṇa-janma-karmabhir
10.2.36.2,nirūpitavye tava tasya sākṣiṇaḥ
10.2.36.3,mano-vacobhyām anumeya-vartmano
10.2.36.4,deva kriyāyāṁ pratiyanty athāpi hi
10.2.37.1,śṛṇvan gṛṇan saṁsmarayaṁś ca cintayan
10.2.37.2,nāmāni rūpāṇi ca maṅgalāni te
10.2.37.3,kriyāsu yas tvac-caraṇāravindayor
10.2.37.4,āviṣṭa-cetā na bhavāya kalpate
10.2.38.1,diṣṭyā hare ’syā bhavataḥ pado bhuvo
10.2.38.2,bhāro ’panītas tava janmaneśituḥ
10.2.38.3,diṣṭyāṅkitāṁ tvat-padakaiḥ suśobhanair
10.2.38.4,drakṣyāma gāṁ dyāṁ ca tavānukampitām
10.2.39.1,na te ’bhavasyeśa bhavasya kāraṇaṁ
10.2.39.2,vinā vinodaṁ bata tarkayāmahe
10.2.39.3,bhavo nirodhaḥ sthitir apy avidyayā
10.2.39.4,kṛtā yatas tvayy abhayāśrayātmani
10.2.40.1,matsyāśva-kacchapa-nṛsiṁha-varāha-haṁsa-
10.2.40.2,rājanya-vipra-vibudheṣu kṛtāvatāraḥ
10.2.40.3,tvaṁ pāsi nas tri-bhuvanaṁ ca yathādhuneśa
10.2.40.4,bhāraṁ bhuvo hara yadūttama vandanaṁ te
10.2.41.1,diṣṭyāmba te kukṣi-gataḥ paraḥ pumān
10.2.41.2,aṁśena sākṣād bhagavān bhavāya naḥ
10.2.41.3,mābhūd bhayaṁ bhoja-pater mumūrṣor
10.2.41.4,goptā yadūnāṁ bhavitā tavātmajaḥ
10.2.42.1,śrī-śuka uvāca
10.3.1-5.1,śrī-śuka uvāca
10.3.6.1,jaguḥ kinnara-gandharvās
10.3.6.2,tuṣṭuvuḥ siddha-cāraṇāḥ
10.3.6.3,vidyādharyaś ca nanṛtur
10.3.6.4,apsarobhiḥ samaṁ mudā
10.3.7-8.1,mumucur munayo devāḥ
10.3.7-8.2,sumanāṁsi mudānvitāḥ
10.3.7-8.3,mandaṁ mandaṁ jaladharā
10.3.7-8.4,jagarjur anusāgaram
10.3.9-10.1,tam adbhutaṁ bālakam ambujekṣaṇaṁ
10.3.9-10.2,catur-bhujaṁ śaṅkha-gadādy-udāyudham
10.3.9-10.3,śrīvatsa-lakṣmaṁ gala-śobhi-kaustubhaṁ
10.3.9-10.4,pītāmbaraṁ sāndra-payoda-saubhagam
10.3.11.1,sa vismayotphulla-vilocano hariṁ
10.3.11.2,sutaṁ vilokyānakadundubhis tadā
10.3.11.3,kṛṣṇāvatārotsava-sambhramo ’spṛśan
10.3.11.4,mudā dvijebhyo ’yutam āpluto gavām
10.3.12.1,athainam astaud avadhārya pūruṣaṁ
10.3.12.2,paraṁ natāṅgaḥ kṛta-dhīḥ kṛtāñjaliḥ
10.3.12.3,sva-rociṣā bhārata sūtikā-gṛhaṁ
10.3.12.4,virocayantaṁ gata-bhīḥ prabhāva-vit
10.3.13.1,śrī-vasudeva uvāca
10.3.14.1,sa eva svaprakṛtyedaṁ
10.3.14.2,sṛṣṭvāgre tri-guṇātmakam
10.3.14.3,tad anu tvaṁ hy apraviṣṭaḥ
10.3.14.4,praviṣṭa iva bhāvyase
10.3.15-17.1,yatheme ’vikṛtā bhāvās
10.3.15-17.2,tathā te vikṛtaiḥ saha
10.3.15-17.3,nānā-vīryāḥ pṛthag-bhūtā
10.3.15-17.4,virājaṁ janayanti hi
10.3.18.1,ya ātmano dṛśya-guṇeṣu sann iti
10.3.18.2,vyavasyate sva-vyatirekato ’budhaḥ
10.3.18.3,vinānuvādaṁ na ca tan manīṣitaṁ
10.3.18.4,samyag yatas tyaktam upādadat pumān
10.3.19.1,tvatto ’sya janma-sthiti-saṁyamān vibho
10.3.19.2,vadanty anīhād aguṇād avikriyāt
10.3.19.3,tvayīśvare brahmaṇi no virudhyate
10.3.19.4,tvad-āśrayatvād upacaryate guṇaiḥ
10.3.20.1,sa tvaṁ tri-loka-sthitaye sva-māyayā
10.3.20.2,bibharṣi śuklaṁ khalu varṇam ātmanaḥ
10.3.20.3,sargāya raktaṁ rajasopabṛṁhitaṁ
10.3.20.4,kṛṣṇaṁ ca varṇaṁ tamasā janātyaye
10.3.21.1,tvam asya lokasya vibho rirakṣiṣur
10.3.21.2,gṛhe ’vatīrṇo ’si mamākhileśvara
10.3.21.3,rājanya-saṁjñāsura-koṭi-yūthapair
10.3.21.4,nirvyūhyamānā nihaniṣyase camūḥ
10.3.22.1,ayaṁ tv asabhyas tava janma nau gṛhe
10.3.22.2,śrutvāgrajāṁs te nyavadhīt sureśvara
10.3.22.3,sa te ’vatāraṁ puruṣaiḥ samarpitaṁ
10.3.22.4,śrutvādhunaivābhisaraty udāyudhaḥ
10.3.23.1,śrī-śuka uvāca
10.3.24.1,śrī-devaky uvāca
10.3.25.1,naṣṭe loke dvi-parārdhāvasāne
10.3.25.2,mahā-bhūteṣv ādi-bhūtaṁ gateṣu
10.3.25.3,vyakte ’vyaktaṁ kāla-vegena yāte
10.3.25.4,bhavān ekaḥ śiṣyate ’śeṣa-saṁjñaḥ
10.3.26.1,yo ’yaṁ kālas tasya te ’vyakta-bandho
10.3.26.2,ceṣṭām āhuś ceṣṭate yena viśvam
10.3.26.3,nimeṣādir vatsarānto mahīyāṁs
10.3.26.4,taṁ tveśānaṁ kṣema-dhāma prapadye
10.3.27.1,martyo mṛtyu-vyāla-bhītaḥ palāyan
10.3.27.2,lokān sarvān nirbhayaṁ nādhyagacchat
10.3.27.3,tvat pādābjaṁ prāpya yadṛcchayādya
10.3.27.4,susthaḥ śete mṛtyur asmād apaiti
10.3.28.1,sa tvaṁ ghorād ugrasenātmajān nas
10.3.28.2,trāhi trastān bhṛtya-vitrāsa-hāsi
10.3.28.3,rūpaṁ cedaṁ pauruṣaṁ dhyāna-dhiṣṇyaṁ
10.3.28.4,mā pratyakṣaṁ māṁsa-dṛśāṁ kṛṣīṣṭhāḥ
10.3.29.1,janma te mayy asau pāpo
10.3.29.2,mā vidyān madhusūdana
10.3.29.3,samudvije bhavad-dhetoḥ
10.3.29.4,kaṁsād aham adhīra-dhīḥ
10.3.30.1,upasaṁhara viśvātmann
10.3.30.2,ado rūpam alaukikam
10.3.30.3,śaṅkha-cakra-gadā-padma-
10.3.30.4,śriyā juṣṭaṁ catur-bhujam
10.3.31.1,viśvaṁ yad etat sva-tanau niśānte
10.3.31.2,yathāvakāśaṁ puruṣaḥ paro bhavān
10.3.31.3,bibharti so ’yaṁ mama garbhago ’bhūd
10.3.31.4,aho nṛ-lokasya viḍambanaṁ hi tat
10.3.32.1,śrī-bhagavān uvāca
10.3.33.1,yuvāṁ vai brahmaṇādiṣṭau
10.3.33.2,prajā-sarge yadā tataḥ
10.3.33.3,sanniyamyendriya-grāmaṁ
10.3.33.4,tepāthe paramaṁ tapaḥ
10.3.34-35.1,varṣa-vātātapa-hima-
10.3.34-35.2,gharma-kāla-guṇān anu
10.3.34-35.3,sahamānau śvāsa-rodha-
10.3.34-35.4,vinirdhūta-mano-malau
10.3.36.1,evaṁ vāṁ tapyatos tīvraṁ
10.3.36.2,tapaḥ parama-duṣkaram
10.3.36.3,divya-varṣa-sahasrāṇi
10.3.36.4,dvādaśeyur mad-ātmanoḥ
10.3.37-38.1,tadā vāṁ parituṣṭo ’ham
10.3.37-38.2,amunā vapuṣānaghe
10.3.37-38.3,tapasā śraddhayā nityaṁ
10.3.37-38.4,bhaktyā ca hṛdi bhāvitaḥ
10.3.39.1,ajuṣṭa-grāmya-viṣayāv
10.3.39.2,anapatyau ca dam-patī
10.3.39.3,na vavrāthe ’pavargaṁ me
10.3.39.4,mohitau deva-māyayā
10.3.40.1,gate mayi yuvāṁ labdhvā
10.3.40.2,varaṁ mat-sadṛśaṁ sutam
10.3.40.3,grāmyān bhogān abhuñjāthāṁ
10.3.40.4,yuvāṁ prāpta-manorathau
10.3.41.1,adṛṣṭvānyatamaṁ loke
10.3.41.2,śīlaudārya-guṇaiḥ samam
10.3.41.3,ahaṁ suto vām abhavaṁ
10.3.41.4,pṛśnigarbha iti śrutaḥ
10.3.42.1,tayor vāṁ punar evāham
10.3.42.2,adityām āsa kaśyapāt
10.3.42.3,upendra iti vikhyāto
10.3.42.4,vāmanatvāc ca vāmanaḥ
10.3.43.1,tṛtīye ’smin bhave ’haṁ vai
10.3.43.2,tenaiva vapuṣātha vām
10.3.43.3,jāto bhūyas tayor eva
10.3.43.4,satyaṁ me vyāhṛtaṁ sati
10.3.44.1,etad vāṁ darśitaṁ rūpaṁ
10.3.44.2,prāg-janma-smaraṇāya me
10.3.44.3,nānyathā mad-bhavaṁ jñānaṁ
10.3.44.4,martya-liṅgena jāyate
