ids,sentences
2.1.13.3,muhūrtāt sarvam utsṛjya
2.1.13.4,gatavān abhayaṁ harim
2.1.14.1,tavāpy etarhi kauravya
2.1.14.2,saptāhaṁ jīvitāvadhiḥ
2.1.14.3,upakalpaya tat sarvaṁ
2.1.14.4,tāvad yat sāmparāyikam
2.1.15.1,anta-kāle tu puruṣa
2.1.15.2,āgate gata-sādhvasaḥ
2.1.15.3,chindyād asaṅga-śastreṇa
2.1.15.4,spṛhāṁ dehe ’nu ye ca tam
2.1.16.1,gṛhāt pravrajito dhīraḥ
2.1.16.2,puṇya-tīrtha-jalāplutaḥ
2.1.16.3,śucau vivikta āsīno
2.1.16.4,vidhivat kalpitāsane
2.1.17.1,abhyasen manasā śuddhaṁ
2.1.17.2,trivṛd-brahmākṣaraṁ param
2.1.17.3,mano yacchej jita-śvāso
2.1.17.4,brahma-bījam avismaran
2.1.18.1,niyacched viṣayebhyo ’kṣān
2.1.18.2,manasā buddhi-sārathiḥ
2.1.18.3,manaḥ karmabhir ākṣiptaṁ
2.1.18.4,śubhārthe dhārayed dhiyā
2.1.19.1,tatraikāvayavaṁ dhyāyed
2.1.19.2,avyucchinnena cetasā
2.1.19.3,mano nirviṣayaṁ yuktvā
2.1.19.4,tataḥ kiñcana na smaret
2.1.19.5,padaṁ tat paramaṁ viṣṇor
2.1.19.6,mano yatra prasīdati
2.1.20.1,rajas-tamobhyām ākṣiptaṁ
2.1.20.2,vimūḍhaṁ mana ātmanaḥ
2.1.20.3,yacched dhāraṇayā dhīro
2.1.20.4,hanti yā tat-kṛtaṁ malam
2.1.21.1,yasyāṁ sandhāryamāṇāyāṁ
2.1.21.2,yogino bhakti-lakṣaṇaḥ
2.1.21.3,āśu sampadyate yoga
2.1.21.4,āśrayaṁ bhadram īkṣataḥ
2.1.22.1,rājovāca
2.1.23.1,śrī-śuka uvāca
2.1.24.1,viśeṣas tasya deho ’yaṁ
2.1.24.2,sthaviṣṭhaś ca sthavīyasām
2.1.24.3,yatredaṁ vyajyate viśvaṁ
2.1.24.4,bhūtaṁ bhavyaṁ bhavac ca sat
2.1.25.1,aṇḍa-kośe śarīre ’smin
2.1.25.2,saptāvaraṇa-saṁyute
2.1.25.3,vairājaḥ puruṣo yo ’sau
2.1.25.4,bhagavān dhāraṇāśrayaḥ
2.1.26.1,pātālam etasya hi pāda-mūlaṁ
2.1.26.2,paṭhanti pārṣṇi-prapade rasātalam
2.1.26.3,mahātalaṁ viśva-sṛjo ’tha gulphau
2.1.26.4,talātalaṁ vai puruṣasya jaṅghe
2.1.27.1,dve jānunī sutalaṁ viśva-mūrter
2.1.27.2,ūru-dvayaṁ vitalaṁ cātalaṁ ca
2.1.27.3,mahītalaṁ taj-jaghanaṁ mahīpate
2.1.27.4,nabhastalaṁ nābhi-saro gṛṇanti
2.1.28.1,uraḥ-sthalaṁ jyotir-anīkam asya
2.1.28.2,grīvā mahar vadanaṁ vai jano ’sya
2.1.28.3,tapo varāṭīṁ vidur ādi-puṁsaḥ
2.1.28.4,satyaṁ tu śīrṣāṇi sahasra-śīrṣṇaḥ
2.1.29.1,indrādayo bāhava āhur usrāḥ
2.1.29.2,karṇau diśaḥ śrotram amuṣya śabdaḥ
2.1.29.3,nāsatya-dasrau paramasya nāse
2.1.29.4,ghrāṇo ’sya gandho mukham agnir iddhaḥ
2.1.30.1,dyaur akṣiṇī cakṣur abhūt pataṅgaḥ
2.1.30.2,pakṣmāṇi viṣṇor ahanī ubhe ca
2.1.30.3,tad-bhrū-vijṛmbhaḥ parameṣṭhi-dhiṣṇyam
2.1.30.4,āpo ’sya tālū rasa eva jihvā
2.1.31.1,chandāṁsy anantasya śiro gṛṇanti
2.1.31.2,daṁṣṭrā yamaḥ sneha-kalā dvijāni
2.1.31.3,hāso janonmāda-karī ca māyā
2.1.31.4,duranta-sargo yad-apāṅga-mokṣaḥ
2.1.32.1,vrīḍottarauṣṭho ’dhara eva lobho
2.1.32.2,dharmaḥ stano ’dharma-patho ’sya pṛṣṭham
2.1.32.3,kas tasya meḍhraṁ vṛṣaṇau ca mitrau
2.1.32.4,kukṣiḥ samudrā girayo ’sthi-saṅghāḥ
2.1.33.1,nadyo ’sya nāḍyo ’tha tanū-ruhāṇi
2.1.33.2,mahī-ruhā viśva-tanor nṛpendra
2.1.33.3,ananta-vīryaḥ śvasitaṁ mātariśvā
2.1.33.4,gatir vayaḥ karma guṇa-pravāhaḥ
2.1.34.1,īśasya keśān vidur ambuvāhān
2.1.34.2,vāsas tu sandhyāṁ kuru-varya bhūmnaḥ
2.1.34.3,avyaktam āhur hṛdayaṁ manaś ca
2.1.34.4,sa candramāḥ sarva-vikāra-kośaḥ
2.1.35.1,vijñāna-śaktiṁ mahim āmananti
2.1.35.2,sarvātmano ’ntaḥ-karaṇaṁ giritram
2.1.35.3,aśvāśvatary-uṣṭra-gajā nakhāni
2.1.35.4,sarve mṛgāḥ paśavaḥ śroṇi-deśe
2.1.36.1,vayāṁsi tad-vyākaraṇaṁ vicitraṁ
2.1.36.2,manur manīṣā manujo nivāsaḥ
2.1.36.3,gandharva-vidyādhara-cāraṇāpsaraḥ
2.1.36.4,svara-smṛtīr asurānīka-vīryaḥ
2.1.37.1,brahmānanaṁ kṣatra-bhujo mahātmā
2.1.37.2,viḍ ūrur aṅghri-śrita-kṛṣṇa-varṇaḥ
2.1.37.3,nānābhidhābhījya-gaṇopapanno
2.1.37.4,dravyātmakaḥ karma vitāna-yogaḥ
2.1.38.1,iyān asāv īśvara-vigrahasya
2.1.38.2,yaḥ sanniveśaḥ kathito mayā te
2.1.38.3,sandhāryate ’smin vapuṣi sthaviṣṭhe
2.1.38.4,manaḥ sva-buddhyā na yato ’sti kiñcit
2.1.39.1,sa sarva-dhī-vṛtty-anubhūta-sarva
2.1.39.2,ātmā yathā svapna-janekṣitaikaḥ
2.1.39.3,taṁ satyam ānanda-nidhiṁ bhajeta
2.1.39.4,nānyatra sajjed yata ātma-pātaḥ
2.2.1.1,śrī-śuka uvāca
2.2.2.1,śābdasya hi brahmaṇa eṣa panthā
2.2.2.2,yan nāmabhir dhyāyati dhīr apārthaiḥ
2.2.2.3,paribhramaṁs tatra na vindate ’rthān
2.2.2.4,māyāmaye vāsanayā śayānaḥ
2.2.3.1,ataḥ kavir nāmasu yāvad arthaḥ
2.2.3.2,syād apramatto vyavasāya-buddhiḥ
2.2.3.3,siddhe ’nyathārthe na yateta tatra
2.2.3.4,pariśramaṁ tatra samīkṣamāṇaḥ
2.2.4.1,satyāṁ kṣitau kiṁ kaśipoḥ prayāsair
2.2.4.2,bāhau svasiddhe hy upabarhaṇaiḥ kim
2.2.4.3,saty añjalau kiṁ purudhānna-pātryā
2.2.4.4,dig-valkalādau sati kiṁ dukūlaiḥ
2.2.5.1,cīrāṇi kiṁ pathi na santi diśanti bhikṣāṁ
2.2.5.2,naivāṅghripāḥ para-bhṛtaḥ sarito ’py aśuṣyan
2.2.5.3,ruddhā guhāḥ kim ajito ’vati nopasannān
2.2.5.4,kasmād bhajanti kavayo dhana-durmadāndhān
2.2.6.1,evaṁ sva-citte svata eva siddha
2.2.6.2,ātmā priyo ’rtho bhagavān anantaḥ
2.2.6.3,taṁ nirvṛto niyatārtho bhajeta
2.2.6.4,saṁsāra-hetūparamaś ca yatra
2.2.7.1,kas tāṁ tv anādṛtya parānucintām
2.2.7.2,ṛte paśūn asatīṁ nāma kuryāt
2.2.7.3,paśyañ janaṁ patitaṁ vaitaraṇyāṁ
2.2.7.4,sva-karmajān paritāpāñ juṣāṇam
2.2.8.1,kecit sva-dehāntar-hṛdayāvakāśe
2.2.8.2,prādeśa-mātraṁ puruṣaṁ vasantam
2.2.8.3,catur-bhujaṁ kañja-rathāṅga-śaṅkha-
2.2.8.4,gadā-dharaṁ dhāraṇayā smaranti
2.2.9.1,prasanna-vaktraṁ nalināyatekṣaṇaṁ
2.2.9.2,kadamba-kiñjalka-piśaṅga-vāsasam
2.2.9.3,lasan-mahā-ratna-hiraṇmayāṅgadaṁ
2.2.9.4,sphuran-mahā-ratna-kirīṭa-kuṇḍalam
2.2.10.1,unnidra-hṛt-paṅkaja-karṇikālaye
2.2.10.2,yogeśvarāsthāpita-pāda-pallavam
2.2.10.3,śrī-lakṣaṇaṁ kaustubha-ratna-kandharam
2.2.10.4,amlāna-lakṣmyā vana-mālayācitam
2.2.11.1,vibhūṣitaṁ mekhalayāṅgulīyakair
2.2.11.2,mahā-dhanair nūpura-kaṅkaṇādibhiḥ
2.2.11.3,snigdhāmalākuñcita-nīla-kuntalair
2.2.11.4,virocamānānana-hāsa-peśalam
2.2.12.1,adīna-līlā-hasitekṣaṇollasad-
2.2.12.2,bhrū-bhaṅga-saṁsūcita-bhūry-anugraham
2.2.12.3,īkṣeta cintāmayam enam īśvaraṁ
2.2.12.4,yāvan mano dhāraṇayāvatiṣṭhate
2.2.13.1,ekaikaśo ’ṅgāni dhiyānubhāvayet
2.2.13.2,pādādi yāvad dhasitaṁ gadābhṛtaḥ
2.2.13.3,jitaṁ jitaṁ sthānam apohya dhārayet
2.2.13.4,paraṁ paraṁ śuddhyati dhīr yathā yathā
2.2.14.1,yāvan na jāyeta parāvare ’smin
2.2.14.2,viśveśvare draṣṭari bhakti-yogaḥ
2.2.14.3,tāvat sthavīyaḥ puruṣasya rūpaṁ
2.2.14.4,kriyāvasāne prayataḥ smareta
2.2.15.1,sthiraṁ sukhaṁ cāsanam āsthito yatir
2.2.15.2,yadā jihāsur imam aṅga lokam
2.2.15.3,kāle ca deśe ca mano na sajjayet
2.2.15.4,prāṇān niyacchen manasā jitāsuḥ
2.2.16.1,manaḥ sva-buddhyāmalayā niyamya
2.2.16.2,kṣetra-jña etāṁ ninayet tam ātmani
2.2.16.3,ātmānam ātmany avarudhya dhīro
2.2.16.4,labdhopaśāntir virameta kṛtyāt
2.2.17.1,na yatra kālo ’nimiṣāṁ paraḥ prabhuḥ
2.2.17.2,kuto nu devā jagatāṁ ya īśire
2.2.17.3,na yatra sattvaṁ na rajas tamaś ca
2.2.17.4,na vai vikāro na mahān pradhānam
2.2.18.1,paraṁ padaṁ vaiṣṇavam āmananti tad
2.2.18.2,yan neti netīty atad utsisṛkṣavaḥ
2.2.18.3,visṛjya daurātmyam ananya-sauhṛdā
2.2.18.4,hṛdopaguhyārha-padaṁ pade pade
2.2.19.1,itthaṁ munis tūparamed vyavasthito
2.2.19.2,vijñāna-dṛg-vīrya-surandhitāśayaḥ
2.2.19.3,sva-pārṣṇināpīḍya gudaṁ tato ’nilaṁ
2.2.19.4,sthāneṣu ṣaṭsūnnamayej jita-klamaḥ
2.2.20.1,nābhyāṁ sthitaṁ hṛdy adhiropya tasmād
2.2.20.2,udāna-gatyorasi taṁ nayen muniḥ
2.2.20.3,tato ’nusandhāya dhiyā manasvī
2.2.20.4,sva-tālu-mūlaṁ śanakair nayeta
2.2.21.1,tasmād bhruvor antaram unnayeta
2.2.21.2,niruddha-saptāyatano ’napekṣaḥ
2.2.21.3,sthitvā muhūrtārdham akuṇṭha-dṛṣṭir
2.2.21.4,nirbhidya mūrdhan visṛjet paraṁ gataḥ
2.2.22.1,yadi prayāsyan nṛpa pārameṣṭhyaṁ
2.2.22.2,vaihāyasānām uta yad vihāram
2.2.22.3,aṣṭādhipatyaṁ guṇa-sannivāye
2.2.22.4,sahaiva gacchen manasendriyaiś ca
2.2.23.1,yogeśvarāṇāṁ gatim āhur antar-
2.2.23.2,bahis-tri-lokyāḥ pavanāntar-ātmanām
2.2.23.3,na karmabhis tāṁ gatim āpnuvanti
2.2.23.4,vidyā-tapo-yoga-samādhi-bhājām
2.2.24.1,vaiśvānaraṁ yāti vihāyasā gataḥ
2.2.24.2,suṣumṇayā brahma-pathena śociṣā
2.2.24.3,vidhūta-kalko ’tha harer udastāt
2.2.24.4,prayāti cakraṁ nṛpa śaiśumāram
2.2.25.1,tad viśva-nābhiṁ tv ativartya viṣṇor
2.2.25.2,aṇīyasā virajenātmanaikaḥ
2.2.25.3,namaskṛtaṁ brahma-vidām upaiti
2.2.25.4,kalpāyuṣo yad vibudhā ramante
2.2.26.1,atho anantasya mukhānalena
2.2.26.2,dandahyamānaṁ sa nirīkṣya viśvam
2.2.26.3,niryāti siddheśvara-yuṣṭa-dhiṣṇyaṁ
2.2.26.4,yad dvai-parārdhyaṁ tad u pārameṣṭhyam
2.2.27.1,na yatra śoko na jarā na mṛtyur
2.2.27.2,nārtir na codvega ṛte kutaścit
2.2.27.3,yac cit tato ’daḥ kṛpayānidaṁ-vidāṁ
2.2.27.4,duranta-duḥkha-prabhavānudarśanāt
2.2.28.1,tato viśeṣaṁ pratipadya nirbhayas
2.2.28.2,tenātmanāpo ’nala-mūrtir atvaran
2.2.28.3,jyotirmayo vāyum upetya kāle
2.2.28.4,vāyv-ātmanā khaṁ bṛhad ātma-liṅgam
2.2.29.1,ghrāṇena gandhaṁ rasanena vai rasaṁ
2.2.29.2,rūpaṁ ca dṛṣṭyā śvasanaṁ tvacaiva
2.2.29.3,śrotreṇa copetya nabho-guṇatvaṁ
2.2.29.4,prāṇena cākūtim upaiti yogī
2.2.30.1,sa bhūta-sūkṣmendriya-sannikarṣaṁ
2.2.30.2,manomayaṁ devamayaṁ vikāryam
2.2.30.3,saṁsādya gatyā saha tena yāti
2.2.30.4,vijñāna-tattvaṁ guṇa-sannirodham
2.2.31.1,tenātmanātmānam upaiti śāntam
2.2.31.2,ānandam ānandamayo ’vasāne
2.2.31.3,etāṁ gatiṁ bhāgavatīṁ gato yaḥ
2.2.31.4,sa vai punar neha viṣajjate ’ṅga
2.2.32.1,ete sṛtī te nṛpa veda-gīte
2.2.32.2,tvayābhipṛṣṭe ca sanātane ca
2.2.32.3,ye vai purā brahmaṇa āha tuṣṭa
2.2.32.4,ārādhito bhagavān vāsudevaḥ
2.2.33.1,na hy ato ’nyaḥ śivaḥ panthā
2.2.33.2,viśataḥ saṁsṛtāv iha
2.2.33.3,vāsudeve bhagavati
2.2.33.4,bhakti-yogo yato bhavet
2.2.34.1,bhagavān brahma kārtsnyena
2.2.34.2,trir anvīkṣya manīṣayā
2.2.34.3,tad adhyavasyat kūṭa-stho
2.2.34.4,ratir ātman yato bhavet
2.2.35.1,bhagavān sarva-bhūteṣu
2.2.35.2,lakṣitaḥ svātmanā hariḥ
2.2.35.3,dṛśyair buddhy-ādibhir draṣṭā
2.2.35.4,lakṣaṇair anumāpakaiḥ
2.2.36.1,tasmāt sarvātmanā rājan
2.2.36.2,hariḥ sarvatra sarvadā
2.2.36.3,śrotavyaḥ kīrtitavyaś ca
2.2.36.4,smartavyo bhagavān nṛṇām
2.2.37.1,pibanti ye bhagavata ātmanaḥ satāṁ
2.2.37.2,kathāmṛtaṁ śravaṇa-puṭeṣu sambhṛtam
2.2.37.3,punanti te viṣaya-vidūṣitāśayaṁ
2.2.37.4,vrajanti tac-caraṇa-saroruhāntikam
2.3.1.1,śrī-śuka uvāca
2.3.2-7.1,brahma-varcasa-kāmas tu
2.3.2-7.2,yajeta brahmaṇaḥ patim
2.3.2-7.3,indram indriya-kāmas tu
2.3.2-7.4,prajā-kāmaḥ prajāpatīn
2.3.8.1,dharmārtha uttama-ślokaṁ
2.3.8.2,tantuḥ tanvan pitṝn yajet
2.3.8.3,rakṣā-kāmaḥ puṇya-janān
2.3.8.4,ojas-kāmo marud-gaṇān
2.3.9.1,rājya-kāmo manūn devān
2.3.9.2,nirṛtiṁ tv abhicaran yajet
2.3.9.3,kāma-kāmo yajet somam
2.3.9.4,akāmaḥ puruṣaṁ param
2.3.10.1,akāmaḥ sarva-kāmo vā
2.3.10.2,mokṣa-kāma udāra-dhīḥ
2.3.10.3,tīvreṇa bhakti-yogena
2.3.10.4,yajeta puruṣaṁ param
2.3.11.1,etāvān eva yajatām
2.3.11.2,iha niḥśreyasodayaḥ
2.3.11.3,bhagavaty acalo bhāvo
2.3.11.4,yad bhāgavata-saṅgataḥ
2.3.12.1,jñānaṁ yad āpratinivṛtta-guṇormi-cakram
2.3.12.2,ātma-prasāda uta yatra guṇeṣv asaṅgaḥ
2.3.12.3,kaivalya-sammata-pathas tv atha bhakti-yogaḥ
2.3.12.4,ko nirvṛto hari-kathāsu ratiṁ na kuryāt
2.3.13.1,śaunaka uvāca
2.3.14.1,etac chuśrūṣatāṁ vidvan
2.3.14.2,sūta no ’rhasi bhāṣitum
2.3.14.3,kathā hari-kathodarkāḥ
2.3.14.4,satāṁ syuḥ sadasi dhruvam
2.3.15.1,sa vai bhāgavato rājā
2.3.15.2,pāṇḍaveyo mahā-rathaḥ
2.3.15.3,bāla-krīḍanakaiḥ krīḍan
2.3.15.4,kṛṣṇa-kṛīḍāṁ ya ādade
2.3.16.1,vaiyāsakiś ca bhagavān
2.3.16.2,vāsudeva-parāyaṇaḥ
2.3.16.3,urugāya-guṇodārāḥ
2.3.16.4,satāṁ syur hi samāgame
2.3.17.1,āyur harati vai puṁsām
2.3.17.2,udyann astaṁ ca yann asau
2.3.17.3,tasyarte yat-kṣaṇo nīta
2.3.17.4,uttama-śloka-vārtayā
2.3.18.1,taravaḥ kiṁ na jīvanti
2.3.18.2,bhastrāḥ kiṁ na śvasanty uta
2.3.18.3,na khādanti na mehanti
2.3.18.4,kiṁ grāme paśavo ’pare
2.3.19.1,śva-viḍ-varāhoṣṭra-kharaiḥ
2.3.19.2,saṁstutaḥ puruṣaḥ paśuḥ
2.3.19.3,na yat-karṇa-pathopeto
2.3.19.4,jātu nāma gadāgrajaḥ
2.3.20.1,bile batorukrama-vikramān ye
2.3.20.2,na śṛṇvataḥ karṇa-puṭe narasya
2.3.20.3,jihvāsatī dārdurikeva sūta
2.3.20.4,na copagāyaty urugāya-gāthāḥ
2.3.21.1,bhāraḥ paraṁ paṭṭa-kirīṭa-juṣṭam
2.3.21.2,apy uttamāṅgaṁ na namen mukundam
2.3.21.3,śāvau karau no kurute saparyāṁ
2.3.21.4,harer lasat-kāñcana-kaṅkaṇau vā
2.3.22.1,barhāyite te nayane narāṇāṁ
2.3.22.2,liṅgāni viṣṇor na nirīkṣato ye
2.3.22.3,pādau nṛṇāṁ tau druma-janma-bhājau
2.3.22.4,kṣetrāṇi nānuvrajato harer yau
2.3.23.1,jīvañ chavo bhāgavatāṅghri-reṇuṁ
2.3.23.2,na jātu martyo ’bhilabheta yas tu
2.3.23.3,śrī-viṣṇu-padyā manujas tulasyāḥ
2.3.23.4,śvasañ chavo yas tu na veda gandham
2.3.24.1,tad aśma-sāraṁ hṛdayaṁ batedaṁ
2.3.24.2,yad gṛhyamāṇair hari-nāma-dheyaiḥ
2.3.24.3,na vikriyetātha yadā vikāro
2.3.24.4,netre jalaṁ gātra-ruheṣu harṣaḥ
2.3.25.1,athābhidhehy aṅga mano-’nukūlaṁ
2.3.25.2,prabhāṣase bhāgavata-pradhānaḥ
2.3.25.3,yad āha vaiyāsakir ātma-vidyā-
2.3.25.4,viśārado nṛpatiṁ sādhu pṛṣṭaḥ
2.4.1.1,sūta uvāca
2.4.2.1,ātma-jāyā-sutāgāra-
2.4.2.2,paśu-draviṇa-bandhuṣu
2.4.2.3,rājye cāvikale nityaṁ
2.4.2.4,virūḍhāṁ mamatāṁ jahau
2.4.3-4.1,papraccha cemam evārthaṁ
2.4.3-4.2,yan māṁ pṛcchatha sattamāḥ
2.4.3-4.3,kṛṣṇānubhāva-śravaṇe
2.4.3-4.4,śraddadhāno mahā-manāḥ
2.4.5.1,rājovāca
2.4.6.1,bhūya eva vivitsāmi
2.4.6.2,bhagavān ātma-māyayā
2.4.6.3,yathedaṁ sṛjate viśvaṁ
2.4.6.4,durvibhāvyam adhīśvaraiḥ
2.4.7.1,yathā gopāyati vibhur
2.4.7.2,yathā saṁyacchate punaḥ
2.4.7.3,yāṁ yāṁ śaktim upāśritya
2.4.7.4,puru-śaktiḥ paraḥ pumān
2.4.7.5,ātmānaṁ krīḍayan krīḍan
2.4.7.6,karoti vikaroti ca
2.4.8.1,nūnaṁ bhagavato brahman
2.4.8.2,harer adbhuta-karmaṇaḥ
2.4.8.3,durvibhāvyam ivābhāti
2.4.8.4,kavibhiś cāpi ceṣṭitam
2.4.9.1,yathā guṇāṁs tu prakṛter
2.4.9.2,yugapat kramaśo ’pi vā
2.4.9.3,bibharti bhūriśas tv ekaḥ
2.4.9.4,kurvan karmāṇi janmabhiḥ
2.4.10.1,vicikitsitam etan me
2.4.10.2,bravītu bhagavān yathā
2.4.10.3,śābde brahmaṇi niṣṇātaḥ
2.4.10.4,parasmiṁś ca bhavān khalu
2.4.11.1,sūta uvāca
2.4.12.1,śrī-śuka uvāca
2.4.13.1,bhūyo namaḥ sad-vṛjina-cchide ’satām
2.4.13.2,asambhavāyākhila-sattva-mūrtaye
2.4.13.3,puṁsāṁ punaḥ pāramahaṁsya āśrame
2.4.13.4,vyavasthitānām anumṛgya-dāśuṣe
2.4.14.1,namo namas te ’stv ṛṣabhāya sātvatāṁ
2.4.14.2,vidūra-kāṣṭhāya muhuḥ kuyoginām
2.4.14.3,nirasta-sāmyātiśayena rādhasā
2.4.14.4,sva-dhāmani brahmaṇi raṁsyate namaḥ
2.4.15.1,yat-kīrtanaṁ yat-smaraṇaṁ yad-īkṣaṇaṁ
2.4.15.2,yad-vandanaṁ yac-chravaṇaṁ yad-arhaṇam
2.4.15.3,lokasya sadyo vidhunoti kalmaṣaṁ
2.4.15.4,tasmai subhadra-śravase namo namaḥ
2.4.16.1,vicakṣaṇā yac-caraṇopasādanāt
2.4.16.2,saṅgaṁ vyudasyobhayato ’ntar-ātmanaḥ
2.4.16.3,vindanti hi brahma-gatiṁ gata-klamās
2.4.16.4,tasmai subhadra-śravase namo namaḥ
2.4.17.1,tapasvino dāna-parā yaśasvino
2.4.17.2,manasvino mantra-vidaḥ sumaṅgalāḥ
2.4.17.3,kṣemaṁ na vindanti vinā yad-arpaṇaṁ
2.4.17.4,tasmai subhadra-śravase namo namaḥ
2.4.18.1,kirāta-hūṇāndhra-pulinda-pulkaśā
2.4.18.2,ābhīra-śumbhā yavanāḥ khasādayaḥ
2.4.18.3,ye ’nye ca pāpā yad-apāśrayāśrayāḥ
2.4.18.4,śudhyanti tasmai prabhaviṣṇave namaḥ
2.4.19.1,sa eṣa ātmātmavatām adhīśvaras
2.4.19.2,trayīmayo dharmamayas tapomayaḥ
2.4.19.3,gata-vyalīkair aja-śaṅkarādibhir
2.4.19.4,vitarkya-liṅgo bhagavān prasīdatām
2.4.20.1,śriyaḥ patir yajña-patiḥ prajā-patir
2.4.20.2,dhiyāṁ patir loka-patir dharā-patiḥ
2.4.20.3,patir gatiś cāndhaka-vṛṣṇi-sātvatāṁ
2.4.20.4,prasīdatāṁ me bhagavān satāṁ patiḥ
2.4.21.1,yad-aṅghry-abhidhyāna-samādhi-dhautayā
2.4.21.2,dhiyānupaśyanti hi tattvam ātmanaḥ
2.4.21.3,vadanti caitat kavayo yathā-rucaṁ
2.4.21.4,sa me mukundo bhagavān prasīdatām
2.4.22.1,pracoditā yena purā sarasvatī
2.4.22.2,vitanvatājasya satīṁ smṛtiṁ hṛdi
2.4.22.3,sva-lakṣaṇā prādurabhūt kilāsyataḥ
2.4.22.4,sa me ṛṣīṇām ṛṣabhaḥ prasīdatām
2.4.23.1,bhūtair mahadbhir ya imāḥ puro vibhur
2.4.23.2,nirmāya śete yad amūṣu pūruṣaḥ
2.4.23.3,bhuṅkte guṇān ṣoḍaśa ṣoḍaśātmakaḥ
2.4.23.4,so ’laṅkṛṣīṣṭa bhagavān vacāṁsi me
2.4.24.1,namas tasmai bhagavate
2.4.24.2,vāsudevāya vedhase
2.4.24.3,papur jñānam ayaṁ saumyā
2.4.24.4,yan-mukhāmburuhāsavam
2.4.25.1,etad evātma-bhū rājan
2.4.25.2,nāradāya vipṛcchate
2.4.25.3,veda-garbho ’bhyadhāt sākṣād
2.4.25.4,yad āha harir ātmanaḥ
2.5.1.1,nārada uvāca
2.5.2.1,yad rūpaṁ yad adhiṣṭhānaṁ
2.5.2.2,yataḥ sṛṣṭam idaṁ prabho
2.5.2.3,yat saṁsthaṁ yat paraṁ yac ca
2.5.2.4,tat tattvaṁ vada tattvataḥ
2.5.3.1,sarvaṁ hy etad bhavān veda
2.5.3.2,bhūta-bhavya-bhavat-prabhuḥ
2.5.3.3,karāmalaka-vad viśvaṁ
2.5.3.4,vijñānāvasitaṁ tava
2.5.4.1,yad-vijñāno yad-ādhāro
2.5.4.2,yat-paras tvaṁ yad-ātmakaḥ
2.5.4.3,ekaḥ sṛjasi bhūtāni
2.5.4.4,bhūtair evātma-māyayā
2.5.5.1,ātman bhāvayase tāni
2.5.5.2,na parābhāvayan svayam
2.5.5.3,ātma-śaktim avaṣṭabhya
2.5.5.4,ūrṇanābhir ivāklamaḥ
2.5.6.1,nāhaṁ veda paraṁ hy asmin
2.5.6.2,nāparaṁ na samaṁ vibho
2.5.6.3,nāma-rūpa-guṇair bhāvyaṁ
2.5.6.4,sad-asat kiñcid anyataḥ
2.5.7.1,sa bhavān acarad ghoraṁ
2.5.7.2,yat tapaḥ susamāhitaḥ
2.5.7.3,tena khedayase nas tvaṁ
2.5.7.4,parā-śaṅkāṁ ca yacchasi
2.5.8.1,etan me pṛcchataḥ sarvaṁ
2.5.8.2,sarva-jña sakaleśvara
2.5.8.3,vijānīhi yathaivedam
2.5.8.4,ahaṁ budhye ’nuśāsitaḥ
