ids,sentences
6.1.62.2,yāvat sattvaṁ yathā-śrutam
6.1.62.3,na śaśāka samādhātuṁ
6.1.62.4,mano madana-vepitam
6.1.63.1,tan-nimitta-smara-vyāja-
6.1.63.2,graha-grasto vicetanaḥ
6.1.63.3,tām eva manasā dhyāyan
6.1.63.4,sva-dharmād virarāma ha
6.1.64.1,tām eva toṣayām āsa
6.1.64.2,pitryeṇārthena yāvatā
6.1.64.3,grāmyair manoramaiḥ kāmaiḥ
6.1.64.4,prasīdeta yathā tathā
6.1.65.1,viprāṁ sva-bhāryām aprauḍhāṁ
6.1.65.2,kule mahati lambhitām
6.1.65.3,visasarjācirāt pāpaḥ
6.1.65.4,svairiṇyāpāṅga-viddha-dhīḥ
6.1.66.1,yatas tataś copaninye
6.1.66.2,nyāyato ’nyāyato dhanam
6.1.66.3,babhārāsyāḥ kuṭumbinyāḥ
6.1.66.4,kuṭumbaṁ manda-dhīr ayam
6.1.67.1,yad asau śāstram ullaṅghya
6.1.67.2,svaira-cāry ati-garhitaḥ
6.1.67.3,avartata ciraṁ kālam
6.1.67.4,aghāyur aśucir malāt
6.1.68.1,tata enaṁ daṇḍa-pāṇeḥ
6.1.68.2,sakāśaṁ kṛta-kilbiṣam
6.1.68.3,neṣyāmo ’kṛta-nirveśaṁ
6.1.68.4,yatra daṇḍena śuddhyati
6.2.1.1,śrī-bādarāyaṇir uvāca
6.2.2.1,śrī-viṣṇudūtā ūcuḥ
6.2.3.1,prajānāṁ pitaro ye ca
6.2.3.2,śāstāraḥ sādhavaḥ samāḥ
6.2.3.3,yadi syāt teṣu vaiṣamyaṁ
6.2.3.4,kaṁ yānti śaraṇaṁ prajāḥ
6.2.4.1,yad yad ācarati śreyān
6.2.4.2,itaras tat tad īhate
6.2.4.3,sa yat pramāṇaṁ kurute
6.2.4.4,lokas tad anuvartate
6.2.5-6.1,yasyāṅke śira ādhāya
6.2.5-6.2,lokaḥ svapiti nirvṛtaḥ
6.2.5-6.3,svayaṁ dharmam adharmaṁ vā
6.2.5-6.4,na hi veda yathā paśuḥ
6.2.7.1,ayaṁ hi kṛta-nirveśo
6.2.7.2,janma-koṭy-aṁhasām api
6.2.7.3,yad vyājahāra vivaśo
6.2.7.4,nāma svasty-ayanaṁ hareḥ
6.2.8.1,etenaiva hy aghono ’sya
6.2.8.2,kṛtaṁ syād agha-niṣkṛtam
6.2.8.3,yadā nārāyaṇāyeti
6.2.8.4,jagāda catur-akṣaram
6.2.9-10.1,stenaḥ surā-po mitra-dhrug
6.2.9-10.2,brahma-hā guru-talpa-gaḥ
6.2.9-10.3,strī-rāja-pitṛ-go-hantā
6.2.9-10.4,ye ca pātakino ’pare
6.2.11.1,na niṣkṛtair uditair brahma-vādibhis
6.2.11.2,tathā viśuddhyaty aghavān vratādibhiḥ
6.2.11.3,yathā harer nāma-padair udāhṛtais
6.2.11.4,tad uttamaśloka-guṇopalambhakam
6.2.12.1,naikāntikaṁ tad dhi kṛte ’pi niṣkṛte
6.2.12.2,manaḥ punar dhāvati ced asat-pathe
6.2.12.3,tat karma-nirhāram abhīpsatāṁ harer
6.2.12.4,guṇānuvādaḥ khalu sattva-bhāvanaḥ
6.2.13.1,athainaṁ māpanayata
6.2.13.2,kṛtāśeṣāgha-niṣkṛtam
6.2.13.3,yad asau bhagavan-nāma
6.2.13.4,mriyamāṇaḥ samagrahīt
6.2.14.1,sāṅketyaṁ pārihāsyaṁ vā
6.2.14.2,stobhaṁ helanam eva vā
6.2.14.3,vaikuṇṭha-nāma-grahaṇam
6.2.14.4,aśeṣāgha-haraṁ viduḥ
6.2.15.1,patitaḥ skhalito bhagnaḥ
6.2.15.2,sandaṣṭas tapta āhataḥ
6.2.15.3,harir ity avaśenāha
6.2.15.4,pumān nārhati yātanāḥ
6.2.16.1,gurūṇāṁ ca laghūnāṁ ca
6.2.16.2,gurūṇi ca laghūni ca
6.2.16.3,prāyaścittāni pāpānāṁ
6.2.16.4,jñātvoktāni maharṣibhiḥ
6.2.17.1,tais tāny aghāni pūyante
6.2.17.2,tapo-dāna-vratādibhiḥ
6.2.17.3,nādharmajaṁ tad-dhṛdayaṁ
6.2.17.4,tad apīśāṅghri-sevayā
6.2.18.1,ajñānād athavā jñānād
6.2.18.2,uttamaśloka-nāma yat
6.2.18.3,saṅkīrtitam aghaṁ puṁso
6.2.18.4,dahed edho yathānalaḥ
6.2.19.1,yathāgadaṁ vīryatamam
6.2.19.2,upayuktaṁ yadṛcchayā
6.2.19.3,ajānato ’py ātma-guṇaṁ
6.2.19.4,kuryān mantro ’py udāhṛtaḥ
6.2.20.1,śrī-śuka uvāca
6.2.21.1,iti pratyuditā yāmyā
6.2.21.2,dūtā yātvā yamāntikam
6.2.21.3,yama-rājñe yathā sarvam
6.2.21.4,ācacakṣur arindama
6.2.22.1,dvijaḥ pāśād vinirmukto
6.2.22.2,gata-bhīḥ prakṛtiṁ gataḥ
6.2.22.3,vavande śirasā viṣṇoḥ
6.2.22.4,kiṅkarān darśanotsavaḥ
6.2.23.1,taṁ vivakṣum abhipretya
6.2.23.2,mahāpuruṣa-kiṅkarāḥ
6.2.23.3,sahasā paśyatas tasya
6.2.23.4,tatrāntardadhire ’nagha
6.2.24-25.1,ajāmilo ’py athākarṇya
6.2.24-25.2,dūtānāṁ yama-kṛṣṇayoḥ
6.2.24-25.3,dharmaṁ bhāgavataṁ śuddhaṁ
6.2.24-25.4,trai-vedyaṁ ca guṇāśrayam
6.2.26.1,aho me paramaṁ kaṣṭam
6.2.26.2,abhūd avijitātmanaḥ
6.2.26.3,yena viplāvitaṁ brahma
6.2.26.4,vṛṣalyāṁ jāyatātmanā
6.2.27.1,dhiṅ māṁ vigarhitaṁ sadbhir
6.2.27.2,duṣkṛtaṁ kula-kajjalam
6.2.27.3,hitvā bālāṁ satīṁ yo ’haṁ
6.2.27.4,surā-pīm asatīm agām
6.2.28.1,vṛddhāv anāthau pitarau
6.2.28.2,nānya-bandhū tapasvinau
6.2.28.3,aho mayādhunā tyaktāv
6.2.28.4,akṛtajñena nīcavat
6.2.29.1,so ’haṁ vyaktaṁ patiṣyāmi
6.2.29.2,narake bhṛśa-dāruṇe
6.2.29.3,dharma-ghnāḥ kāmino yatra
6.2.29.4,vindanti yama-yātanāḥ
6.2.30.1,kim idaṁ svapna āho svit
6.2.30.2,sākṣād dṛṣṭam ihādbhutam
6.2.30.3,kva yātā adya te ye māṁ
6.2.30.4,vyakarṣan pāśa-pāṇayaḥ
6.2.31.1,atha te kva gatāḥ siddhāś
6.2.31.2,catvāraś cāru-darśanāḥ
6.2.31.3,vyāmocayan nīyamānaṁ
6.2.31.4,baddhvā pāśair adho bhuvaḥ
6.2.32.1,athāpi me durbhagasya
6.2.32.2,vibudhottama-darśane
6.2.32.3,bhavitavyaṁ maṅgalena
6.2.32.4,yenātmā me prasīdati
6.2.33.1,anyathā mriyamāṇasya
6.2.33.2,nāśucer vṛṣalī-pateḥ
6.2.33.3,vaikuṇṭha-nāma-grahaṇaṁ
6.2.33.4,jihvā vaktum ihārhati
6.2.34.1,kva cāhaṁ kitavaḥ pāpo
6.2.34.2,brahma-ghno nirapatrapaḥ
6.2.34.3,kva ca nārāyaṇety etad
6.2.34.4,bhagavan-nāma maṅgalam
6.2.35.1,so ’haṁ tathā yatiṣyāmi
6.2.35.2,yata-cittendriyānilaḥ
6.2.35.3,yathā na bhūya ātmānam
6.2.35.4,andhe tamasi majjaye
6.2.36-37.1,vimucya tam imaṁ bandham
6.2.36-37.2,avidyā-kāma-karmajam
6.2.36-37.3,sarva-bhūta-suhṛc chānto
6.2.36-37.4,maitraḥ karuṇa ātmavān
6.2.38.1,mamāham iti dehādau
6.2.38.2,hitvāmithyārtha-dhīr matim
6.2.38.3,dhāsye mano bhagavati
6.2.38.4,śuddhaṁ tat-kīrtanādibhiḥ
6.2.39.1,iti jāta-sunirvedaḥ
6.2.39.2,kṣaṇa-saṅgena sādhuṣu
6.2.39.3,gaṅgā-dvāram upeyāya
6.2.39.4,mukta-sarvānubandhanaḥ
6.2.40.1,sa tasmin deva-sadana
6.2.40.2,āsīno yogam āsthitaḥ
6.2.40.3,pratyāhṛtendriya-grāmo
6.2.40.4,yuyoja mana ātmani
6.2.41.1,tato guṇebhya ātmānaṁ
6.2.41.2,viyujyātma-samādhinā
6.2.41.3,yuyuje bhagavad-dhāmni
6.2.41.4,brahmaṇy anubhavātmani
6.2.42.1,yarhy upārata-dhīs tasminn
6.2.42.2,adrākṣīt puruṣān puraḥ
6.2.42.3,upalabhyopalabdhān prāg
6.2.42.4,vavande śirasā dvijaḥ
6.2.43.1,hitvā kalevaraṁ tīrthe
6.2.43.2,gaṅgāyāṁ darśanād anu
6.2.43.3,sadyaḥ svarūpaṁ jagṛhe
6.2.43.4,bhagavat-pārśva-vartinām
6.2.44.1,sākaṁ vihāyasā vipro
6.2.44.2,mahāpuruṣa-kiṅkaraiḥ
6.2.44.3,haimaṁ vimānam āruhya
6.2.44.4,yayau yatra śriyaḥ patiḥ
6.2.45.1,evaṁ sa viplāvita-sarva-dharmā
6.2.45.2,dāsyāḥ patiḥ patito garhya-karmaṇā
6.2.45.3,nipātyamāno niraye hata-vrataḥ
6.2.45.4,sadyo vimukto bhagavan-nāma gṛhṇan
6.2.46.1,nātaḥ paraṁ karma-nibandha-kṛntanaṁ
6.2.46.2,mumukṣatāṁ tīrtha-pādānukīrtanāt
6.2.46.3,na yat punaḥ karmasu sajjate mano
6.2.46.4,rajas-tamobhyāṁ kalilaṁ tato ’nyathā
6.2.47-48.1,ya etaṁ paramaṁ guhyam
6.2.47-48.2,itihāsam aghāpaham
6.2.47-48.3,śṛṇuyāc chraddhayā yukto
6.2.47-48.4,yaś ca bhaktyānukīrtayet
6.2.49.1,mriyamāṇo harer nāma
6.2.49.2,gṛṇan putropacāritam
6.2.49.3,ajāmilo ’py agād dhāma
6.2.49.4,kim uta śraddhayā gṛṇan
6.3.1.1,śrī-rājovāca
6.3.2.1,yamasya devasya na daṇḍa-bhaṅgaḥ
6.3.2.2,kutaścanarṣe śruta-pūrva āsīt
6.3.2.3,etan mune vṛścati loka-saṁśayaṁ
6.3.2.4,na hi tvad-anya iti me viniścitam
6.3.3.1,śrī-śuka uvāca
6.3.4.1,yamadūtā ūcuḥ
6.3.5.1,yadi syur bahavo loke
6.3.5.2,śāstāro daṇḍa-dhāriṇaḥ
6.3.5.3,kasya syātāṁ na vā kasya
6.3.5.4,mṛtyuś cāmṛtam eva vā
6.3.6.1,kintu śāstṛ-bahutve syād
6.3.6.2,bahūnām iha karmiṇām
6.3.6.3,śāstṛtvam upacāro hi
6.3.6.4,yathā maṇḍala-vartinām
6.3.7.1,atas tvam eko bhūtānāṁ
6.3.7.2,seśvarāṇām adhīśvaraḥ
6.3.7.3,śāstā daṇḍa-dharo nṝṇāṁ
6.3.7.4,śubhāśubha-vivecanaḥ
6.3.8.1,tasya te vihito daṇḍo
6.3.8.2,na loke vartate ’dhunā
6.3.8.3,caturbhir adbhutaiḥ siddhair
6.3.8.4,ājñā te vipralambhitā
6.3.9.1,nīyamānaṁ tavādeśād
6.3.9.2,asmābhir yātanā-gṛhān
6.3.9.3,vyāmocayan pātakinaṁ
6.3.9.4,chittvā pāśān prasahya te
6.3.10.1,tāṁs te veditum icchāmo
6.3.10.2,yadi no manyase kṣamam
6.3.10.3,nārāyaṇety abhihite
6.3.10.4,mā bhair ity āyayur drutam
6.3.11.1,śrī-bādarāyaṇir uvāca
6.3.12.1,yama uvāca
6.3.13.1,yo nāmabhir vāci janaṁ nijāyāṁ
6.3.13.2,badhnāti tantryām iva dāmabhir gāḥ
6.3.13.3,yasmai baliṁ ta ime nāma-karma-
6.3.13.4,nibandha-baddhāś cakitā vahanti
6.3.14-15.1,ahaṁ mahendro nirṛtiḥ pracetāḥ
6.3.14-15.2,somo ’gnir īśaḥ pavano viriñciḥ
6.3.14-15.3,āditya-viśve vasavo ’tha sādhyā
6.3.14-15.4,marud-gaṇā rudra-gaṇāḥ sasiddhāḥ
6.3.16.1,yaṁ vai na gobhir manasāsubhir vā
6.3.16.2,hṛdā girā vāsu-bhṛto vicakṣate
6.3.16.3,ātmānam antar-hṛdi santam ātmanāṁ
6.3.16.4,cakṣur yathaivākṛtayas tataḥ param
6.3.17.1,tasyātma-tantrasya harer adhīśituḥ
6.3.17.2,parasya māyādhipater mahātmanaḥ
6.3.17.3,prāyeṇa dūtā iha vai manoharāś
6.3.17.4,caranti tad-rūpa-guṇa-svabhāvāḥ
6.3.18.1,bhūtāni viṣṇoḥ sura-pūjitāni
6.3.18.2,durdarśa-liṅgāni mahādbhutāni
6.3.18.3,rakṣanti tad-bhaktimataḥ parebhyo
6.3.18.4,mattaś ca martyān atha sarvataś ca
6.3.19.1,dharmaṁ tu sākṣād bhagavat-praṇītaṁ
6.3.19.2,na vai vidur ṛṣayo nāpi devāḥ
6.3.19.3,na siddha-mukhyā asurā manuṣyāḥ
6.3.19.4,kuto nu vidyādhara-cāraṇādayaḥ
6.3.20-21.1,svayambhūr nāradaḥ śambhuḥ
6.3.20-21.2,kumāraḥ kapilo manuḥ
6.3.20-21.3,prahlādo janako bhīṣmo
6.3.20-21.4,balir vaiyāsakir vayam
6.3.22.1,etāvān eva loke ’smin
6.3.22.2,puṁsāṁ dharmaḥ paraḥ smṛtaḥ
6.3.22.3,bhakti-yogo bhagavati
6.3.22.4,tan-nāma-grahaṇādibhiḥ
6.3.23.1,nāmoccāraṇa-māhātmyaṁ
6.3.23.2,hareḥ paśyata putrakāḥ
6.3.23.3,ajāmilo ’pi yenaiva
6.3.23.4,mṛtyu-pāśād amucyata
6.3.24.1,etāvatālam agha-nirharaṇāya puṁsāṁ
6.3.24.2,saṅkīrtanaṁ bhagavato guṇa-karma-nāmnām
6.3.24.3,vikruśya putram aghavān yad ajāmilo ’pi
6.3.24.4,nārāyaṇeti mriyamāṇa iyāya muktim
6.3.25.1,prāyeṇa veda tad idaṁ na mahājano ’yaṁ
6.3.25.2,devyā vimohita-matir bata māyayālam
6.3.25.3,trayyāṁ jaḍī-kṛta-matir madhu-puṣpitāyāṁ
6.3.25.4,vaitānike mahati karmaṇi yujyamānaḥ
6.3.26.1,evaṁ vimṛśya sudhiyo bhagavaty anante
6.3.26.2,sarvātmanā vidadhate khalu bhāva-yogam
6.3.26.3,te me na daṇḍam arhanty atha yady amīṣāṁ
6.3.26.4,syāt pātakaṁ tad api hanty urugāya-vādaḥ
6.3.27.1,te deva-siddha-parigīta-pavitra-gāthā
6.3.27.2,ye sādhavaḥ samadṛśo bhagavat-prapannāḥ
6.3.27.3,tān nopasīdata harer gadayābhiguptān
6.3.27.4,naiṣāṁ vayaṁ na ca vayaḥ prabhavāma daṇḍe
6.3.28.1,tān ānayadhvam asato vimukhān mukunda-
6.3.28.2,pādāravinda-makaranda-rasād ajasram
6.3.28.3,niṣkiñcanaiḥ paramahaṁsa-kulair asaṅgair
6.3.28.4,juṣṭād gṛhe niraya-vartmani baddha-tṛṣṇān
6.3.29.1,jihvā na vakti bhagavad-guṇa-nāmadheyaṁ
6.3.29.2,cetaś ca na smarati tac-caraṇāravindam
6.3.29.3,kṛṣṇāya no namati yac-chira ekadāpi
6.3.29.4,tān ānayadhvam asato ’kṛta-viṣṇu-kṛtyān
6.3.30.1,tat kṣamyatāṁ sa bhagavān puruṣaḥ purāṇo
6.3.30.2,nārāyaṇaḥ sva-puruṣair yad asat kṛtaṁ naḥ
6.3.30.3,svānām aho na viduṣāṁ racitāñjalīnāṁ
6.3.30.4,kṣāntir garīyasi namaḥ puruṣāya bhūmne
6.3.31.1,tasmāt saṅkīrtanaṁ viṣṇor
6.3.31.2,jagan-maṅgalam aṁhasām
6.3.31.3,mahatām api kauravya
6.3.31.4,viddhy aikāntika-niṣkṛtam
6.3.32.1,śṛṇvatāṁ gṛṇatāṁ vīryāṇy
6.3.32.2,uddāmāni harer muhuḥ
6.3.32.3,yathā sujātayā bhaktyā
6.3.32.4,śuddhyen nātmā vratādibhiḥ
6.3.33.1,kṛṣṇāṅghri-padma-madhu-liṇ na punar visṛṣṭa-
6.3.33.2,māyā-guṇeṣu ramate vṛjināvaheṣu
6.3.33.3,anyas tu kāma-hata ātma-rajaḥ pramārṣṭum
6.3.33.4,īheta karma yata eva rajaḥ punaḥ syāt
6.3.34.1,itthaṁ svabhartṛ-gaditaṁ bhagavan-mahitvaṁ
6.3.34.2,saṁsmṛtya vismita-dhiyo yama-kiṅkarās te
6.3.34.3,naivācyutāśraya-janaṁ pratiśaṅkamānā
6.3.34.4,draṣṭuṁ ca bibhyati tataḥ prabhṛti sma rājan
6.3.35.1,itihāsam imaṁ guhyaṁ
6.3.35.2,bhagavān kumbha-sambhavaḥ
6.3.35.3,kathayām āsa malaya
6.3.35.4,āsīno harim arcayan
6.4.1-2.1,śrī-rājovāca
6.4.3.1,śrī-sūta uvāca
6.4.4.1,śrī-śuka uvāca
6.4.5.1,drumebhyaḥ krudhyamānās te
6.4.5.2,tapo-dīpita-manyavaḥ
6.4.5.3,mukhato vāyum agniṁ ca
6.4.5.4,sasṛjus tad-didhakṣayā
6.4.6.1,tābhyāṁ nirdahyamānāṁs tān
6.4.6.2,upalabhya kurūdvaha
6.4.6.3,rājovāca mahān somo
6.4.6.4,manyuṁ praśamayann iva
6.4.7.1,na drumebhyo mahā-bhāgā
6.4.7.2,dīnebhyo drogdhum arhatha
6.4.7.3,vivardhayiṣavo yūyaṁ
6.4.7.4,prajānāṁ patayaḥ smṛtāḥ
6.4.8.1,aho prajāpati-patir
6.4.8.2,bhagavān harir avyayaḥ
6.4.8.3,vanaspatīn oṣadhīś ca
6.4.8.4,sasarjorjam iṣaṁ vibhuḥ
6.4.9.1,annaṁ carāṇām acarā
6.4.9.2,hy apadaḥ pāda-cāriṇām
6.4.9.3,ahastā hasta-yuktānāṁ
6.4.9.4,dvi-padāṁ ca catuṣ-padaḥ
